analysis_name,parameter_name,parameter_unit,t_lyhend,loinc_code,substrate,evidence
Hüübimise uuringud,P-PTsek,sek,P-PT,5902-2,PPP,manual
Hüübimissüsteemi uuringud,P-PT-IN,suhtarv,P-PT-INR,L-178,,manual
Hüübimissüsteemi uuringud,P-PT-INR 1,suhtarv,P-PT-INR,L-178,,manual
Hüübimissüsteemi uuringud,P-PT-INR 10,suhtarv,P-PT-INR,L-178,,manual
Hüübimissüsteemi uuringud,P-PT-INR 11,suhtarv,P-PT-INR,L-178,,manual
Hüübimissüsteemi uuringud,P-PT-INR 12,suhtarv,P-PT-INR,L-178,,manual
Hüübimissüsteemi uuringud,P-PT-INR 13,suhtarv,P-PT-INR,L-178,,manual
Hüübimissüsteemi uuringud,P-PT-INR 2,suhtarv,P-PT-INR,L-178,,manual
Hüübimissüsteemi uuringud,P-PT-INR 3,suhtarv,P-PT-INR,L-178,,manual
Hüübimissüsteemi uuringud,P-PT-INR 4,suhtarv,P-PT-INR,L-178,,manual
Hüübimissüsteemi uuringud,P-PT-INR 5,suhtarv,P-PT-INR,L-178,,manual
Hüübimissüsteemi uuringud,P-PT-INR 6,suhtarv,P-PT-INR,L-178,,manual
Hüübimissüsteemi uuringud,P-PT-INR 7,suhtarv,P-PT-INR,L-178,,manual
Hüübimissüsteemi uuringud,P-PT-INR 8,suhtarv,P-PT-INR,L-178,,manual
Hüübimissüsteemi uuringud,P-PT-INR 9,suhtarv,P-PT-INR,L-178,,manual
IA labori analüüsid,Vaba türoksii,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Immunoloogilised uuringud,CT-kaltsitonii,pmol/L,"S,P-CT",15035-9,Ser/Plas,manual
Immunoloogilised uuringud,CT-kaltsitoniin,pmol/L,"S,P-CT",15035-9,Ser/Plas,manual
Immunoloogilised uuringud,TSH,mU/L,"S,P-TSH",3016-3,Ser/Plas,manual
Immuunmeetoditel põhinevad uuringud,S-fT4 1,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Immuunmeetoditel põhinevad uuringud,S-fT4 2,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Immuunmeetoditel põhinevad uuringud,S-fT4 3,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Immuunmeetoditel põhinevad uuringud,S-fT4 4,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Immuunmeetoditel põhinevad uuringud,S-fT4 5,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Immuunmeetoditel põhinevad uuringud,S-fT4 6,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Immuunmeetoditel põhinevad uuringud,S-PCT 1,ng/mL,"S,P-PCT",33959-8,Ser/Plas,manual
Immuunmeetoditel põhinevad uuringud,S-PCT 2,ng/mL,"S,P-PCT",33959-8,Ser/Plas,manual
Immuunmeetoditel põhinevad uuringud,S-PCT 3,ng/mL,"S,P-PCT",33959-8,Ser/Plas,manual
Immuunmeetoditel põhinevad uuringud,S-PCT 4,ng/mL,"S,P-PCT",33959-8,Ser/Plas,manual
Immuunmeetoditel põhinevad uuringud,S-TSH 1,uU/mL,"S,P-TSH",3016-3,Ser/Plas,manual
Immuunmeetoditel põhinevad uuringud,S-TSH 2,uU/mL,"S,P-TSH",3016-3,Ser/Plas,manual
Immuunmeetoditel põhinevad uuringud,S-TSH 3,uU/mL,"S,P-TSH",3016-3,Ser/Plas,manual
Immuunmeetoditel põhinevad uuringud,S-TSH 4,uU/mL,"S,P-TSH",3016-3,Ser/Plas,manual
Immuunmeetoditel põhinevad uuringud,S-TSH 5,uU/mL,"S,P-TSH",3016-3,Ser/Plas,manual
Immuunmeetodi uuringud,FT4,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Immuunmeetodi uuringud,FT4 1,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Immuunmeetodi uuringud,FT4 2,pmol/L,"S,P-fT4",14920-3,Ser/Plas,manual
Immuunmeetodi uuringud,Kaltsitonii,pmol/L,"S,P-CT",15035-9,Ser/Plas,manual
Immuunmeetodi uuringud,TSH,mU/L,"S,P-TSH",3016-3,Ser/Plas,manual
Immuunmeetodi uuringud,TSH 1,mU/L,"S,P-TSH",3016-3,Ser/Plas,manual
Immuunmeetodi uuringud,TSH 2,mU/L,"S,P-TSH",3016-3,Ser/Plas,manual
Immuunuuringud,Kaltsitoniin,pmol/L,"S,P-CT",15035-9,Ser/Plas,manual
Immuunuuringud,S- PCT,ng/mL,"S,P-PCT",33959-8,Ser/Plas,manual
Kaltsitoniin,Kaltsitoniin S-CT,pmol/L,"S,P-CT",15035-9,Ser/Plas,manual
Kliiniline labor,Basofiili,%,B-Baso%,706-2,Bld,manual
Kliiniline labor,Eosinofiili,%,B-Eo%,713-8,Bld,manual
Kliiniline labor,Kepptuumsed neutrofiili,%,B-Kepptuumsed neutrofiilid %,26508-2,Bld,manual
Kliiniline labor,P-LCR,%,B-LCR,48386-7,Bld,manual
Kliiniline labor,Segmenttuumsed neutrofiili,%,B-Segmenttuumsed neutrofiilid %,26505-8,Bld,manual
Kliiniline labor,Segmenttuumsed neutrofiilid,%,B-Segmenttuumsed neutrofiilid %,26505-8,Bld,manual
Kliiniline labor (haigla),Kepptuumsed neutrofiili,%,B-Kepptuumsed neutrofiilid %,26508-2,Bld,manual
Kliinilise Keemia Uuringud,eGFR (Hinnanguline glomerulaarfiltratsiooni kiirus),mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Kliinilise Keemia Uuringud,"eGFR (Hinnanguline glomerulaarfiltratsiooni kiirus (kreatiniin, CKD-EPI))",mL/min/1.73m2,eGFR (CKD-EPI),62238-1,Ser/Plas,manual
Kliinilise Keemia Uuringud,fS-Crea 1,umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
Kliinilise Keemia Uuringud,fS-Crea 2,umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
Kliinilise Keemia Uuringud,fS-Crea 3,umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
Kliinilise Keemia Uuringud,fS-Crea 4,umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
Kliinilise Keemia Uuringud,fS-Crea 7,umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
Kliinilise Keemia Uuringud,fS-Crea 8,umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
Kliinilise Keemia Uuringud,fS-Creat,umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
Kliinilise Keemia Uuringud,Kreatiniin (Kreatiniin seerumis/plasmas),umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
Kliinilise keemia uuringud,2 eGFR),mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Kliinilise keemia uuringud,B-HbA1c-IFC,mmol/mol,B-HbA1c (IFCC),59261-8,Bld,manual
Kliinilise keemia uuringud,B-HbA1c-IFCC,mmol/mol,B-HbA1c (IFCC),59261-8,Bld,manual
Kliinilise keemia uuringud,eGF),mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Kliinilise keemia uuringud,eGFR),mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Kliinilise keemia uuringud,eGFR 1),mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Kliinilise keemia uuringud,eGFR 2),mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Kliinilise keemia uuringud,eGFR 3),mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Kliinilise keemia uuringud,eGFR (MDRD,mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Kliinilise keemia uuringud,fS-Cre,umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
Kliinilise keemia uuringud,fS-Glu,mmol/L,"fS,fP-Gluc",14771-0,Ser/Plas,manual
Kliinilise keemia uuringud,fS-HDL-Chol 1,mmol/L,"S,P-HDL-Chol",14646-4,Ser/Plas,manual
Kliinilise keemia uuringud,fS-HDL-Chol 2,mmol/L,"S,P-HDL-Chol",14646-4,Ser/Plas,manual
Kliinilise keemia uuringud,fS-HDL-Chol 3,mmol/L,"S,P-HDL-Chol",14646-4,Ser/Plas,manual
Kliinilise keemia uuringud,fS-LDL-Chol 1,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
Kliinilise keemia uuringud,fS-LDL-Chol 2,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
Kliinilise keemia uuringud,fS-LDL-Chol 3,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
Kliinilise keemia uuringud,fS-LDL-Chol 4,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
Kliinilise keemia uuringud,fS-Urea 1,mmol/L,"S,P-Urea",22664-7,Ser/Plas,manual
Kliinilise keemia uuringud,fS-Urea 2,mmol/L,"S,P-Urea",22664-7,Ser/Plas,manual
Kliinilise keemia uuringud,fS-Urea 3,mmol/L,"S,P-Urea",22664-7,Ser/Plas,manual
Kliinilise keemia uuringud,HbA1c,%,B-HbA1c,4548-4,Bld,manual
Kliinilise keemia uuringud,HbA1c,mmol/mol,B-HbA1c (IFCC),59261-8,Bld,manual
Kliinilise keemia uuringud,HbA1c (IFCC,mmol/mol,B-HbA1c (IFCC),59261-8,Bld,manual
Kliinilise keemia uuringud,HDL kolesteroo,mmol/L,"S,P-HDL-Chol",14646-4,Ser/Plas,manual
Kliinilise keemia uuringud,Kolesteroo,mmol/L,"S,P-Chol",14647-2,Ser/Plas,manual
Kliinilise keemia uuringud,Kreatiini kinaas,U/L,"S,P-CK",2157-6,Ser/Plas,manual
Kliinilise keemia uuringud,Kreatinii,umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
Kliinilise keemia uuringud,LDL kolesteroo,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
Kliinilise keemia uuringud,LDL kolesterool,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
Kliinilise keemia uuringud,S-ALAT 1,U/L,"S,P-ALAT",1744-2,Ser/Plas,manual
Kliinilise keemia uuringud,S-ALAT 2,U/L,"S,P-ALAT",1744-2,Ser/Plas,manual
Kliinilise keemia uuringud,S-ALAT 3,U/L,"S,P-ALAT",1744-2,Ser/Plas,manual
Kliinilise keemia uuringud,S-ALAT 4,U/L,"S,P-ALAT",1744-2,Ser/Plas,manual
Kliinilise keemia uuringud,S-ALAT 5,U/L,"S,P-ALAT",1744-2,Ser/Plas,manual
Kliinilise keemia uuringud,S-ASAT 1,U/L,"S,P-ASAT",1920-8,Ser/Plas,manual
Kliinilise keemia uuringud,S-ASAT 2,U/L,"S,P-ASAT",1920-8,Ser/Plas,manual
Kliinilise keemia uuringud,S-ASAT 3,U/L,"S,P-ASAT",1920-8,Ser/Plas,manual
Kliinilise keemia uuringud,S-ASAT 4,U/L,"S,P-ASAT",1920-8,Ser/Plas,manual
Kliinilise keemia uuringud,S-ASAT 5,U/L,"S,P-ASAT",1920-8,Ser/Plas,manual
Kliinilise keemia uuringud,S-Chol 1,mmol/L,"S,P-Chol",14647-2,Ser/Plas,manual
Kliinilise keemia uuringud,S-Chol 2,mmol/L,"S,P-Chol",14647-2,Ser/Plas,manual
Kliinilise keemia uuringud,S-Chol 3,mmol/L,"S,P-Chol",14647-2,Ser/Plas,manual
Kliinilise keemia uuringud,S-Chol 4,mmol/L,"S,P-Chol",14647-2,Ser/Plas,manual
Kliinilise keemia uuringud,Triglütseriidi,mmol/L,"fS,fP-Trigl",14927-8,Ser/Plas,manual
Kolesterool,Chol.,mmol/L,"S,P-Chol",14647-2,Ser/Plas,manual
Kolesterool,"S-Chol, P-Chol",mmol/L,"S,P-Chol",14647-2,Ser/Plas,manual
Kolesterool,"S-Chol,_P-Chol",mmol/L,"S,P-Chol",14647-2,Ser/Plas,manual
kolesterool,Chol.,mmol/L,"S,P-Chol",14647-2,Ser/Plas,manual
Kolesterool plasmas,P-Chol,mmol/L,"S,P-Chol",14647-2,Ser/Plas,manual
Kolesterool pleuravedelikus,Pf-Chol,mmol/L,PlrF-Chol,39468-4,Plr fld,manual
Kolesterool seerumis,S-Chol HK:66104,mmol/L,"S,P-Chol",14647-2,Ser/Plas,manual
Kolesterool seerumis,"S-Chol, P-Chol",ng/mL,"S,P-Chol",14647-2,Ser/Plas,manual
Kolesterool seerumis,"S-Chol,_P-Chol",ng/mL,"S,P-Chol",14647-2,Ser/Plas,manual
Korduv glükoos kapillaarverest,Gluc,mmol/L,fcB-Gluc,14770-2,Bld,manual
Kreatiini kinaas,Glomerulaarfiltratsioon - eGFR,"mL/min/1,73m2",eGFR,33914-3,Ser/Plas,manual
Kreatiinkinaasi MB isoensüümi mass,Kreatiinkinaasi MB isoensüüm,ng/mL,"S,P-CK-MBm",13969-1,Ser/Plas,manual
Kreatiinkinaasi MB isoensüümi mass,Kreatiinkinaasi MB isoensüüm,ug/L,"S,P-CK-MBm",13969-1,Ser/Plas,manual
Kreatiniin,14682-9,umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
Kreatiniin,14682-9 Kreatiniin,umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
Kreatiniin,"fS-Crea, fP-Crea",umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
Kreatiniin,"fS-Crea,_fP-Crea",umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
Kreatiniin,P-Crea,umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
kreatiniin,Crea,umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
Kreatiniini Kinaasi Mb Isoens[[M,P4-CK-MBm,ug/L,"S,P-CK-MBm",13969-1,Ser/Plas,manual
Kreatiniini Kinaasi Mb Isoensüümi Mass Plasmas,13969-1,ug/L,"S,P-CK-MBm",13969-1,Ser/Plas,manual
Kreatiniini Kinaasi Mb Isoensüümi Mass Plasmas,P4-CK-MBm,ug/L,"S,P-CK-MBm",13969-1,Ser/Plas,manual
Kreatiniini kinaasi MB isoensüümi mass plasmas (Dimension EXL 200),Kreatiniini kinaasi MB isoensüümi mass plasmas,ug/L,"S,P-CK-MBm",13969-1,Ser/Plas,manual
Kreatiniini kinaasi MB isoensüümi mass plasmas (Immulite Plus),Kreatiniini kinaasi MB isoensüümi mass plasmas,ug/L,"S,P-CK-MBm",13969-1,Ser/Plas,manual
Kreatiniini kinaasi MB isoensüümi mass plasmas (Immulite XPi),Kreatiniini kinaasi MB isoensüümi mass plasmas,ug/L,"S,P-CK-MBm",13969-1,Ser/Plas,manual
Kreatiniini Kliirens,GFR,mL/min,dU-S-Crea,2164-2,Urine+Ser/Plas,manual
Kreatiniini Kliirens,S+dU-CreaC,mL/min,dU-S-Crea,2164-2,Urine+Ser/Plas,manual
Kreatiniinikliirens,GFR,mL/min,dU-S-Crea,2164-2,Urine+Ser/Plas,manual
Kreatiniini Kliirens Ööpäevases Uriinis,Kreatiniini kliirens,mL/min,dU-S-Crea,2164-2,Urine+Ser/Plas,manual
Kreatiniini kliirens ööpäevases uriinis,Kreatiniini kliirens standartse kehapindala järgi,mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Kreatiniin Ja Egfr Seerumis,Hinnanguline glomerulaafiltratsiooni kiirus,"mL/min1,73m³",eGFR,33914-3,Ser/Plas,manual
Kreatiniin ja eGFR seerumis,Hinnanguline glomerulaafiltratsiooni kiirus,mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Kreatiniin ja hinnanguline glomerulaarfiltratsiooni kiirus,S-Crea+eGFR,mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
Kreatiniin Ja Mikroalbumiin 24 H Uriinis,U-Mikroalb,mg/d,dU-Alb,14956-7,Urine,manual
Kreatiniin ja mikroalbumiin 24 h uriinis,U-Alb/Crea,mgAlb/mmol/Cre,U-Alb/U-Crea,30000-4,Urine,manual
Kreatiniin Paastuseerumis,14682-9,umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
Kreatiniin paastuseerumis,"fS-Crea, fP-Crea",ng/mL,"S,P-Crea",14682-9,Ser/Plas,manual
Kreatiniin paastuseerumis,"fS-Crea,_fP-Crea",ng/mL,"S,P-Crea",14682-9,Ser/Plas,manual
Kreatiniin paastuseerumis,Kreatiniin paastuplasmas,umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
Kreatiniin Seerumis/Plasmas,14682-9,umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
Kreatiniin Uriinis,14683-7,mmol/L,U-Crea,14683-7,Urine,manual
Kreatiniin Uriinis,14683-7,umol/L,U-Crea,14683-7,Urine,manual
Kreatiniin Uriinis,14683-7 Kreatiniin uriinis,mmol/L,U-Crea,14683-7,Urine,manual
Kreatiniin Uriinis,14683-7 Kreatiniin uriinis,umol/L,U-Crea,14683-7,Urine,manual
Kreatiniin vastsündinu plasmas,nP-Crea,umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
"L-1949 Hemogramm 5-Osalise Leukogrammi, Normoblastide Ja Retikulotsüütidega",14682-9 Kreatiniin,umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
"L-1949 Hemogramm 5-Osalise Leukogrammi, Normoblastide Ja Retikulotsüütidega",2862-1 Albumiin Fr,g/L,S-Alb-Fr,2862-1,Ser/Plas,manual
"L-1949 Hemogramm 5-Osalise Leukogrammi, Normoblastide Ja Retikulotsüütidega",61151-7 Albumiin,g/L,"S,P-Alb",61151-7,Ser/Plas,manual
"L-1949 Hemogramm 5-Osalise Leukogrammi, Normoblastide Ja Retikulotsüütidega",62238-1 eGFR,ml/min/1.73m2,eGFR (CKD-EPI),62238-1,Ser/Plas,manual
L-3659 Hemogramm 5-Osalise Leukogrammiga Leukafereesi Produktist,14682-9 Kreatiniin,umol/L,"S,P-Crea",14682-9,Ser/Plas,manual
L-3659 Hemogramm 5-Osalise Leukogrammiga Leukafereesi Produktist,62238-1 eGFR,mL/min/1.73m2,eGFR (CKD-EPI),62238-1,Ser/Plas,manual
Laboratoorne hematoloogia,1 EO#,10E9/L,B-Eo#,711-2,Bld,manual
Laboratoorne hematoloogia,1 EO%,%,B-Eo%,713-8,Bld,manual
Laboratoorne hematoloogia,1 HCT,%,B-Hct,4544-3,Bld,manual
Laboratoorne hematoloogia,1 LYMPH%,%,B-Lymph%,736-9,Bld,manual
Laboratoorne hematoloogia,1 MCH,pg,B-MCH,785-6,Bld,manual
Laboratoorne hematoloogia,1 MCHC,g/L,B-MCHC,786-4,Bld,manual
Laboratoorne hematoloogia,1 MCV,fL,B-MCV,787-2,Bld,manual
Laboratoorne hematoloogia,1 PDW,fL,B-PDW,32207-3,Bld,manual
Laboratoorne hematoloogia,1 PLT,10E9/L,B-Plt,777-3,Bld,manual
Laboratoorne hematoloogia,1 RDW-CV,%,B-RDW-CV,788-0,Bld,manual
Laboratoorne hematoloogia,2 EO#,10E9/L,B-Eo#,711-2,Bld,manual
Laboratoorne hematoloogia,2 EO%,%,B-Eo%,713-8,Bld,manual
Laboratoorne hematoloogia,2 HCT,%,B-Hct,4544-3,Bld,manual
Laboratoorne hematoloogia,2 LYMPH%,%,B-Lymph%,736-9,Bld,manual
Laboratoorne hematoloogia,2 MCH,pg,B-MCH,785-6,Bld,manual
Laboratoorne hematoloogia,2 MCHC,g/L,B-MCHC,786-4,Bld,manual
Laboratoorne hematoloogia,2 MCV,fL,B-MCV,787-2,Bld,manual
Laboratoorne hematoloogia,2 PDW,fL,B-PDW,32207-3,Bld,manual
Laboratoorne hematoloogia,2 PLT,10E9/L,B-Plt,777-3,Bld,manual
Laboratoorne hematoloogia,2 RDW-CV,%,B-RDW-CV,788-0,Bld,manual
Labori tasulised analüüsid,B-Diff-Baso-%,%,B-Baso%,706-2,Bld,manual
Labori tasulised analüüsid,B-Diff-Baso-arv,10L,B-Baso#,704-7,Bld,manual
Labori tasulised analüüsid,B-Diff-Eo-%,%,B-Eo%,713-8,Bld,manual
Labori tasulised analüüsid,B-Diff-Eo-arv,10L,B-Eo#,711-2,Bld,manual
Labori tasulised analüüsid,B-Diff-LYMPH-%,%,B-Lymph%,736-9,Bld,manual
Labori tasulised analüüsid,B-Diff-Mono-%,%,B-Mono%,5905-5,Bld,manual
Labori tasulised analüüsid,B-Diff-Mono-arv,10L,B-Mono#,742-7,Bld,manual
Labori tasulised analüüsid,E-MCH,pg,B-MCH,785-6,Bld,manual
Labori tasulised analüüsid,E-MCHC,g/L,B-MCHC,786-4,Bld,manual
Labori tasulised analüüsid,E-MCV,fL,B-MCV,787-2,Bld,manual
Laktoosi taluvuse proov,fP-Gluc 0 min,mmol/L,"fS,fP-Gluc 0 min (pre Lactose PO)",59157-8,Ser/Plas,manual
Laktoosi taluvuse proov,P-Gluc 20 min,mmol/L,"S,P-Gluc 20 min (post 50g Lactose PO)",69943-9,Ser/Plas,manual
Laktoosi taluvuse proov,P-Gluc 40 min,mmol/L,"S,P-Gluc 40 min (post 50g Lactose PO)",69944-7,Ser/Plas,manual
LDL,LDL-kolesterool,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL,Madala tihedusega lipoproteiini kolesterool,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL Kolest.,LDL kolest.,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL kolest.,LDL kolest.,L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL- Kolesterool,LDL -Chol,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL- Kolesterool,LDL_-Chol,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL- Kolesterool,S-LDL -Chol,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL- Kolesterool,S-LDL_-Chol,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL kolesterool,"fS-LDL-Chol, fP-LDL-",mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL kolesterool,"fS-LDL-Chol, fP-LDL-Chol",mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL kolesterool,"fS-LDL-Chol,_fP-LDL-Chol",mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL-kolesterool,Madala tihedusega lipoproteiini kolesterool,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL- kolesterool paastuseerumis,fS-LDL- Chol,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL- kolesterool paastuseerumis,fS-LDL-_Chol,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL- kolesterool paastuseerumis,"fS-LDL-Chol, fP-LDL-",ng/mL,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL- kolesterool paastuseerumis,"fS-LDL-Chol, fP-LDL-Chol",ng/mL,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL- kolesterool paastuseerumis,"fS-LDL-Chol,_fP-LDL-Chol",ng/mL,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL-kolesterool paastuseerumis,fS-LDL-Chol HK:66105,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL-kolesterool paastuseerumis,LDL-kolesterool,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL-kolesterool seermis,LDL- kolesterool seerumis,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL- kolesterool seerumis,LDL- kolesterool paastuseerumis,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL-kolesterool seerumis/plasmas,S.P-LDL-Chol,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL - Madala tihedusega lipoproteiini kolesterool,Madala tihedusega lipoproteiini kolesterool,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
LDL Madala tihedusega lipoproteiini kolesterool seerumis,Madala tihedusega lipoproteiini kolesterool,mmol/L,"S,P-LDL-Chol",22748-8,Ser/Plas,manual
Liikvori analüüs,CSF - Basofiilid,%,CSF-Basofiilid %,13519-4,CSF,manual
Liikvori uuringud,Kepptuumalise,%,CSF-Kepptuumsed neutrofiilid %,12278-8,CSF,manual
Liikvori uuringud,Kepptuumalised,%,CSF-Kepptuumsed neutrofiilid %,12278-8,CSF,manual
Liikvori uuringud,Segmenttuumalise,%,CSF-Segmenttuumsed neutrofiilid %,14107-7,CSF,manual
Liikvori uuringud,Segmenttuumalised,%,CSF-Segmenttuumsed neutrofiilid %,14107-7,CSF,manual
Ltkh Allhanked,U-Creat,mmol/L,U-Crea,14683-7,Urine,manual
LTT,Glükoos 0 min lac HK:66101,mmol/L,"fS,fP-Gluc 0 min (pre Lactose PO)",59157-8,Ser/Plas,manual
LTT,Glükoos 20 min lac HK:66101,mmol/L,"S,P-Gluc 20 min (post 50g Lactose PO)",69943-9,Ser/Plas,manual
LTT,Glükoos 40 min lac HK:66101,mmol/L,"S,P-Gluc 40 min (post 50g Lactose PO)",69944-7,Ser/Plas,manual
% lymphs+monos,lymphs+monos%,%,B-Lymph% + Mono%,4662-3,Bld,manual
Mikroalbumiin Nefelomeetriliselt,dU-MA,mg/L,U-Alb,14957-5,Urine,manual
Pct,Prokaltsitoniin seerumis,ng/mL,"S,P-PCT",33959-8,Ser/Plas,manual
P-PT/INR,P-PT/INR,%,P-PT-INR,L-178,,manual
Prokaltsitoniin,66720_S-Prokaltsitoniin,ng/mL,"S,P-PCT",33959-8,Ser/Plas,manual
Prokaltsitoniin,P-prokaltsitoniin,ng/mL,"S,P-PCT",33959-8,Ser/Plas,manual
Protombiiniaeg sekundites,P-PTs,sek,P-PT,5902-2,PPP,manual
Punktaadi analüüs,PlrF-Basofiilid,%,PlrF-Basofiilid %,31995-4,Plr fld,manual
Punktaadi analüüs,PlrF - Eosinofiilid,%,PlrF-Eosinofiilid %,14344-6,Plr fld,manual
Punktaadi analüüs,SynF - eosinofiilid,%,SynF-Eosinofiilid %,57391-5,Synv fld,manual
RDW,RDW,%,B-RDW-CV,788-0,Bld,manual
S-Crea+Egfr (Mdrd Valemi J.),S-Crea+eGFR,"mL/min/1,73m2",eGFR,33914-3,Ser/Plas,manual
Triglütseriidid astsiidivedelikus,As-Triglütseriidid,mmol/L,"fS,fP-Trigl",14927-8,Ser/Plas,manual
Triglütseriidid paastuplasmas,Triglütseriidid paastuplasmas,mmol/L,"fS,fP-Trigl",14927-8,Ser/Plas,manual
Triglütseriidid pleuravedelikus,PF-Triglütseriidid,mmol/L,"fS,fP-Trigl",14927-8,Ser/Plas,manual
TSH,01-TSH,mIU/L,"S,P-TSH",3016-3,Ser/Plas,manual
Tsüstatiin C kapillaarverest,GFR,mL/min/1.73m2,eGFR,33914-3,Ser/Plas,manual
täisveri,B-LYMPH,10E9/L,B-Lymph#,731-0,Bld,manual
Türeotropiin,66706 TSH,mU/L,"S,P-TSH",3016-3,Ser/Plas,manual
Türeotropiin,_TSH,mU/L,"S,P-TSH",3016-3,Ser/Plas,manual
Türeotropiin (TSH),S-TSH HK:66706,mIU/L,"S,P-TSH",3016-3,Ser/Plas,manual
Urea,Urea,mmol/L,"S,P-Urea",22664-7,Ser/Plas,manual
Uriin,BIL,umol/L,U-Bil strip,41016-7,Urine,manual
Uriin,BIL HK:0000,umol/L,U-Bil strip,41016-7,Urine,manual
Uriin,ERY,/uL,U-RBC strip,57747-8,Urine,manual
Uriin,ERY HK:0000,E6/L,U-RBC strip,57747-8,Urine,manual
Uriin,ERY HK:0000,/uL,U-RBC strip,57747-8,Urine,manual
Uriin,GLU,mmol/L,U-Gluc strip,59156-0,Urine,manual
Uriin,GLU HK:0000,mmol/L,U-Gluc strip,59156-0,Urine,manual
Uriin,KET,mmol/L,U-Ket strip,59158-6,Urine,manual
