analysis_name,analysis_substrate,parameter_code,parameter_name,unit,count
Väljast tellitud analüüsid,"",IgGPUU,IgG PUU,,2
Mikrobioloogilised uuringud,,144539,Klindamütsii,,3
Biokeemilised uuringud,,1879,S-AST(Aspartaadi aminotransferaas seerumis),U/l,3
Mikrobioloogia analüüs,SF - Liikvor,SXTTMP-SMX,SXT TMP-SMX,,1
Happe-alus tasakaal,Areteriaalne veri,,Kloriid,,5
Mikrobioloogilised uuringud,,546,profülaktiline,,34
Hemostasiogramm,"",P-PT-INR-Protrombiiniaeg-rahvusvahelinenormitudsuhe,P-PT-INR - Protrombiini aeg- rahvusvaheline normitud suhe,,2181
Apelsinivastane IgE,,S-f33_IgE,S-f33 IgE,kU/L,1
Mikrobioloogilised uuringud,,2162,F-Shi(Shigella sp külv (väljaheitest)),,26
Mikrobioloogilised uuringud,,1734,Cf-Aer(Aeroobse mikrofloora külv (emakakaelaeritisest)),,107
Viroloogilised uuringud,,44553,Mycoplasma pneumoniae IgM,,1
Hematoloogilised uuringud,,393,Hemoglobiin,g/l,16
Hemogramm,,B-CBC,PDW,fl,202
Porgandi vastane IgE seerumis,,S-f31_IgE,S-f31 IgE,kU/l,5
Kliiniline vereanalüüs,"",WBC(leukotsüüdid),WBC (leukotsüüdid),,1341
Mikrobioloogia analüüs,,Uuringueesmärk,Uuringu eesmärk,,53
Uriini uuringud,,712,värvus,,108
Kliiniline vere ja glükohemoglobiini analüüs,"",,B-RET#,,2
Kliinilise keemia uuringud,,110,fS-Crea(Kreatiniin),�mol/l,2
Immuunmeetoditel uuringud,seerum,SmAbSmvastaneIgGseerumis,SmAb Sm vastane IgG seerumis,,22
"Spetsiifiline IgE toiduallergeenide paneeli suhtes(munavalge,piim,kala,nisu-jahu,maapähkel,sojauba) seerumis",,S-fx5E,S-fx5E,-,2
Immuunmeetoditel uuringud,"",Prog/Progesteroon,Prog / Progesteroon,,5
Uriini sademe mikroskoopia,,U-Sedim,Granulotsütaarsed leukotsüüdid (ur. sademes),-,100
TBC mikrobioloogia analüüs,BL - <ANONYM id="3" type="per" morph="_S_ sg n"/>,QuantiFERONTBtest,Quanti FERON TB test,,2
TPO-Ak,,,,,6
immunoglobuliin G,,S-_IgG,S- IgG,g/l,5
Kliinilise keemia uuringud,,1097,S-CRP 3(C-reaktiivne valk),mg/l,3
Chlamydia pneumoniae vastased IgA antikehad,,,Tõlgendus,EIU,1
Varicella Zosteri vastased IgM-antikehad seerumis,,S-VZV/HZV_IgM,S-VZV/HZV IgM,,2
Immuunmeetoditel põhinevad uuringud,,146303,S-DHEAS(Dehüdroepiandrosteroon-sulfaat),µmol/l,19
Immuunmeetoditel uuringud,seerum,S-TGAb/TüreoglobuliinivastaneIgGseerumis,S-TGAb / Türeoglobuliini vastane IgG seerumis,,40
PAP test,,4290,Soovitused,,1
IG#,,,,,9
Kliinilise keemia uuringud,,3327,Bilirubiin (üld,mkmol/l,1
"M. tuberculosis, külv BACTEC-süsteemiga, pleuravedelikust",,PlrF-Tbc-Bac,PlrF-Tbc-Bac,-,5
Happe-alus tasakaal,Areteriaalne veri,Kaltsium(ioniseeritud),Kaltsium (ioniseeritud),,84
Mikrobioloogilised uuringud,,144319,Tsefoksitii,,8
Uriini analüüs,"",U-ProtValkkvantitatiivselt,U-Prot Valk kvantitatiivselt,,388
Mikrobioloogilised uuringud,,144656,ESBL(ESBL),,10
Mikrobioloogilised uuringud,,30273,Tetratsükliin,,8
Triglütseriidid,,S-Trigl,,mmol/L,23
Mikrobioloogia analüüs,UR - Keskjoa uriin,,TMP Trimetoprim,,5
Immuunuuringud,,10580,S-CE(kartsioembrionaalne antigeen),U/ml,20
Laboratoorne hematoloogia,,72,MCH,pg,35
toidupaneel,,IgE_toit20,munakollane,-,1
Biokeemia analüüs,,,eGFR hinnanguline glomerulaarfiltratsiooni kiirus,,57
Kliinilise keemia uuringud,,110,fS-Cre(Kreatiniin),µmol/l,837
Hemogramm (mikroskoopia),,B-Hemo-p,Kepptuumsed neutrofiilid veres %,%,105
Kliinilise keemia uuringud,,3312,Kolesterool,mmol/l,1
Uriini uuringud,,1502,Erütrotsüüdid,,8
Biokeemia labor,,10572,"Hemoglobiin, glükeeritud, A1",mmol/mol,41
Biokeemia analüüs-normis; kliiniline vereanalüüs:,"",NEUT#,NEUT#,,1
Hemogramm (mikroskoopia),,B-Hemo-p,Metamüelotsüüdid veres %,%,4
Immuunglobuliini G indeks liikvoris,,CSF-S-IgG-ind,CSF-IgG-ind,-,13
Kliiniline vereanalüüs,,Metamüelotsüüdid,Metamüelotsüüdid,,4
Immuunmeetoditel uuringud,"",f259spIgEviinamarjasuhtes,f 259 sp IgE viinamarja suhtes,,5
Seroloogia,,121,Bordetello pertussis IgA,IU/l,3
Uriini analüüs,ööpäevane uriin,U-Alb/U-CreaAlbumiinijakreatiniinisuheuriinis,U-Alb/U-Crea Albumiini ja kreatiniini suhe uriinis,,3
Hematoloogilised uuringud,,618,4 B-Neut%(Neutrofiilide suhtarv),%,2
Kliinilise keemia uuringud,,118,S-LD(Laktaadi dehüdrogenaas),U/l,57
Biokeemilised uuringud,,669,S-Cl(Kloriid seerumis),mmol/l,1
Mikrobioloogilised uuringud,,2081,"CSF-NmgACY-Lat(Neisseria meningitidis A antigeen (latekstest, liikvorist))",,2
ANCA paneel,,S1-ANCA,Laktoferriini vastased antikehad,-,1
S-aCh.trach. IgA(Q),,,S-aCh.trach. IgA(Q),S/CO,1
Uriini uuringud,,621,Uriini külv,,3
Ekstraheeritavate tuumaantigeenide vastane IgI seerumis (paneel),,66707_S-ENA-paneel,RNP antikehad,<ANONYM> unit,1
Väljast tellitud analüüsid,"",NeisseriagonorrhoeaelePCR,Neisseria gonorrhoeaele PCR,,3
Hematoloogilised ja uriini uuringud,,11135,MPV(MPV),fL,3
Hematoloogilised ja uriini uuringud,,10703,U-Prot(Valk uriinis),g/l,8
Hematoloogilised uuringud,,743,Monotsüüdi,%,124
fx20 IgE / Toiduallergeenide s,,,,,1
,,S-Liver_IgAMG,Sp100 vastane IgG seerumis,-,1
kaltsium,,S-CA,S-CA,mmol/l,22
LTKH allhanked,,1610,Mikroskoopilised uuringud mükobakterite(Mikroskoopilised uuringud mükobakteritele),,1
VÄL,,42694,Vitamiin B1,pmol/l,1
Bilirubiin seerumis,,,,,12
Mikrobioloogilised uuringud,,146227,Amoksitsillin/klavulaanhape MI,,1
PAP test: Vulva,,3476,Põletiku tekitaja,,1
Anaeroobide uuring kehavedelikust (määratllemata),,Fl-Anaer,Anaeroobide uuring kehavedelikust (määratlemata),-,1
kreatiinkinaasi MB isoensüümi aktiivsus,,S-CK-MB,S-CK-MB,U/l,2
Hematoloogilised uuringud,,627,#EOS(Eosinofiilid absoluutarv),10 U/l,657
Vere automaatuuring leukogrammita,,B-CBC,Hematokritt %,%,246
protrombiini akt. ja INR,,P-PT,Protrombiini aktiivsus ja INR,-,7
Immuunmeetoditel põhinevad uuringud,,146303,S-DHEA(Dehüdroepiandrosteroon-sulfaat),µmol/l,2
Uriini uuringud,,119,"U-Ery(Erütrotsüüdid uriinis, üks parameeter 10 parameetrilisel terstribal)",,4
Chlamydia trachomatis RNA määramine hüdridisatsiooni meetodil,,Cm-CtrNa,Cm-CtrNa,.,1
Raud seerumis,,,,,2
Kliiniline vereanalüüs,"",Lümfotsüütideatüpism,Lümfotsüütide atüpism,,2
Koorioni gonadotropiin,,S-hCG,S-hCG,IU/L,110
Biokeemilised uuringud,,390,beet,%,7
Immuunmeetoditel uuringud,seerum,S-BorG-WB/BorreliaburgdorferivastIgGseerumis(kinnitav),S-BorG-WB /Borrelia burgdorferi vast IgG seerumis (kinnitav),,17
HIV ja hepatiidi uuringud,,12437,109 - Rasedad(109 - Rasedad),,6
Happe-alus tasakaal,Areteriaalne veri,RHb,RHb,,9
Hematoloogilised uuringud,,622,8 B-Baso%(Basofiilide suhtarv),%,1
Chlamydia trachomatis'e vastased IgM antikehad,,,S-aCh.trach. IgM(Q),,1
Põletikulise soolehaiguse autoantikehad seerumist,,S-aColon-IF,pANCA,-,3
Riisivastane IgE,,S-f9_IgE,S-f9 IgE,kU/L,1
Uriini uuringud,,6,"U-Nit(Nitritid uriinis, üks parameeter 10 parameetrilisel testribal)",,62
Hemogramm viieosalise leukogrammiga ja normoblastidega,,B-CBC-Diff-NRBC,IG#,10^9/L,2
Mikrobioloogilised uuringud,,851,külv,,2
Väljaheite uuringud,,1409,Erütrotsüüdi,,7
CBC-5Diff Hemogramm viieosalise leukogrammiga,,B1-CBC-5Diff,EO#,10*3 µl,4
Immuunuuringud,,45037,Kaltsitoniin,pmol/l,1
B-hepatiidi viiruse pinna antigeeni vastane antikeha,,S-HBs_Ab,S-HBs Ab,IU/L,35
Soja vastane IgE seerumis,,S-f14_IgE,S-f31 IgE,kU/l,1
Uriini uuringud,,2683,Leukotsüüdid (mikrosk.),,39
Happe-alus tasakaal,Areteriaalne veri,pO2(T),pO2(T),,199
"Etanool,etüleenglükool",,Va-PrepG,Mikrofloora,.,45
Mikrobioloogia analüüs,SP - Röga,AUGAmoks.klavul,AUG Amoks.klavul,,9
Albumiini ja kreatiniini suhe uriinis,,U-Alb/U-Crea,Kreatiniin uriinis,mmol/l,114
TBC mikrobioloogia analüüs,BL - <ANONYM id="5" type="per" morph="_S_ sg n"/>,Leid,Leid,,1
Biokeemia labor (haigla),,10470,S2-,mmol/l,26
"Toiduallergeenide (paneel 1: maa-, sarapuu-, para-, kookospähkel, mandel) vastane IgE",,S-fp1_IgE,S-fp1 IgE,kU/L,16
Mikrobioloogilised uuringud,,569,Vankomütsii,,3
CEA,,,,,1
Doonorvere sobivusproov geeltehnikaga,,B-XmB-g,5.Sobivus,-,3
Suguhormoone siduv globuliin (Q),,,SHBG (Q),nmol/L,8
Uriini analüüs 10-param. testribaga,,U-Strip,Erikaal SG,-,168
Immuunmeetoditel uuringud,liikvor CSF,C-BorG-IF/BorreliaburgdorferivastaneIgGliikvoris,C-BorG-IF / Borrelia burgdorferi vastane IgG liikvoris,,3
Laktaat venoosses veres,,vB-Lac,vB-Lac,mmol/L,6
uriini suhkur,,U-_uriini_suhkur,uriini suhkur (üle 56 mmol/l),mmol/l,2
fS-HDL-Chol,,,,,23
Chlamydophila pneumoniae vastased IgA antikehad,,S-Chpn.IgA,S-Chpn.IgA,-,20
Uriini uuringud,,517,U-UBG(Urobilinogeen),µmol/l,206
Vere automaatuuring 5-osalise leukogrammiga,,B1-Vereanalüüs-Sysmex,PDW,f/L,1
Allergia uuringud,,3590,Nisujahu,,1
Biokeemia labor,,25,Kaalium seerumis,mmol/l,3
"Etanool,etüleenglükool",,Uf-PrepG,Trihhomonadis vaginale,.,6
Ekstraheeritavate tuumaantigeenide vastane IgI seerumis (paneel),,66707_S-ENA-paneel,SS-B/<ANONYM> antikehad,<ANONYM> unit,1
Uriini sademe mikroskoopia,,U-Sed-m,PH,-,33
,,S-f5_IgE,S-t4 IgE,kU/l,1
Soja vastane IgE seerumis,,S-f14_IgE,S-f20 IgE,kU/l,1
Hematoloogilised uuringud,,560,Retikulotsüüdid,%0,1
Immuunuuringud,,7754,HLA B27,,7
Biokeemia analüüs,1.hommikune uriin,fS-Trigl(triglütseriidid),fS-Trigl (triglütseriidid),,1
Hematoloogilised uuringud,,34,TWBC,,1152
Laboratoorne hematoloogia,,133,MP,%,7
Valproaat seerumis,,S-Valpr,S-Valpr,µg/mL,19
"S,P-IgA",,,,,1
Liigesevedeliku tsütogramm,,SynF-Diff,Neutrofiilid,%,5
Kreveti IgE,,,Kreveti IgE,kU/l,1
Vere automaatuuring 3-osalise leukogrammiga,,B1-A3Diff,RBC,10 12/l,13
Immuunmeetoditel uuringud,seerum,gx1/spIgEheintaimedesegu),gx1 /sp IgE heintaimede segu),,25
VÄL,,41419,Kaltsitoniin,pmol/l,4
"HLT, elektrolüüdid",,1782,HCO3-(vesinikkarbonaat),mmol/l,1
U-Albumiin,,,,,18
Histoloogia,,72195,Arhiivi number,,63
Kliiniline vereanalüüs,"",Neutrofiilidetoks.granulatsioon,Neutrofiilide toks. granulatsioon,,6
Immuunmeetoditel uuringud,"",gx1/spIgEheintaimedesegu),gx1 /sp IgE heintaimede segu),,31
Vere automaatuuring 3-osalise leukogrammiga,,B1-A3Diff,PCT,L,13
Chlamydia trahomatise DNA määramine amplifikatsiooni meetodil konjuktiivi eritisest,,Co-CtrNA,Co-CtrNA,-,1
Hematoloogilised uuringud,,16,1 B-PLT(Trombotsüüdid),10 l,6
Hematoloogilised uuringud,,717,10 NRBC,,1
Helicobacter py,,,,,1
Mikrobioloogia labor (haigla),,30120,Tigetsükliin,,6
Rukki vastane IgE seerumis,,S-f5_IgE,S-w20 IgE,kU/l,1
Uriini uuringud,,1166,Leukotsüüdi,,1
Noroviirus (Norwalk) väljaheites,,F-Noro-Ag,F-Noro-Ag,-,1
Mikrobioloogilised uuringud,,63802,TMP+SMX(TMP+SMX),,1
Vereäige mikroskoopia,,B-Smear-m,Erütrotsüütide anisotsütoos,,11
Hemogramm viieosalise leukogrammiga,,vB-CBC-5Diff,Baso#,10\9/l,1
Hemostasiogramm,"",Pt-Ivy-VeritsusaegIvyjärgi,Pt-Ivy - Veritsusaeg Ivy järgi,,3
Laboratoorne hematoloogia,,137,MONO,x 10 9/L,7
Biokeemia labor,,10528,CSF-Gluc/S-Glu,,1
VIII faktor,,P-FVIII:C,P-FVIII:C,%,1
Mikrobioloogilised uuringud,,72245,Nl-Ae(Aeroobse mikrofloora külv (ninalimast)),,2
"Allergiapaneel, spetsiifiliste IgE antikehade määramine (immunoblot), vereseerumist",,S-IgE-Spec-2,Seesamiseemned,-,1
Hematoloogilised uuringud,,29,RDW%,,1351
Mikrobioloogilised uuringud,,144318,Amoksitsilliin-klavulaanhap,,32
Väljast tellitud analüüsid,"",ALDOaldosteroon,ALDO aldosteroon,,13
"Toiduallergeenide (paneel 3: nisu, kaer, mais, tatar, seesamiseemned) vastane IgE",,S-fp3_IgE,S-fp3 IgE,kU/L,16
Mikrobioloogia analüüs,WD - <ANONYM id="23" type="per" morph="_S_ sg n"/>,EPEErtapeneem,EPE Ertapeneem,,1
Biokeemia labori analüüsid,,290,C-reaktiivne valk (medip,mg/l,19
Hematoloogilised uuringud,,412,% Basofiilid,%,16
Biokeemilised uuringud,,1875,S-Chol(Kolesterool seerumis),mmol/l,1
Troponiin T (kardiaalne) seerumis,,S-cTnT,S-cTnT,ug/l,315
PCR: Sperma,,2822,Chlamydia trachomatis DNA,,4
S-HBsAg,,,,,1
Vere automaatuuring 3-osalise leukogrammiga,,B1-A3Diff,Hgb,g/l,13
Histoloogiline uuring,,Bm-Histo,Bm-Histo,-,64
Immuunanalüüsid II /Tallinna Labor/,,1071,Treponema pallidum Ak-d,,1
Mikrobioloogia analüüs,,AMSAmpits.sulb.,AMS Ampits.sulb.,,1
Lamotrigiin seerumis,,S-Lamotr,S-Lamotr,ug/mL,2
Allergeenspetsiifilised IgE antikehad seerumis,,S-Toidu_allerg._IgE,Tomat,IU/ml,22
Porgandi vastane IgE seerumis,,S-f31_IgE,S-f14 IgE,kU/l,1
Mikrobioloogilised uuringud,,551,Apitsilliin,,178
Mikrobioloogia labor (haigla),,30161,Amoksitsilliin-klavulaanhape,,5
Mikrobioloogia analüüs,CC - Tsentraalkateeter,FOXTsefoksitiin,FOX Tsefoksitiin,,1
Vere automaatuuring,,,,,23
"Allergiapaneel, spetsiifiliste IgE tüüpi antikehade määramine (immunoblot), vereseerumist",,S-IgE-Spec-2,Rukkijahu,-,1
Immuunmeetoditel uuringud,seerum,tx5/spIgEpuudeallergsegu,tx5 /sp IgE puude allerg segu,,16
Väljast tellitud analüüsid,"",Tulareemiaaglutinatsioonireak,Tulareemia aglutinatsioonireak,,3
Autoimmuunuuringud,,44996,ANCA IgG tiiter,,1
Inhaleeritud allergeenispetsiifilised IgE antikehad seerumis,,S-_Inhal_allerg._IgE,Merisiga,IU/ml,26
Mikrobioloogia analüüs,WD - <ANONYM id="4" type="per" morph="_S_ sg n"/>,PENPenitsilliinG,PEN Penitsilliin G,,1
Valkude fraktsioonid seerumis,,S-Prot-Fr,a2 globuliin,g/l,105
Kase õietolmu IgE,,,Kase õietolmu IgE,kU/l,3
Immuunglobuliin G indeks,,CSF-IgG-ind,S-IgG,g/L,3
Kreatiniin 24-tunni uriinis,,dU-Crea,dU-Crea,mmol/24t,1
Glükoos arteriaalses veres,,aB-Gluc,aB-Gluc,mmol/l,70
Vere automaatuuring 3-osalise leukogrammiga,,B-A3Diff,MXD#,10^3/uL,11
Vere automaatuuring 3-osalise leukogrammiga,,B-A3Diff,PLT,10e3/uL,236
Biokeemia,,109,Üldvalk,g/l,4
PCR: Tupekaabe,,2200,Chlamydia trachomatis DN,,1
Biokeemilised uuringud,,417,SB,mmol/l,18
LTKH allhanked,,1384,S-Aldo(Aldosteroon),,6
Üldine bilirubiin,,_Üld_bil.,Üld bil.,umol/l,52
Biokeemilised uuringud,,500,S-ALT(Alaniini aminotransferaas),U/l,9
Erinevad laboratoorsed uuringud,,316-Välisuuringud,CA 19-9,U/ml,1
Leukogramm seljaajuvedelikus,,CSF-Diff,"MN(Lümfots.,monots.)",10^6/mikrol,2
Oksalaadid,,,,,5
Kaalium arteriaalses veres,,aB-K,aB-K,mmol/L,35
"Hingamisteede viirused, PCR, ninaneelulimast",,Ns-Hingamisteede_viirused_-PCR,Paragripiviirus 3,-,6
Mikrobioloogilised uuringud,,853,Grami preparaat,,1
CBC-5Diff Hemogramm viieosalise leukogrammiga,,B1-CBC-5Diff,MPV,fl,4
Mikrobioloogilised uuringud,,30266,Gentamütsii,,3
Otsene antiglobuliintest (tüpiseerimine),,B-DATtyp,Otsese Coombsi testi diferentseerimine,-,1
Fibriini D-dimeerid plasmas,,P-FiDD,P-FiDD,-,26
"Bilirubiin, üldine",,S-Bil ,S-Bil,umol/L,2
"Chlamydia trachomatis, PCR, uriinist",,U-Ctr-PCR,U-Ctr-PCR,-,2
HIV-1 antiretroviirusravimite genotüüpilise resistentsuse uuring verest,,B-HIV-1_ARVDres,NFV,-,2
Immuunmeetoditel uuringud,seerum,f9/spIgEriisisuhtes,f9 / sp IgE riisi suhtes,,4
Mikrobioloogilised uuringud,,1002,GenProbe Chlamydia trachomati,,12
Mikrobioloogia labor (haigla),,10326,F-Rota(Rotaviirus väljaheites),,3
Seroloogilised uuringud,,1645,Shigella flexneri 1-,,1
Hematoloogilised uuringud,,25,3 B-Diff-LYMPH-%(Lümfotsüüdid protsent),%,2
Borrelia burgdorferii vastased IgG antikehad (immunoblot),,S-Borr_IgG_Blot,Borr IgG Blot,-,31
Kliinilise keemia uuringud,,1308,eGFR (MDRD),"ml/min/1,73 m2",7
Uriini uuringud,,124,"U-pH(Uriini pH, üks parameeter 10 parameetrilisel testribal)",pH,4
Neutrofiilide tsütoplasma vastased antikehad,,S1-aNCA,S1-aNCA,-,1
Tsüklilise tsitrulleeritud peptiidi vastane IgG,,S-CCP_IgG,S-CCP IgG,U/mL,22
Herpes simplex viiruse 1 ja 2 IgM tüüpi antikehad,,S-HSV1/2-IgM,S-HSV1/2-IgM,EIU,1
Hematoloogilised uuringud,,1282,MCV,fL,1
Hematoloogilised uuringud,,627,2 B-Eo#(Eosinofiilide arv),/nL,5
patol.täisveri,,B-patol.täisveri,lümfot.,-,53
Immunoloogia,,149,Ferritiin,µl/l,3
Happe-leelis tasakaal,,71708,tBil,,2
Mikrobioloogia analüüs,BL - <ANONYM id="16" type="per" morph="_S_ sg n"/>,,<ANONYM> eesmärk,,2
Süsteemse skleroosi antigeenide vastane IgG seerumis,,S-S_sclerosis_(panel),Ku vastane IgG seerumis,-,7
Immuunuuringud,,10580,S-CEA(kartsioembrionaalne antigeen),ng/ml,21
Kliiniline vere ja glükohemoglobiini analüüs,"",B-HbA1c(glükohemoglobiin),B-HbA1c (glükohemoglobiin),,1198
Immuunmeetoditel põhinevad uuringud,,69584,Sonograafia teinud arst,,2
Mikrobioloogia labor (haigla),,30321,Nimetu,,1
Bordetella pertussis antikehad,,66706_S-Bordetella_pertussis_ant,Bordetella pertussis IgA QN,IU/ml,2
Immunoloogilised uuringud,,2469,S-CE,µg/l,4
Uriini uuringud,,599,Lameepiteel,rakku / vaateväli,1
Mikrobioloogia analüüs,WD - <ANONYM id="31" type="per" morph="_S_ sg n"/>,Uuringueesmärk,Uuringu eesmärk,,1
Biokeemilised uuringud,,389,alfa1,%,23
Uriini ribaanalüüs,,U-Strip,Leukotsüüdid,/uL,6
Chlamydophila pneumoniae vastane IgG seerumis,,S-C_pneumoniae_IgG,S-C pneumoniae IgG,EIU,17
Mikrobioloogia analüüs,BL - <ANONYM id="8" type="per" morph="_S_ sg n"/>,SXTTMP-SMX,SXT TMP-SMX,,1
Ektsraheeritavate tuuma- ja tsütoplasmaantigeenide vastased antikehad seerumis,,S-aENA,aRib P-Prot,-,10
Mikrobioloogia labor (haigla),,30157,,,1
Hematoloogia labori analüüsid,,213,LYMPH,,38
"Ureaplasma urealyticum, PCR, uriinist",,U-Uu-PCR,U-Uu-PCR,-,2
Happe-aluse tasakaalu uuring,,aB-pH,HCO3,mmol/L,40
uuring Trichomonas vaginalisele,,Cf-trichomonas,Cf-trichomonas,-,3
"Maksa autoimmuunhaigustega seotud autoantikehade uuring seerumist IF meetodil (ANA, AMA, ASMA,LKMA)",,S-Liver-IF,<ANONYM>,-,26
Uriini uuringud,,3895,U-pH(Uriini pH),pH,18
Hematoloogilised uuringud,,629,12 B-Mono#(Monotsüütide arv),/nL,1
Vere automaatuuring 3-osalise leukogrammiga,,B-A3Diff,WBC,x10µl,1588
"Epidermaalsete allergeenide (paneel 1: kassi epiteel ja kõõm, koera, hobuse, lehma kõõm) vastane IgE",,S-ep1_IgE,,kU/L,1
glükoos seerumis/plasmas,,gly,gly,mmol/l,251
Biokeemia labor (haigla),,7037,Kreatiini kinaasi MB fraktsioo,,1
Uriini analüüs,juhuslik uriin,U-OsmolOsmolaalsusuriinis,U-Osmol Osmolaalsus uriinis,,1
Koprogramm ehk facese lihtuuring,,F-Copro,Parasiidid,-,1
Mikrobioloogilised uuringud,,144273,Erütromütsiin,,2
Immuunmeetoditel uuringud,"",C-pept/C-peptiidproinsuliin,C-pept / C-peptiid proinsuliin,,16
B-tüüpi natriureetiline N-terminaalne propeptiid seerumis,,S-NT-proBNP,,ng/L,2
Mikrobioloogilised uuringud,,926,Erütrom. 4,,3
Punktaadi analüüs,"",PlrF-Muudrakud,PlrF - Muud rakud,,1
Gardnerella vaginaalis tupeeritisest,,Va-Gardnerella_vaginalis,Va-Gardnerella vaginalis,-,1
Kliiniline vere ja glükohemoglobiini analüüs,,,IG - Ebaküpsed granulotsüüdid,,4
Kliinilise keemia uuringud,,578,Alkaalne fosfataa,U/l,1
Mikrobioloogia labor (haigla),,10266,Sp-Myc(Seente kvantitatiivne uuring rögast),,19
Mikrobioloogia analüüs,BL - <ANONYM id="14" type="per" morph="_S_ sg n"/>,,CIP Tsiprofloksatsiin,,1
Kasvaja-antigeen CA 125,,,S-CA 125 HK:66707,kU/l,1
PAP test,,2418,Gün tsüto uuringu dgn,,1
Üksikallergeeni f245( MUNA) vastased IgE antikehad seerumis,,S-af245,,kU/l,8
Etanool,,S-_ETOH,S- ETOH,-,18
Mikrobioloogilised uuringud,,65062,Tseftasidiim(Tseftasidiim),,1
Allergia testid,,vili,vili,,1
Aer. külv keskjoa uriinist,,,Aer. külv keskjoa uriinist,-,1
Vere automaatuuring 5-osalise leukogrammiga,,B1-CBC-Diff,HCT,%,158
Mikrobioloogia analüüs,BL - <ANONYM id="15" type="per" morph="_S_ sg n"/>,Uuringueesmärk,Uuringu eesmärk,,3
Mikrobioloogia labor (haigla),,30339,Mikroobi kogu,,1
Mikrobioloogilised uuringud,,71922,Flukonasoo,,3
PAP test,,2391,Endomeetrium,,1
Erinevad laboratoorsed uuringud,,316-Välisuuringud,S-fKappa (K- vabad kerged ahelad),-,2
Türeotropiini retseptori vastane IgG seerumis,,S--TR_IgG,väärtus,IU/l,83
ALP,,ALP,<ANONYM>,U/l,22
LTKH allhanked,,1628,Yersinia enterocolitica 03(6. Yersinia enterocolitica 03),,1
glükoosi koormustest,,,,,1
Immuunmeetoditel uuringud,"",,CT / Kaltsitoniin,,2
Interleukiin-6,,S-IL-6,S-IL-6,pg/mL,1
LTKH allhanked,,1629,Yersinia enterocolitica 09(6. Yersinia enterocolitica 09),,1
DNA analüüs PCR-meetodil,,DNA_analüüs_PCR-meetodil,M.pneumoniae DNA,-,1
"Hepatiit B viiruse pinnaantigeeni vastased antikehad, kvantitatiivne",,S-antiHBs,HBs antikehad kvant.,U/L,1
Hematoloogilised uuringud,,505,Trombotsüüdid,x 10 9/L,2
Histoloogia hematoksüliin eosiin värvinguga,,Bm_HISTO,Bm HISTO,-,2
"Allergiapaneel, spetsiifiliste IgE tüüpi antikehade määramine (immunoblot), vereseerumist",,S-IgE-Spec-3,Seesamiseemned,-,1
Kliinilise keemia uuringud,,121,S-ASAT 1(Aspartaadi aminotransferaas),U/l,2
"M. Tuberculosis, külv, pleuravedelikust",,Pf-Tbc,Pf-Tbc,-,1
Mikrobioloogia labor (haigla),,30314,Nimetus,,4
C-reaktiivne valk,,P-CRP,C reaktiivne valk,mg/L,229
Biokeemilised uuringud,,94,S-LD,U/l,1
Standardsed toiduallergeenid,,Sk-T-St,Apelsin,mm,1
Uriini analüüs,"",Valk,Valk,,21
Mikrobioloogilised uuringud,,146162,"Pst-MRS(MRSA külv (mädast, tampooniga))",,1
Seroloogia,,654,TPHA,,1
Kliiniline vereanalüüs,"",IG-Ebaküpsetegranulotsüütidearv,IG - Ebaküpsete granulotsüütide arv,,1205
Immuunmeetoditel uuringud,seerum,p1/spIgEAscarisesuhtes,p1 / sp IgE Ascarise suhtes,,6
Happe-aluse tasakaal,,70359,Hct,%,23
Mikrobioloogia analüüs,BL - <ANONYM id="6" type="per" morph="_S_ sg n"/>,AMSAmpits.sulb.,AMS Ampits.sulb.,,1
Mikrobioloogia labor (haigla),,30210,Gentamütsiin,,2
Tsütomegaloviirusevastased IgM-antikehad,,S-aCMVM,S-aCMVM,-,6
PAP test: Tserv kanal ja portio,,3963,Lameepiteeli maliigsed muutuse,,2
Hematoloogia,,51,E-MCH(Keskmine hemoglobiinihulk erütrotsüüdis),pg,49
Mikrobioloogia analüüs,WD - <ANONYM id="17" type="per" morph="_S_ sg n"/>,AUGAmoks.klavul,AUG Amoks.klavul,,1
M.hominis-e ja U.urealyticum-i uuring ureetraeritisest,,Uf-MhUu,Uf-MhUu,VMÜ/ mL,5
Parathormoon,,S-PTH,S-PTH,pmol/l,2
Immuunmeetoditel uuringud,"",S-AspAg/Aspergilluseantigeen,S-AspAg / Aspergilluse antigeen,,3
Uriini analüüs,"",U-Kusih.kr.Kusihappekristallid,U-Kusih.kr. Kusihappe kristallid,,3
Kliiniline vere ja glükohemoglobiini analüüs,,,RBC,,105
Hematoloogilised uuringud,,530,%LYMP(Lümfotsüüdid protsent),%,111
Neutrofiilide tsütoplasma vastased antikehad,,S-aANCA,S-aANCA,-,1
Punktaadi analüüs,"",LDHpunktaadis,LDH punktaadis,,5
PAP test,,2470,Mikrofloora,,2
Seroloogilised uuringud,,1230,Borrelia WB IgG (kinnitav test seerumis(Borrelioos WB IgG (kinnitav test) seerumist ja liikvorist (aBorrWBG)),,2
Treponema pallidumi passiivne hemaglutinatsiooni test,,TPHA,Treponema Pallidumi vastased AK,-,6
Uriini analüüs,juhuslik uriin,U-WBCLeukotsüüdid,U-WBC Leukotsüüdid,,98
Neuronaalsete antigeenide vastane IgG seerumis,,S-Neuron_(panel),Antigeen Yo vastane IgG seerumis,-,12
