analysis_name,t_lyhend,t_nimetus,kasutatav_nimetus,loinc_code,substrate,evidence
"Biokeemiliste analüüside paneel seminaalplasmas (tsink, fruktoos, alfaglükosidaas)",SemP-Biochem panel,"Biokeemiliste analüüside paneel seminaalplasmas (tsink, fruktoos, alfaglükosidaas)",Biokeemiliste analüüside paneel seminaalplasmas,L-3878,,t_nimetus
"B-LCT c.-13910C>T, c.-22018G>A panel","B-LCT c.-13910C>T, c.-22018G>A panel",Hüpolaktaasia täiskasvanutel - LCT geeni c.-13910C>T ja c.-22018G>A variandid (paneel),Hüpolaktaasia täiskasvanutel - LCT geeni c.-13910C>T ja c.-22018G>A variantide paneel,L-4060,,t_lyhend
B-LHON RFLP panel,B-LHON RFLP panel,"Leberi pärilik nägemisnärvi neuropaatia (LHON) - MT-ND4, MT-ND6, MT-ND1 geeni mutatsioonid (paneel, RFLP)","Leberi pärilik nägemisnärvi neuropaatia (LHON) - MT-ND4, MT-ND6, MT-ND1 geeni mutatsioonide paneel (RFLP)",L-2790,,t_lyhend
B-lümfotsüütide (CD20) arv ja suhtarv (paneel),B-CD20 panel,B-lümfotsüütide (CD20) arv ja suhtarv (paneel),CD20 paneel,L-3647,,t_nimetus
B-Lymph subclasses panel Fc,B-Lymph subclasses panel Fc,Lümfotsüütide alaklassid veres (voolutsütomeetria),Lümfotsüütide alaklassid veres (voolutsütomeetria),L-4414,,t_lyhend
Bm-B-ALL panel,Bm-B-ALL panel,Ägeda lümfoidse leukeemia paneel luuüdist,ALL paneel,L-4966,,t_lyhend
Bm-CBC-5Diff,Bm-CBC-5Diff,Hemogramm 5-osalise leukogrammiga luuüdist,Hemogramm 5-osalise leukogrammiga luuüdist,L-3661,,t_lyhend
Bm-CLL panel FISH,Bm-CLL panel FISH,Kroonilise lümfoleukeemia paneel luuüdist (FISH),KLL paneel luuüdist (FISH),L-4565,,t_lyhend
"Bm-FLT3 ITD, D835 DNA panel","Bm-FLT3 ITD, D835 DNA panel",FLT3 geeni D835 mutatsiooni ja sisemiste tandemduplikatsioonide DNA luuüdis (paneel),"FLT3 ITD, D835 DNA paneel luuüdis",L-1188,,t_lyhend
Bm-MM panel FISH,Bm-MM panel FISH,Hulgimüeloomi paneel luuüdist (FISH),Hulgimüeloomi paneel luuüdist (FISH),L-4551,,t_lyhend
Bm-t(15;17) PML/RARa mRNA % panel,Bm-t(15;17) PML/RARa mRNA % panel,t(15;17) PML/RARa translokatsiooni mRNA suhtarvud luuüdis (paneel),t(15;17) PML/RARa mRNA % paneel luuüdis,L-1195,,t_lyhend
"B-MTHFR c.677C>T, c.1298A>C panel","B-MTHFR c.677C>T, c.1298A>C panel",Homotsüsteiini ainevahetus - MTHFR geeni c.677C>T ja c.1298A>C mutatsioonid (paneel),Homotsüsteiini ainevahetus - MTHFR geeni c.677C>T ja c.1298A>C mutatsioonide paneel,L-1357,,t_lyhend
B-NeonatalSepsisBac DNA panel,B-NeonatalSepsisBac DNA panel,Vastsündinute sepsise tekitajate DNA veres (paneel),Vastsündinute sepsise tekitajate DNA paneel,L-4388,,t_lyhend
B-NIPTIFY panel,B-NIPTIFY panel,"Loote kromosoomide sõeluuring ema verest: NIPTIFY - loote sagedasemate trisoomiate (Downi, Edwardsi ja Patau sündroomid) hindamine ema verest (paneel)",Loote kromosoomide sõeluuring ema verest: NIPTIFY paneel,77018-0,Plas.cfDNA,t_lyhend
B-NRBC panel,B-NRBC panel,Normoblastid (paneel),Normoblastide paneel,L-2738,,t_lyhend
Bordetella pertussis Ab paneel,"S,P-B pertussis Ab panel",Bordetella pertussis vastased antikehad seerumis/plasmas (paneel),Bordetella pertussis Ab paneel,L-2873,,kasutatav_nimetus
"Bordetella pertussis, Bordetella parapertussis DNA paneel","XXX-B pertussis, B parapertussis DNA panel",Bordetella pertussis ja Bortetella parapertussis DNA (paneel),"Bordetella pertussis, Bordetella parapertussis DNA paneel",41875-6,,kasutatav_nimetus
Bordetella pertussis ja Bortetella parapertussis DNA (paneel),"XXX-B pertussis, B parapertussis DNA panel",Bordetella pertussis ja Bortetella parapertussis DNA (paneel),"Bordetella pertussis, Bordetella parapertussis DNA paneel",41875-6,,t_nimetus
Bordetella pertussis vastased antikehad seerumis/plasmas (paneel),"S,P-B pertussis Ab panel",Bordetella pertussis vastased antikehad seerumis/plasmas (paneel),Bordetella pertussis Ab paneel,L-2873,,t_nimetus
Borrelia burgdorferi IgG + vajadusel kinnitav,"S,P-B burgdorferi IgG + conf conditionally",Borrelia burgdorferi vastane IgG seerumis/plasmas + vajadusel kinnitav uuring,Borrelia burgdorferi IgG + vajadusel kinnitav,L-4954,,kasutatav_nimetus
Borrelia burgdorferi IgM + vajadusel kinnitav,"S,P-B burgdorferi IgM + conf conditionally",Borrelia burgdorferi vastane  IgM seerumis/plasmas + vajadusel kinnitav uuring,Borrelia burgdorferi IgM + vajadusel kinnitav,L-4956,,kasutatav_nimetus
Borrelia burgdorferi vastane IgG seerumis/plasmas + vajadusel kinnitav uuring,"S,P-B burgdorferi IgG + conf conditionally",Borrelia burgdorferi vastane IgG seerumis/plasmas + vajadusel kinnitav uuring,Borrelia burgdorferi IgG + vajadusel kinnitav,L-4954,,t_nimetus
Borrelia burgdorferi vastane  IgM seerumis/plasmas + vajadusel kinnitav uuring,"S,P-B burgdorferi IgM + conf conditionally",Borrelia burgdorferi vastane  IgM seerumis/plasmas + vajadusel kinnitav uuring,Borrelia burgdorferi IgM + vajadusel kinnitav,L-4956,,t_nimetus
Borrelioosipakett,"S,P-Borrelioosipakett",Borrelioosipakett,Borrelioosipakett,L-3824,,t_nimetus
B-Panorama panel NIPT,B-Panorama panel NIPT,"Loote kromosoomide sõeluuring ema verest: Panorama - loote sagedasemate trisoomiate (Downi, Edwardsi ja Patau sündroomid), X monosoomia, triploidsus, 22q11.2 ja 1p36 deletsioonid, Angelmani, Cri-di-Chat, Prader-Willi sündroomid (paneel, NIPT)",Loote kromosoomide sõeluuring ema verest: Panorama paneel (NIPT),75547-0,WBC.DNA+Plas.cfDNA,t_lyhend
B-Phagoburst panel Fc,B-Phagoburst panel Fc,"Leukotsüütide fagotsütoosivõime veres (voolutsütomeetria, paneel)",Leukotsüütide fagotsütoosivõime paneel (voolutsütomeetria),L-4188,,t_lyhend
BPU-CBC-5Diff,BPU-CBC-5Diff,Hemogramm 5-osalise leukogrammiga leukafereesi produktist,Hemogramm 5-osalise leukogrammiga leukafereesi produktist,L-3659,,t_lyhend
B-Rasvhapete pakett,B-Rasvhapete pakett,Rasvhapete pakett,Rasvhapete pakett,L-3787,,t_lyhend
B-RBC D little o Ag,B-RBC D little o Ag,Do antigeenid,Do antigeenid,L-5287,,t_lyhend
B-RBC K little p Ag,B-RBC K little p Ag,Kp antigeenid,Kp antigeenid,L-5286,,t_lyhend
B-Ret panel,B-Ret panel,Retikulotsüüdid (paneel),Retikulotsüütide paneel,L-98,,t_lyhend
"B-Rh phenotype, K Ag panel","B-Rh phenotype, K Ag panel","Rh fenotüüp, K antigeen (paneel)","Rh fenotüübi, K antigeeni paneel",L-5217,,t_lyhend
Bronhoalveolaarloputuse vedeliku tsütogramm,BalF-Diff,Bronhoalveolaarloputuse vedeliku tsütogramm,Bronhoalveolaarloputuse vedeliku tsütogramm,L-4576,,t_nimetus
"BS-Amino acids, Carnitines screen panel MS/MS","BS-Amino acids, Carnitines screen panel MS/MS","Aminohapped ja karnitiinid vastündinu vereplekist (sõeluuring, MS/MS)","Aminohapped ja karnitiinid vastündinu vereplekist (sõeluuring, MS/MS)",L-3301,,t_lyhend
B-SCA repeats panel,B-SCA repeats panel,"Spinotserebellaarne ataksia (SCA) - SCA1, SCA2, SCA3 ja CACNAIA geenide trinukleotiidsed kordused (paneel)","Spinotserebellaarne ataksia (SCA) - SCA1, SCA2, SCA3 ja CACNAIA geenide trinukleotiidsete korduste paneel",L-3032,,t_lyhend
B-SepsisBac DNA panel,B-SepsisBac DNA panel,Sepsisetekitajate bakterite DNA veres (paneel),Sepsisetekitajate bakterite DNA paneel,L-4046,,t_lyhend
"B-SERPINA1 p.E342K, p.E264V panel","B-SERPINA1 p.E342K, p.E264V panel","Alfa-1-antitrüpsiini puudulikkus (AAT) - SERPINA1 geeni p.E342K ja p.E264V mutatsioonid (Z ja S alleelid, paneel)",Alfa-1-antitrüpsiini puudulikkus (AAT) - SERPINA1 geeni p.E342K ja p.E264V mutatsioonide (Z ja S alleelide) paneel,L-1422,,t_lyhend
BS-Fabry Disease panel (female),BS-Fabry Disease panel (female),Fabry tõve paneel vereplekist (naine),Fabry tõve paneel vereplekist (naine),L-4519,,t_lyhend
BS-Fabry Disease panel (male),BS-Fabry Disease panel (male),Fabry tõve paneel vereplekist (mees),Fabry tõve paneel vereplekist (mees),62304-1,Bld,t_lyhend
BS-Gaucher Disease panel,BS-Gaucher Disease panel,Gaucheri tõve paneel vereplekist,Gaucheri tõve paneel vereplekist,62311-6,Bld,t_lyhend
B-Smear-m panel,B-Smear-m panel,Vereäige mikroskoopia,Vereäige mikroskoopia,L-42,,t_lyhend
BS-MPS II panel (female),BS-MPS II panel (female),Mukopolüsahharidoos II paneel vereplekist (naine),MPS II paneel vereplekist (naine),L-4523,,t_lyhend
BS-MPS II panel (male),BS-MPS II panel (male),Mukopolüsahharidoos II paneel vereplekist (mees),MPS II paneel vereplekist (mees),L-4522,,t_lyhend
BS-MPS I panel,BS-MPS I panel,Mukopolüsahharidoos I paneel vereplekist,MPS I paneel vereplekist,79563-3,Bld,t_lyhend
BS-MPS IVa panel,BS-MPS IVa panel,Mukopolüsahharidoos IVa paneel vereplekist,MPS IVa paneel vereplekist,L-4526,,t_lyhend
BS-MPS VIb panel,BS-MPS VIb panel,Mukopolüsahharidoos IVb paneel vereplekist,MPS IVb paneel vereplekist,L-5198,,t_lyhend
BS-MPS VI panel,BS-MPS VI panel,Mukopolüsahharidoos VI paneel vereplekist,MPS VI paneel vereplekist,L-4529,,t_lyhend
BS-Newborn screen panel,BS-Newborn screen panel,Vastsündinute sõeluuring vereplekist (paneel),Vastsündinute sõeluuringu paneel vereplekist,L-5311,,t_lyhend
"B,S,P-Aneemia pakett","B,S,P-Aneemia pakett",Aneemia pakett,Aneemia pakett,L-3741,,t_lyhend
BS-Phe-Tyr panel,BS-Phe-Tyr panel,Fenüülalaniini ja türosiini paneel vereplekist (tandem MS),Fenüülalaniini ja türosiini paneel (tandem MS),L-3498,,t_lyhend
BS-Pompe Disease panel,BS-Pompe Disease panel,Pompe tõve paneel vereplekist,Pompe tõve paneel vereplekist,63414-7,Bld,t_lyhend
"B-TPMT *3A, *2 panel","B-TPMT *3A, *2 panel",Tiopuriini metüültransferaasi (TPMT) geeni *3A ja *2 alleelid (paneel),Tiopuriini metüültransferaasi (TPMT) geeni *3A ja *2 alleelide paneel,L-2805,,t_lyhend
"Bulloossete dermatoosidega seotud IgG (DSA, SBMA, Dsg1, Dsg3, BP180, BP230) seerumis/plasmas (paneel II)","S,P-BP panel II","Bulloossete dermatoosidega seotud IgG (DSA, SBMA, Dsg1, Dsg3, BP180, BP230) seerumis/plasmas (paneel II)","Bulloossete dermatooside IgG paneel II (DSA, SBMA, Dsg1, Dsg3, BP180, BP230)",L-4720,,t_nimetus
"Bulloossete dermatoosidega seotud IgG seerumis/plasmas (paneel, ELISA)","S,P-BP IgG panel (ELISA)","Bulloossete dermatoosidega seotud IgG seerumis/plasmas (paneel, ELISA)",Bulloossete dermatooside IgG paneel (ELISA),L-5219,,t_nimetus
"Bulloossete dermatoosidega seotud IgG seerumis/plasmas (paneel, kaudne immunofluorestsents)","S,P-BP IgG panel IIF","Bulloossete dermatoosidega seotud IgG seerumis/plasmas (paneel, kaudne immunofluorestsents)",Bulloossete dermatooside IgG paneel (IIF),L-2728,,t_nimetus
Bulloossete dermatooside IgG paneel (ELISA),"S,P-BP IgG panel (ELISA)","Bulloossete dermatoosidega seotud IgG seerumis/plasmas (paneel, ELISA)",Bulloossete dermatooside IgG paneel (ELISA),L-5219,,kasutatav_nimetus
"Bulloossete dermatooside IgG paneel II (DSA, SBMA, Dsg1, Dsg3, BP180, BP230)","S,P-BP panel II","Bulloossete dermatoosidega seotud IgG (DSA, SBMA, Dsg1, Dsg3, BP180, BP230) seerumis/plasmas (paneel II)","Bulloossete dermatooside IgG paneel II (DSA, SBMA, Dsg1, Dsg3, BP180, BP230)",L-4720,,kasutatav_nimetus
Bulloossete dermatooside IgG paneel (IIF),"S,P-BP IgG panel IIF","Bulloossete dermatoosidega seotud IgG seerumis/plasmas (paneel, kaudne immunofluorestsents)",Bulloossete dermatooside IgG paneel (IIF),L-2728,,kasutatav_nimetus
"B-Vit B1, B6 panel","B-Vit B1, B6 panel",Vitamiinid B1 ja B6 veres (paneel),Vitamiinide B1 ja B6 paneel,L-3686,,t_lyhend
B-XmB panel,B-XmB panel,Doonorivere sobivusproov (paneel),Doonorivere sobivusproovi paneel,L-4392,,t_lyhend
B-xxx mut panel,B-xxx mut panel,Perekonnas kirjeldatud mutatsioonid lähisugulasel (paneel),Perekonnas kirjeldatud mutatsioonide paneel lähisugulasel,L-2770,,t_lyhend
B-Y del panel,B-Y del panel,Y kromosoomi deletsioonid veres (paneel),Y kromosoomi deletsioonide paneel,35456-3,Bld,t_lyhend
Calcitonin stimulation test (Ca),Calcitonin stimulation test (Ca),Kaltsitoniini stimulatsioonitest kaltsiumiga,Kaltsitoniini stimulatsioonitest kaltsiumiga,L-3479,,t_lyhend
Candida DNA paneel,XXX-Candida DNA panel,Candida DNA (paneel),Candida DNA paneel,L-4375,,kasutatav_nimetus
Candida DNA (paneel),XXX-Candida DNA panel,Candida DNA (paneel),Candida DNA paneel,L-4375,,t_nimetus
cB-ABB panel,cB-ABB panel,Happe-aluse tasakaalu uuring kapillaarses veres,Happe-aluse tasakaal kapillaarses veres,24337-8,Bld,t_lyhend
CBC-5Diff Hemogramm viieosalise leukogrammiga,B-CBC-5Diff,Hemogramm viieosalise leukogrammiga,Hemogramm 5-osalise leukogrammiga,57021-8,bld,manual
CBC-5Diff Hemogramm viieosalise leukogrammiga*,B-CBC-5Diff,Hemogramm viieosalise leukogrammiga,Hemogramm 5-osalise leukogrammiga,57021-8,bld,manual
CBC Hemogramm,B-CBC,Hemogramm,Hemogramm,58410-2,bld,manual
cB-PT-INR POCT,cB-PT-INR POCT,Protrombiini aeg kapillaarveres (POCT),PT-INR kapillaarveres (POCT),L-3167,,t_lyhend
CD20 paneel,B-CD20 panel,B-lümfotsüütide (CD20) arv ja suhtarv (paneel),CD20 paneel,L-3647,,kasutatav_nimetus
CD4/CD8 T-rakkude arv ja suhe (paneel),B-CD4/CD8 panel,T-helperrakkude (CD4) ja T-supressorrakkude (CD8) suhe seerumis (paneel),CD4/CD8 T-rakkude arv ja suhe (paneel),L-2945,,kasutatav_nimetus
C-hepatiidi viiruse resistentsusmutatsioonid NS3 piirkonnas (paneel),P-HCV NS3 mut panel,C-hepatiidi viiruse resistentsusmutatsioonid NS3 piirkonnas (paneel),HCV NS3 resistentsusmutatsioonide paneel,L-4636,,t_nimetus
C-hepatiidi viiruse resistentsusmutatsioonid NS5A piirkonnas (paneel),P-HCV NS5A mut panel,C-hepatiidi viiruse resistentsusmutatsioonid NS5A piirkonnas (paneel),HCV NS5A resistentsusmutatsioonide paneel,L-4988,,t_nimetus
"Chlamydia trachomatis, Neisseria gonorrhoeae DNA paneel","XXX-C trachomatis, N gonorrhoeae DNA panel","Chlamydia trachomatis, Neisseria gonorrhoeae DNA (paneel)","Chlamydia trachomatis, Neisseria gonorrhoeae DNA paneel",72828-7,,kasutatav_nimetus
"Chlamydia trachomatis, Neisseria gonorrhoeae DNA (paneel)","XXX-C trachomatis, N gonorrhoeae DNA panel","Chlamydia trachomatis, Neisseria gonorrhoeae DNA (paneel)","Chlamydia trachomatis, Neisseria gonorrhoeae DNA paneel",72828-7,,t_nimetus
"Chlamydophila pneumoniae, Mycoplasma pneumoniae DNA paneel","XXX-C pneumoniae, M pneumoniae DNA panel","Chlamydophila pneumoniae, Mycoplasma pneumoniae DNA (paneel)","Chlamydophila pneumoniae, Mycoplasma pneumoniae DNA paneel",L-4338,,kasutatav_nimetus
"Chlamydophila pneumoniae, Mycoplasma pneumoniae DNA (paneel)","XXX-C pneumoniae, M pneumoniae DNA panel","Chlamydophila pneumoniae, Mycoplasma pneumoniae DNA (paneel)","Chlamydophila pneumoniae, Mycoplasma pneumoniae DNA paneel",L-4338,,t_nimetus
"Clostridium difficile Ag, toksiin A,B paneel roojast","St-C difficile Ag, tox A,B panel","Clostridium difficile Ag, toksiin A,B roojast (paneel)","Clostridium difficile Ag, toksiin A,B paneel roojast",L-3037,,kasutatav_nimetus
"Clostridium difficile Ag, toksiin A,B roojast (paneel)","St-C difficile Ag, tox A,B panel","Clostridium difficile Ag, toksiin A,B roojast (paneel)","Clostridium difficile Ag, toksiin A,B paneel roojast",L-3037,,t_nimetus
Clostridium difficile DNA paneel roojas,St-C difficile DNA panel,Clostridium difficile DNA roojas (paneel),Clostridium difficile DNA paneel roojas,L-4054,,kasutatav_nimetus
Clostridium difficile DNA roojas (paneel),St-C difficile DNA panel,Clostridium difficile DNA roojas (paneel),Clostridium difficile DNA paneel roojas,L-4054,,t_nimetus
"CMV, EBV, HHV6 DNA paneel","XXX-CMV, EBV, HHV6 DNA panel","Tsütomegaloviiruse, Epstein-Barri viiruse, inimese herpesviiruse 6 DNA (paneel)","CMV, EBV, HHV6 DNA paneel",L-2866,,kasutatav_nimetus
cP-Electrolytes panel,cP-Electrolytes panel,"Elektrolüüdid (K, Na, iCa)  kapillaarses plasmas (paneel)","Elektrolüütide (K, Na, iCa) paneel kapillaarses plasmas",L-4061,,t_lyhend
C-reaktiivne valk seerumis/plasmas (paneel kvaliteedikontrolliks),"S,P-CRP QC panel",C-reaktiivne valk seerumis/plasmas (paneel kvaliteedikontrolliks),CRP QC paneel,L-4861,,t_nimetus
CRH test,CRH test,Kortikotropiini vabastava hormooni stimulatsioonitest,CRH test,L-3476,,t_lyhend
CRP QC paneel,"S,P-CRP QC panel",C-reaktiivne valk seerumis/plasmas (paneel kvaliteedikontrolliks),CRP QC paneel,L-4861,,kasutatav_nimetus
CSF-Autoimmune encephalitis IgG panel IIF,CSF-Autoimmune encephalitis IgG panel IIF,"Autoimmuunsete entsefaliitidega seotud IgG liikvoris (paneel, kaudne immunofluorestsetns)",Autoimmuunsete entsefaliitide IgG paneel liikvoris (IIF),L-3061,,t_lyhend
CSF-Beta amyloid panel,CSF-Beta amyloid panel,Beetaamüloidid liikvoris (paneel),Beetaamüloidide paneel liikvoris,L-5263,,t_lyhend
"CSF-BH4, BH2 panel","CSF-BH4, BH2 panel",Tetra- ja dihüdrobiopteriin liikvoris (paneel),Tetra- ja dihüdrobiopteriini paneel liikvoris,L-3296,,t_lyhend
CSF-Diff,CSF-Diff,Liikvori tsütogramm,Liikvori tsütogramm,29584-0,CSF,t_lyhend
CSF-Diff a,CSF-Diff a,Liikvori tsütogramm analüsaatoril,Liikvori tsütogramm analüsaatoril,34563-7,CSF,t_lyhend
"CSF-HSV1,2 IgG panel conf","CSF-HSV1,2 IgG panel conf","Lihtherpesviiruse 1. ja 2. tüübi vastane IgG liikvoris (paneel, kinnitav uuring)","HSV1,2 IgG paneel liikvoris (kinnitav)",L-4631,,t_lyhend
"CSF-HSV1,2 IgM panel conf","CSF-HSV1,2 IgM panel conf","Lihtherpesviiruse 1. ja 2. tüübi vastane IgM liikvoris (paneel, kinnitav uuring)","HSV1,2 IgM paneel liikvoris (kinnitav)",L-4633,,t_lyhend
CSF-IgG-oligo panel,CSF-IgG-oligo panel,Oligoklonaalne immuunglobuliin G liikvoris (paneel),Oligoklonaalne IgG liikvoris,L-2505,,t_lyhend
CSF-MeningitisBac Ag panel strip,CSF-MeningitisBac Ag panel strip,"Meningiiditekitajate bakterite (N meningitidis/E coli, H influenzae B, S pneumoniae, Streptococcus B, N meningitidis A, N meningitidis B, N meningitidis Y/W135) antigeenid liikvoris (paneel, ribaanalüüs)",Meningiiditekitajate bakterite antigeenide paneel liikvoris (ribaanalüüs),L-623,,t_lyhend
CSF-MeningitisBac DNA panel,CSF-MeningitisBac DNA panel,"Meningiiditekitajete bakterite (S pneumoniae, H influenzae B, N meningitidis, S agalactiae, L monocytogenes) DNA liikvoris (paneel)",Meningiiditekitajete bakterite DNA paneel liikvoris,L-2750,,t_lyhend
CSF-MeningitisVir DNA panel,CSF-MeningitisVir DNA panel,Meningiiditekitajate viiruste DNA liikvoris (paneel),Meningiiditekitajate viiruste DNA paneel liikvoris,L-2751,,t_lyhend
CSF-Neuron Ab panel IIF,CSF-Neuron Ab panel IIF,"Neuronaalsete antigeenide vastased antikehad liikvoris (paneel, kaudne immunofluorestents)",Neuronaalsete antigeenide Ab paneel  liikvoris (IIF),L-3574,,t_lyhend
CSF-Neurotransmitters panel HPLC,CSF-Neurotransmitters panel HPLC,"Neurotransmitterid (biogeensed amiidid) liikvoris (paneel, HPLC)",Neurotransmitterite paneel liikvoris (HPLC),L-3186,,t_lyhend
CSF panel,CSF panel,Liikvori põhiuuring (paneel),Liikvori põhiuuring,L-4500,,t_lyhend
"CSF-Tau, pTau panel","CSF-Tau, pTau panel",Tau- ja fosforüleeritud tau valk liikvoris (paneel),Tau ja pTau paneel liikvoris,L-4364,,t_lyhend
"Cx-HPV DNA, LBC panel","Cx-HPV DNA, LBC panel",Inimese papilloomiviiruse DNA ja vedelikupõhine tsütoloogia emakakaelakanalikaapest (paneel),HPV DNA ja vedelikupõhise tsütoloogia paneel,L-5027,,t_lyhend
Cx-LBC,Cx-LBC,Vedelikupõhine tsütoloogia emakakaelakanalikaapest,Vedelikupõhine tsütoloogia,A-5026,,t_lyhend
DAT tüpiseerimise paneel,B-DAT typ panel,"Otsene antiglobuliintest (tüpiseerimine, paneel)",DAT tüpiseerimise paneel,L-5209,,kasutatav_nimetus
Deksametasooni supressioonitest (1 mg),Dexamethazone supression test (1mg),Deksametasooni supressioonitest (1 mg),Deksametasooni supressioonitest (1 mg),L-3483,,kasutatav_nimetus
Dexamethazone supression test (1mg),Dexamethazone supression test (1mg),Deksametasooni supressioonitest (1 mg),Deksametasooni supressioonitest (1 mg),L-3483,,t_lyhend
Dexamethazone supression test (large),Dexamethazone supression test (large),Suur klassikaline deksametasooni supressioonitest,Suur klassikaline deksametasooni supressioonitest,L-3486,,t_lyhend
Dexamethazone supression test (small),Dexamethazone supression test (small),Väike klassikaline deksametasooni supressioonitest,Väike klassikaline deksametasooni supressioonitest,L-3484,,t_lyhend
Do antigeenid,B-RBC D little o Ag,Do antigeenid,Do antigeenid,L-5287,,kasutatav_nimetus
Doonorivere sobivusproovi paneel,B-XmB panel,Doonorivere sobivusproov (paneel),Doonorivere sobivusproovi paneel,L-4392,,kasutatav_nimetus
Doonorivere sobivusproov (paneel),B-XmB panel,Doonorivere sobivusproov (paneel),Doonorivere sobivusproovi paneel,L-4392,,t_nimetus
dU-Catechol panel,dU-Catechol panel,Katehhoolamiinide metaboliidid ööpäevases uriinis (panel),Katehhoolamiinide metaboliitide paneel ööpäevases uriinis,L-1969,,t_lyhend
dU-FLC QN panel,dU-FLC QN panel,Vabade kergete ahelate hulk ööpäevases uriinis (paneel),Vabade kergete ahelate hulk ööpäevases uriinis (paneel),L-4731,,t_lyhend
dU-Porphyria panel,dU-Porphyria panel,Porfüüria markerid ööpäevases uriinis (paneel),Porfüüria paneel ööpäevases uriinis,L-4297,,t_lyhend
EBV Ab paneel,"S,P-EBV Ab panel",Epstein-Barr viiruse vastased antikehad seerumis/plasmas (paneel),EBV Ab paneel,L-3272,,kasutatav_nimetus
EBV IgG paneel,"S,P-EBV IgG panel",Epstein-Barr viiruse vastane IgG seerumis/plasmas (paneel),EBV IgG paneel,L-1903,,kasutatav_nimetus
EBV IgM paneel,"S,P-EBV IgM panel",Epstein-Barr viiruse vastane IgM seerumis/plasmas (paneel),EBV IgM paneel,L-1902,,kasutatav_nimetus
Eesnäärme sekreedi analüüside paneel,EPS-Test panel,Eesnäärme sekreedi analüüside paneel,Eesnäärme sekreedi analüüside paneel,L-3495,,kasutatav_nimetus
Eesnäärme sekreedi mikroskoopia,EPS-Microscopy panel,Eesnäärme sekreedi mikroskoopia,Eesnäärme sekreedi mikroskoopia,L-2003,,kasutatav_nimetus
"Elektrolüüdid (K, Na, iCa)  arteriaalses plasmas (paneel)",aP-Electrolytes panel,"Elektrolüüdid (K, Na, iCa)  arteriaalses plasmas (paneel)","Elektrolüütide (K, Na, iCa) paneel arteriaalses plasmas",L-4049,,t_nimetus
"Elektrolüüdid (K, Na, iCa)  kapillaarses plasmas (paneel)",cP-Electrolytes panel,"Elektrolüüdid (K, Na, iCa)  kapillaarses plasmas (paneel)","Elektrolüütide (K, Na, iCa) paneel kapillaarses plasmas",L-4061,,t_nimetus
"Elektrolüütide (K, Na, iCa) paneel arteriaalses plasmas",aP-Electrolytes panel,"Elektrolüüdid (K, Na, iCa)  arteriaalses plasmas (paneel)","Elektrolüütide (K, Na, iCa) paneel arteriaalses plasmas",L-4049,,kasutatav_nimetus
