parameter_name,t_lyhend,t_nimetus,kasutatav_nimetus,loinc_code,substrate,evidence
aB-pCO2 Süsinikdioksiidi osarõhk arteriaalses veres,aB-pCO2,Süsinikdioksiidi osarõhk arteriaalses veres,pCO2,2019-8,Bld,t_lyhend + t_nimetus
aB-pCO2t,aB-pCO2t,Süsinikdioksiidi osarõhk (kehatemperatuuri järgi kohandatud) arteriaalses veres,pCO2 (t),32771-8,Bld,t_lyhend
aB-pCO2t Süsinikdioksiidi osarõhk (kehatemperatuuri järgi kohandatud) arteriaalses veres,aB-pCO2t,Süsinikdioksiidi osarõhk (kehatemperatuuri järgi kohandatud) arteriaalses veres,pCO2 (t),32771-8,Bld,t_lyhend + t_nimetus
aB-pH,aB-pH,pH arteriaalses veres,pH,2744-1,Bld,t_lyhend
aB-pH pH arteriaalses veres,aB-pH,pH arteriaalses veres,pH,2744-1,Bld,t_lyhend + t_nimetus
aB-pHt,aB-pHt,pH (kehatemperatuuri järgi kohandatud) arteriaalses veres,pH (t),33254-4,Bld,t_lyhend
aB-pHt pH (kehatemperatuuri järgi kohandatud) arteriaalses veres,aB-pHt,pH (kehatemperatuuri järgi kohandatud) arteriaalses veres,pH (t),33254-4,Bld,t_lyhend + t_nimetus
aB-pO2,aB-pO2,Hapniku osarõhk arteriaalses veres,pO2,2703-7,Bld,t_lyhend
aB-pO2(a/A),aB-pO2(a/A),Arteriaalse vere ja alveolaarse õhu hapniku osarõhkude suhe,aB-pO2(a/A),78354-8,Bld,t_lyhend
aB-pO2(a/A) Arteriaalse vere ja alveolaarse õhu hapniku osarõhkude suhe,aB-pO2(a/A),Arteriaalse vere ja alveolaarse õhu hapniku osarõhkude suhe,aB-pO2(a/A),78354-8,Bld,t_lyhend + t_nimetus
aB-pO2/FiO2,aB-pO2/FiO2,Arteriaalse vere ja sissehingatava õhu hapniku osarõhkude suhe,pO2/FiO2,50984-4,Bld,t_lyhend
aB-pO2/FiO2%,aB-pO2/FiO2%,Arteriaalse vere ja sissehingatava õhu hapniku osarõhkude suhe,pO2/FiO2%,A-4568,,t_lyhend
aB-pO2/FiO2 Arteriaalse vere ja sissehingatava õhu hapniku osarõhkude suhe,aB-pO2/FiO2,Arteriaalse vere ja sissehingatava õhu hapniku osarõhkude suhe,pO2/FiO2,50984-4,Bld,t_lyhend + t_nimetus
aB-pO2/FiO2% Arteriaalse vere ja sissehingatava õhu hapniku osarõhkude suhe,aB-pO2/FiO2%,Arteriaalse vere ja sissehingatava õhu hapniku osarõhkude suhe,pO2/FiO2%,A-4568,,t_lyhend + t_nimetus
aB-pO2 Hapniku osarõhk arteriaalses veres,aB-pO2,Hapniku osarõhk arteriaalses veres,pO2,2703-7,Bld,t_lyhend + t_nimetus
aB-pO2t,aB-pO2t,Hapniku osarõhk (kehatemperatuuri järgi kohandatud) arteriaalses veres,pO2 (t),19255-9,Bld,t_lyhend
aB-pO2t/FiO2,aB-pO2t/FiO2,Arteriaalse vere ja sissehingatavaõhu hapniku osarõhkude suhe (kehatemperatuuri järgi kohandatud),pO2 (t)/FiO2,50989-3,Bld,t_lyhend
aB-pO2t/FiO2 Arteriaalse vere ja sissehingatavaõhu hapniku osarõhkude suhe (kehatemperatuuri järgi kohandatud),aB-pO2t/FiO2,Arteriaalse vere ja sissehingatavaõhu hapniku osarõhkude suhe (kehatemperatuuri järgi kohandatud),pO2 (t)/FiO2,50989-3,Bld,t_lyhend + t_nimetus
aB-pO2t Hapniku osarõhk (kehatemperatuuri järgi kohandatud) arteriaalses veres,aB-pO2t,Hapniku osarõhk (kehatemperatuuri järgi kohandatud) arteriaalses veres,pO2 (t),19255-9,Bld,t_lyhend + t_nimetus
aB-RHb,aB-RHb,Redutseeritud hemoglobiin arteriaalses veres,Redutseeritud hemoglobiin,19225-2,Bld,t_lyhend
aB-RHb Redutseeritud hemoglobiin arteriaalses veres,aB-RHb,Redutseeritud hemoglobiin arteriaalses veres,Redutseeritud hemoglobiin,19225-2,Bld,t_lyhend + t_nimetus
aB-Shunt,aB-Shunt,Füsioloogiline shunt arteriaalses veres,Shunt,72326-2,Bld,t_lyhend
aB-Shunt Füsioloogiline shunt arteriaalses veres,aB-Shunt,Füsioloogiline shunt arteriaalses veres,Shunt,72326-2,Bld,t_lyhend + t_nimetus
aB-Shuntt,aB-Shuntt,Füsioloogiline shunt (kehatemperatuuri järgi kohandatud) arteriaalses veres,Shunt (t),72325-4,Bld,t_lyhend
aB-Shuntt Füsioloogiline shunt (kehatemperatuuri järgi kohandatud) arteriaalses veres,aB-Shuntt,Füsioloogiline shunt (kehatemperatuuri järgi kohandatud) arteriaalses veres,Shunt (t),72325-4,Bld,t_lyhend + t_nimetus
aB-sO2,aB-sO2,Hapnikuga küllastatus arteriaalses veres,sO2,2708-6,Bld,t_lyhend
aB-sO2 calc,aB-sO2 calc,Hapnikuga küllastatus arteriaalses veres (arvutuslik),sO2 (arvutuslik),51733-4,Bld,t_lyhend
aB-sO2 calc Hapnikuga küllastatus arteriaalses veres (arvutuslik),aB-sO2 calc,Hapnikuga küllastatus arteriaalses veres (arvutuslik),sO2 (arvutuslik),51733-4,Bld,t_lyhend + t_nimetus
aB-sO2 Hapnikuga küllastatus arteriaalses veres,aB-sO2,Hapnikuga küllastatus arteriaalses veres,sO2,2708-6,Bld,t_lyhend + t_nimetus
Abstinentsi kestus,Pt-Abstinence,Abstinentsi kestus,Abstinentsi kestus,10587-4,^Patient,t_nimetus
Acanthamoeba mikroskoopia (Leishman-Giemsa ja natiiv),XXX-Acanthamoeba-m panel,Acanthamoeba mikroskoopia paneel (Leishman-Giemsa ja natiiv) täpsustamata materjalist,Acanthamoeba mikroskoopia (Leishman-Giemsa ja natiiv),L-3671,,kasutatav_nimetus
Acanthamoeba mikroskoopia paneel (Leishman-Giemsa ja natiiv) täpsustamata materjalist,XXX-Acanthamoeba-m panel,Acanthamoeba mikroskoopia paneel (Leishman-Giemsa ja natiiv) täpsustamata materjalist,Acanthamoeba mikroskoopia (Leishman-Giemsa ja natiiv),L-3671,,t_nimetus
Acanthamoeba mikroskoopia silmamaterjalist,Eye-Acanthamoeba-m,Acanthamoeba mikroskoopia silmamaterjalist,Acanthamoeba mikroskoopia silmamaterjalist,10636-9,Eye,kasutatav_nimetus
Acanthamoeba spp.,XXX-Acanthamoeba spp.,Acanthamoeba spp.,Acanthamoeba spp.,A-2916,,kasutatav_nimetus
Acarus siro IgG,"S,P-d70 IgG",Acarus siro vastane IgG seerumis/plasmas,Acarus siro IgG,L-4919,,kasutatav_nimetus
Acarus siro vastane IgE seerumis/plasmas,"S,P-d70 IgE",Acarus siro vastane IgE seerumis/plasmas,A siro IgE,6254-7,Bld,t_nimetus
Acarus siro vastane IgG seerumis/plasmas,"S,P-d70 IgG",Acarus siro vastane IgG seerumis/plasmas,Acarus siro IgG,L-4919,,t_nimetus
ACE,"S,P-ACE",Angiotensiini muundav ensüüm seerumis/plasmas,ACE,2742-5,Ser/Plas,kasutatav_nimetus
ACE pleuravedelikus,PlrF-ACE,Angiotensiini muundav ensüüm pleuravedelikus,ACE pleuravedelikus,51835-7,Plr fld,kasutatav_nimetus
AChR Ab QN,"S,P-AChR Ab QN",Atsetüülkoliini retseptori vastaste antikehade hulk seerumis/plasmas,AChR Ab QN,68937-2,Bld,kasutatav_nimetus
AChR M3 Ab,"S,P-AChR M3 Ab",Atsetüülkoliini M3 retseptorite vastased antikehad seerumis/plasmas,AChR M3 Ab,85364-8,Bld,kasutatav_nimetus
Acinetobacter baumannii DNA,XXX-A baumannii DNA,Acinetobacter baumannii DNA,Acinetobacter baumannii DNA,61360-4,,t_nimetus
ACLA Ab,"S,P-ACLA Ab",Kardiolipiini vastased antikehad seerumis/plasmas,ACLA Ab,46125-1,Bld,kasutatav_nimetus
ACLA Ab QN,"S,P-ACLA Ab QN",Kardiolipiini vastaste antikehade hulk seerumis/plasmas,ACLA Ab QN,3180-7,Bld,kasutatav_nimetus
ACLA IgG QN,"S,P-ACLA IgG QN",Kardiolipiini vastase IgG hulk seerumis/plasmas,ACLA IgG QN,3181-5,Bld,kasutatav_nimetus
ACLA IgM QN,"S,P-ACLA IgM QN",Kardiolipiinivastase IgM hulk seerumis/plasmas,ACLA IgM QN,3182-3,Bld,kasutatav_nimetus
Acremonium sp IgE,"S,P-m202 IgE",Acremonium sp  vastane IgE seerumis/plasmas,Acremonium sp IgE,6066-5,Bld,kasutatav_nimetus
Acremonium sp IgG,"S,P-m202 IgG",Acremonium sp vastane IgG seerumis/plasmas,Acremonium sp IgG,63177-0,Bld,kasutatav_nimetus
Acremonium sp  vastane IgE seerumis/plasmas,"S,P-m202 IgE",Acremonium sp  vastane IgE seerumis/plasmas,Acremonium sp IgE,6066-5,Bld,t_nimetus
Acremonium sp vastane IgG seerumis/plasmas,"S,P-m202 IgG",Acremonium sp vastane IgG seerumis/plasmas,Acremonium sp IgG,63177-0,Bld,t_nimetus
ACTH,P-ACTH,Adrenokortikotroopne hormoon plasmas,ACTH,14674-6,Bld,kasutatav_nimetus
ACTH 120 min (pärast mõjutust),P-ACTH 120 min (post xxx challenge),Adrenokortikotroopne hormoon plasmas 120 minutit (pärast mõjutust),ACTH 120 min (pärast mõjutust),58578-6,Bld,kasutatav_nimetus
ACTH 15 min (enne mõjutust),P-ACTH 15 min (pre xxx challenge),Adrenokortikotroopne hormoon plasmas 15 minutit (enne mõjutust),ACTH 15 min (enne mõjutust),58630-5,Bld,kasutatav_nimetus
ACTH 15 min (pärast mõjutust),P-ACTH 15 min (post xxx challenge),Adrenokortikotroopne hormoon plasmas 15 minutit (pärast mõjutust),ACTH 15 min (pärast mõjutust),58549-7,Bld,kasutatav_nimetus
ACTH 30 min (pärast mõjutust),P-ACTH 30 min (post xxx challenge),Adrenokortikotroopne hormoon plasmas 30 minutit (pärast mõjutust),ACTH 30 min (pärast mõjutust),58586-9,Bld,kasutatav_nimetus
ACTH 45 min (pärast mõjutust),P-ACTH 45 min (post xxx challenge),Adrenokortikotroopne hormoon plasmas 45 minutit (pärast mõjutust),ACTH 45 min (pärast mõjutust),77939-7,Bld,kasutatav_nimetus
ACTH 60 min (pärast mõjutust),P-ACTH 60 min (post xxx challenge),Adrenokortikotroopne hormoon plasmas 60 minutit (pärast mõjutust),ACTH 60 min (pärast mõjutust),58559-6,Bld,kasutatav_nimetus
ACTH 90 min (pärast mõjutust),P-ACTH 90 min (post xxx challenge),Adrenokortikotroopne hormoon plasmas 90 minutit (pärast mõjutust),ACTH 90 min (pärast mõjutust),60016-3,Bld,kasutatav_nimetus
ACTH (ng/L),P-ACTH (ng/L),Adrenokortikotroopne hormoon plasmas (ng/L),ACTH (ng/L),2141-0,Bld,kasutatav_nimetus
ACTH (pärast mõjutust),P-ACTH (post xxx challenge),Adrenokortikotroopne hormoon plasmas (pärast mõjutust),ACTH (pärast mõjutust),51423-2,Ser/Plas,kasutatav_nimetus
Actinomyces külv,XXX-Actinomyces culture,Actinomyces külv,Actinomyces külv,9816-0,,kasutatav_nimetus
Adalimumab (Humira),"S,P-Adalimumab",Adalimumab seerumis/plasmas,Adalimumab (Humira),74117-3,Ser/Plas,kasutatav_nimetus
Adalimumab (Humira) Ab QN,"S,P-Adalimumab Ab QN",Adalimumabi-vastaste antikehade hulk seerumis/plasmas,Adalimumab (Humira) Ab QN,74116-5,Ser/Plas,kasutatav_nimetus
Adalimumab (Humira) Ab (tõlgendus),"S,P-Adalimumab Ab interpret",Adalimumabi-vastased antikehad seerumis/plasmas (tõlgendus),Adalimumab (Humira) Ab (tõlgendus),L-4509,,kasutatav_nimetus
Adalimumab (Humira) ja Adalimumab Ab paneel,"S,P-Adalimumab, Adalimumab Ab panel",Adalimumab ja Adalimumabi-vastased antikehad seerumis/plasmas (paneel),Adalimumab (Humira) ja Adalimumab Ab paneel,L-3640,,kasutatav_nimetus
"Adalimumab (Humira, tõlgendus)","S,P-Adalimumab interpret",Adalimumab seerumis/plasmas (tõlgendus),"Adalimumab (Humira, tõlgendus)",L-4508,,kasutatav_nimetus
Adalimumabi-vastased antikehad seerumis/plasmas (tõlgendus),"S,P-Adalimumab Ab interpret",Adalimumabi-vastased antikehad seerumis/plasmas (tõlgendus),Adalimumab (Humira) Ab (tõlgendus),L-4509,,t_nimetus
Adalimumabi-vastaste antikehade hulk seerumis/plasmas,"S,P-Adalimumab Ab QN",Adalimumabi-vastaste antikehade hulk seerumis/plasmas,Adalimumab (Humira) Ab QN,74116-5,Ser/Plas,t_nimetus
Adalimumab ja Adalimumabi-vastased antikehad seerumis/plasmas (paneel),"S,P-Adalimumab, Adalimumab Ab panel",Adalimumab ja Adalimumabi-vastased antikehad seerumis/plasmas (paneel),Adalimumab (Humira) ja Adalimumab Ab paneel,L-3640,,t_nimetus
Adalimumab seerumis/plasmas,"S,P-Adalimumab",Adalimumab seerumis/plasmas,Adalimumab (Humira),74117-3,Ser/Plas,t_nimetus
Adalimumab seerumis/plasmas (tõlgendus),"S,P-Adalimumab interpret",Adalimumab seerumis/plasmas (tõlgendus),"Adalimumab (Humira, tõlgendus)",L-4508,,t_nimetus
ADAMTS13,P-ADAMTS13,von Willebrandi faktorit lõhustav proteaas ADAMTS13 plasmas,ADAMTS13,A-5315,,kasutatav_nimetus
"Adeno-, entero-, metapneumo-, paragripiviiruse RNA/DNA paneel","XXX-Adeno-, entero-, metapneumo-, parainfluenza virus RNA/DNA panel","Adeno-, entero-, metapneumo-, paragripiviiruse RNA/DNA (paneel)","Adeno-, entero-, metapneumo-, paragripiviiruse RNA/DNA paneel",L-4564,,kasutatav_nimetus
"Adeno-, entero-, metapneumo-, paragripiviiruse RNA/DNA (paneel)","XXX-Adeno-, entero-, metapneumo-, parainfluenza virus RNA/DNA panel","Adeno-, entero-, metapneumo-, paragripiviiruse RNA/DNA (paneel)","Adeno-, entero-, metapneumo-, paragripiviiruse RNA/DNA paneel",L-4564,,t_nimetus
"Adenoviiruse 40,41 Ag roojas","St-Adenovirus 40,41 Ag",Inimese adenoviiruse alatüüpide 40 ja 41 antigeen roojas,"Adenoviiruse 40,41 Ag roojas",31709-9,Urine,kasutatav_nimetus
"Adenoviiruse 40,41 ja rotaviiruse Ag paneel roojas (ribaanalüüs)","St-Adenovirus 40,41, rotavirus Ag panel strip","Adenoviiruse 40,41 ja rotaviiruse Ag roojas (paneel, ribaanalüüs)","Adenoviiruse 40,41 ja rotaviiruse Ag paneel roojas (ribaanalüüs)",L-4071,,kasutatav_nimetus
"Adenoviiruse 40,41 ja rotaviiruse Ag roojas (paneel, ribaanalüüs)","St-Adenovirus 40,41, rotavirus Ag panel strip","Adenoviiruse 40,41 ja rotaviiruse Ag roojas (paneel, ribaanalüüs)","Adenoviiruse 40,41 ja rotaviiruse Ag paneel roojas (ribaanalüüs)",L-4071,,t_nimetus
Adenoviiruse Ag,XXX-Adenovirus Ag,Inimese adenoviiruse antigeen täpsustamata materjalis,Adenoviiruse Ag,5834-7,,kasutatav_nimetus
Adenoviiruse Ag (ribaanalüüs),XXX-Adenovirus Ag strip,Inimese adenoviiruse antigeen täpsustamata materjalis (ribaanalüüs),Adenoviiruse Ag (ribaanalüüs),31714-9,,kasutatav_nimetus
Adenoviiruse DNA,XXX-Adenovirus DNA,Inimese adenoviiruse DNA,Adenoviiruse DNA,39528-5,,kasutatav_nimetus
Adenoviiruse DNA QN,XXX-Adenovirus DNA QN,Inimese adenoviiruse DNA hulk täpsustamata materjalis,Adenoviiruse DNA QN,A-5322,,kasutatav_nimetus
Adenoviiruse IgA,"S,P-Adenovirus IgA",Inimese adenoviiruse vastane IgA seerumis/plasmas,Adenoviiruse IgA,69920-7,Bld,kasutatav_nimetus
Adenoviiruse IgG,"S,P-Adenovirus IgG",Inimese adenoviiruse vastane IgG seerumis/plasmas,Adenoviiruse IgG,40977-1,Bld,kasutatav_nimetus
Adenoviiruse IgM,"S,P-Adenovirus IgM",Inimese adenoviiruse vastane IgM seerumis/plasmas,Adenoviiruse IgM,21054-2,Bld,kasutatav_nimetus
Adrenaliin,P-Adre,Adrenaliin plasmas,Adrenaliin,2230-1,Bld,kasutatav_nimetus
Adrenaliin plasmas,P-Adre,Adrenaliin plasmas,Adrenaliin,2230-1,Bld,t_nimetus
Adrenokortikotroopne hormoon plasmas,P-ACTH,Adrenokortikotroopne hormoon plasmas,ACTH,14674-6,Bld,t_nimetus
Adrenokortikotroopne hormoon plasmas 120 minutit (pärast mõjutust),P-ACTH 120 min (post xxx challenge),Adrenokortikotroopne hormoon plasmas 120 minutit (pärast mõjutust),ACTH 120 min (pärast mõjutust),58578-6,Bld,t_nimetus
Adrenokortikotroopne hormoon plasmas 15 minutit (enne mõjutust),P-ACTH 15 min (pre xxx challenge),Adrenokortikotroopne hormoon plasmas 15 minutit (enne mõjutust),ACTH 15 min (enne mõjutust),58630-5,Bld,t_nimetus
Adrenokortikotroopne hormoon plasmas 15 minutit (pärast mõjutust),P-ACTH 15 min (post xxx challenge),Adrenokortikotroopne hormoon plasmas 15 minutit (pärast mõjutust),ACTH 15 min (pärast mõjutust),58549-7,Bld,t_nimetus
Adrenokortikotroopne hormoon plasmas 30 minutit (pärast mõjutust),P-ACTH 30 min (post xxx challenge),Adrenokortikotroopne hormoon plasmas 30 minutit (pärast mõjutust),ACTH 30 min (pärast mõjutust),58586-9,Bld,t_nimetus
Adrenokortikotroopne hormoon plasmas 45 minutit (pärast mõjutust),P-ACTH 45 min (post xxx challenge),Adrenokortikotroopne hormoon plasmas 45 minutit (pärast mõjutust),ACTH 45 min (pärast mõjutust),77939-7,Bld,t_nimetus
Adrenokortikotroopne hormoon plasmas 60 minutit (pärast mõjutust),P-ACTH 60 min (post xxx challenge),Adrenokortikotroopne hormoon plasmas 60 minutit (pärast mõjutust),ACTH 60 min (pärast mõjutust),58559-6,Bld,t_nimetus
Adrenokortikotroopne hormoon plasmas 90 minutit (pärast mõjutust),P-ACTH 90 min (post xxx challenge),Adrenokortikotroopne hormoon plasmas 90 minutit (pärast mõjutust),ACTH 90 min (pärast mõjutust),60016-3,Bld,t_nimetus
Adrenokortikotroopne hormoon plasmas (ng/L),P-ACTH (ng/L),Adrenokortikotroopne hormoon plasmas (ng/L),ACTH (ng/L),2141-0,Bld,t_nimetus
Adrenokortikotroopne hormoon plasmas (pärast mõjutust),P-ACTH (post xxx challenge),Adrenokortikotroopne hormoon plasmas (pärast mõjutust),ACTH (pärast mõjutust),51423-2,Ser/Plas,t_nimetus
Aedoa IgE,"S,P-f15 IgE",Aedoavastane IgE seerumis/plasmas,Aedoa IgE,6279-4,Bld,kasutatav_nimetus
Aedoavastane IgE seerumis/plasmas,"S,P-f15 IgE",Aedoavastane IgE seerumis/plasmas,Aedoa IgE,6279-4,Bld,t_nimetus
Aedsalati IgE,"S,P-f215 IgE",Aedsalativastane IgE seerumis/plasmas,Aedsalati IgE,6161-4,Bld,kasutatav_nimetus
Aedsalativastane IgE seerumis/plasmas,"S,P-f215 IgE",Aedsalativastane IgE seerumis/plasmas,Aedsalati IgE,6161-4,Bld,t_nimetus
Aeg peale koormust,Pt-Time post challenge,Aeg peale koormust,Aeg peale koormust,50220-3,,kasutatav_nimetus
Aeg peale ravimi manustamist,Pt-Time post medication,Aeg peale ravimi manustamist,Aeg peale ravimi manustamist,L-3415,,t_nimetus
Aeg peale sööki,Pt-Time post meal,Aeg peale sööki,Aeg peale sööki,L-3491,,kasutatav_nimetus
Aeromonas DNA roojas,St-Aeromonas DNA,Aeromonas DNA roojas,Aeromonas DNA roojas,A-3467,,t_nimetus
Aeroobne külv,XXX-Aerobic culture,Aeroobne külv,Aeroobne külv,634-6,,t_nimetus
Aflatoksiin B1,S-Aflatoxin B1,Aflatoksiin B1 seerumis,Aflatoksiin B1,A-5015,,kasutatav_nimetus
Aflatoksiin B1 seerumis,S-Aflatoxin B1,Aflatoksiin B1 seerumis,Aflatoksiin B1,A-5015,,t_nimetus
Aflatoksiin B2,S-Aflatoxin B2,Aflatoksiin B2 seerumis,Aflatoksiin B2,A-5016,,kasutatav_nimetus
Aflatoksiin B2 seerumis,S-Aflatoxin B2,Aflatoksiin B2 seerumis,Aflatoksiin B2,A-5016,,t_nimetus
Aflatoksiin G1,S-Aflatoxin G1,Aflatoksiin G1 seerumis,Aflatoksiin G1,A-5017,,kasutatav_nimetus
Aflatoksiin G1 seerumis,S-Aflatoxin G1,Aflatoksiin G1 seerumis,Aflatoksiin G1,A-5017,,t_nimetus
Aflatoksiin G2,S-Aflatoxin G2,Aflatoksiin G2 seerumis,Aflatoksiin G2,A-5018,,kasutatav_nimetus
Aflatoksiin G2 seerumis,S-Aflatoxin G2,Aflatoksiin G2 seerumis,Aflatoksiin G2,A-5018,,t_nimetus
"Aflatoksiinid (B1, B2, G1, G2) seerumis (paneel)",S-Aflatoxin panel,"Aflatoksiinid (B1, B2, G1, G2) seerumis (paneel)",Aflatoksiinide paneel,L-5014,,t_nimetus
Aflatoksiinide paneel,S-Aflatoxin panel,"Aflatoksiinid (B1, B2, G1, G2) seerumis (paneel)",Aflatoksiinide paneel,L-5014,,kasutatav_nimetus
A flavus IgE,"S,P-m228 IgE",Aspergillus flavus vastane IgE seerumis/plasmas,A flavus IgE,6024-4,Bld,kasutatav_nimetus
AFP,"S,P-AFP",Alfafetoproteiin seerumis/plasmas,AFP,53961-9,Ser/Plas,kasutatav_nimetus
AFP grav,"S,P-AFP grav",Alfafetoproteiin rasedatel seerumis/plasmas,AFP grav,19176-7,Ser/Plas,kasutatav_nimetus
AFP MoM,AFP MoM,Alfafetoproteiini MoM,AFP MoM,20450-3,Ser/Plas,kasutatav_nimetus
AFP MoM Alfafetoproteiini MoM,AFP MoM,Alfafetoproteiini MoM,AFP MoM,20450-3,Ser/Plas,t_lyhend + t_nimetus
A fumigatus IgE,"S,P-m3 IgE",Aspergillus fumigatus vastane IgE seerumis/plasmas,A fumigatus IgE,6025-1,Bld,kasutatav_nimetus
A fumigatus IgG,"S,P-m3 IgG",Aspergillus fumigatus vastane IgG seerumis/plasmas,A fumigatus IgG,7103-5,Bld,kasutatav_nimetus
AGA IgA,"S,P-AGA IgA",Gliadiinivastane IgA seerumis/plasmas,AGA IgA,47393-4,Bld,kasutatav_nimetus
"AGA IgA, IgG paneel","S,P-AGA IgAG panel",Gliadiinivastased IgA ja IgG seerumis/plasmas (paneel),"AGA IgA, IgG paneel",57776-7,Bld,kasutatav_nimetus
AGA IgA QN,"S,P-AGA IgA QN",Gliadiinivastase IgA hulk seerumis/plasmas,AGA IgA QN,58709-7,Bld,kasutatav_nimetus
AGA IgG,"S,P-AGA IgG",Gliadiinivastane IgG seerumis/plasmas,AGA IgG,47394-2,Bld,kasutatav_nimetus
AGA IgG QN,"S,P-AGA IgG QN",Gliadiinivastase IgG hulk seerumis/plasmas,AGA IgG QN,58710-5,Bld,kasutatav_nimetus
Age risk Tris21,Age risk Tris21,Vanuse risk trisoomia 21. suhtes,Vanuse risk trisoomia 21. suhtes,47222-5,^Fetus,t_lyhend
Age risk Tris21 Vanuse risk trisoomia 21. suhtes,Age risk Tris21,Vanuse risk trisoomia 21. suhtes,Vanuse risk trisoomia 21. suhtes,47222-5,^Fetus,t_lyhend + t_nimetus
Aglomeratsioon,B-Aglomeratsioon,Aglomeratsioon,Aglomeratsioon,7797-4,Bld,kasutatav_nimetus
Aglutinatsioon,B-Aglutinatsioon,Aglutinatsioon,Aglutinatsioon,50670-9,Bld,t_nimetus
A-gripi viiruse Ag ninakaapes,Nose-Influenza A virus Ag,A-gripi viiruse antigeen ninakaapes,A-gripi viiruse Ag ninakaapes,44560-1,Nose,kasutatav_nimetus
A-gripi viiruse Ag (ribaanalüüs),XXX-Influenza A virus Ag strip,A-gripi viiruse antigeen täpsustamata materjalis (ribaanalüüs),A-gripi viiruse Ag (ribaanalüüs),31859-2,,kasutatav_nimetus
A-gripi viiruse antigeen ninakaapes,Nose-Influenza A virus Ag,A-gripi viiruse antigeen ninakaapes,A-gripi viiruse Ag ninakaapes,44560-1,Nose,t_nimetus
A-gripi viiruse antigeen täpsustamata materjalis (ribaanalüüs),XXX-Influenza A virus Ag strip,A-gripi viiruse antigeen täpsustamata materjalis (ribaanalüüs),A-gripi viiruse Ag (ribaanalüüs),31859-2,,t_nimetus
A-gripi viiruse IgA,"S,P-Influenza A virus IgA",A-gripi viiruse vastane IgA seerumis/plasmas,A-gripi viiruse IgA,43851-5,Bld,kasutatav_nimetus
A-gripi viiruse IgG,"S,P-Influenza A virus IgG",A-gripi viiruse vastane IgG seerumis/plasmas,A-gripi viiruse IgG,43837-4,Bld,kasutatav_nimetus
A-gripi viiruse IgM,"S,P-Influenza A virus IgM",A-gripi viiruse vastane IgM seerumis/plasmas,A-gripi viiruse IgM,43838-2,Bld,kasutatav_nimetus
A-gripi viiruse külv,XXX-Influenza A virus culture,A-gripi viiruse külv,A-gripi viiruse külv,48310-7,,kasutatav_nimetus
A-gripi viiruse RNA,XXX-Influenza A virus RNA,A-gripi viiruse RNA,A-gripi viiruse RNA,34487-9,,t_nimetus
A-gripi viiruse tüpiseerimine hemaglutiniini geeni alusel ninakaapes,Nose-Influenza A virus typ,A-gripi viiruse tüpiseerimine hemaglutiniini geeni alusel ninakaapes,A-gripi viiruse tüpiseerimine ninakaapes,59423-4,,t_nimetus
A-gripi viiruse tüpiseerimine ninakaapes,Nose-Influenza A virus typ,A-gripi viiruse tüpiseerimine hemaglutiniini geeni alusel ninakaapes,A-gripi viiruse tüpiseerimine ninakaapes,59423-4,,kasutatav_nimetus
A-gripi viiruse vastane IgA seerumis/plasmas,"S,P-Influenza A virus IgA",A-gripi viiruse vastane IgA seerumis/plasmas,A-gripi viiruse IgA,43851-5,Bld,t_nimetus
A-gripi viiruse vastane IgG seerumis/plasmas,"S,P-Influenza A virus IgG",A-gripi viiruse vastane IgG seerumis/plasmas,A-gripi viiruse IgG,43837-4,Bld,t_nimetus
A-gripi viiruse vastane IgM seerumis/plasmas,"S,P-Influenza A virus IgM",A-gripi viiruse vastane IgM seerumis/plasmas,A-gripi viiruse IgM,43838-2,Bld,t_nimetus
A (H1N1)-gripi viiruse RNA,XXX-Influenza A H1N1 virus RNA,A (H1N1)-gripi viiruse RNA,A (H1N1)-gripi viiruse RNA,55465-9,,kasutatav_nimetus
A-hepatiidi viiruse vastane IgG seerumis/plasmas,"S,P-HAV IgG",A-hepatiidi viiruse vastane IgG seerumis/plasmas,HAV IgG,40724-7,Bld,t_nimetus
A-hepatiidi viiruse vastane IgM seerumis/plasmas,"S,P-HAV IgM",A-hepatiidi viiruse vastane IgM seerumis/plasmas,HAV IgM,13950-1,Bld,t_nimetus
A-hepatiidi viiruse vastaste antikehade hulk seerumis,"S,P-HAV Ab QN",A-hepatiidi viiruse vastaste antikehade hulk seerumis,HAV Ab QN,22312-3,Bld,t_nimetus
Aidalesta Blo t 5 IgE (ISAC),"S,P-Blo t 5 IgE",Aidalesta komponendi Blo t 5 vastane IgE seerumis/plasmas (ISAC),Aidalesta Blo t 5 IgE (ISAC),L-5175,,kasutatav_nimetus
Aidalesta komponendi Blo t 5 vastane IgE seerumis/plasmas (ISAC),"S,P-Blo t 5 IgE",Aidalesta komponendi Blo t 5 vastane IgE seerumis/plasmas (ISAC),Aidalesta Blo t 5 IgE (ISAC),L-5175,,t_nimetus
Aidalesta komponendi Lep d 2 vastane IgE seerumis/plasmas (ISAC),"S,P-Lep d 2 IgE",Aidalesta komponendi Lep d 2 vastane IgE seerumis/plasmas (ISAC),Aidalesta Lep d 2 IgE (ISAC),L-5181,,t_nimetus
