analysis_name,parameter_name,parameter_code,unit,analyte,property,system,time_aspect,scale
Hematoloogilised uuringud,E-MCH(Keskmine hemoglobiinikontsentratsioon erütrotsüüdis),21,g/l,,,Bld,Pt,Qn
Vere automaatuuring 5-osalise leukogrammiga,LYMPH,B1-Vereanalüüs-Sysmex,10*9/L,Lymph,unknown,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Tsefepiim MI,30122,,,,Bld,Pt,Qn
Uriini uuringud,Värvus,133,,,,urine,,
Uriini sademe mikroskoopia,Granuleeritud,U-sedim-suprav,.,,,urine,,
Immuunuuringud,Prolaktiin,43546,IU/l,,,Bld,Pt,Qn
Hematoloogilised uuringud,Segmentuumseid,50,%,,,Bld,Pt,Qn
Punktaadi analüüs,PlrF-Gluc pleuravedelikus,PlrF-Glucpleuravedelikus,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Erütromütsiin,30111,,,,urine,,
Mikrobioloogilised uuringud,Ciprofl.,911,,,,Bld,Pt,Qn
Automaat uuring 3 osalise leukogrammiga,PLT,B1-A3Diff,10 9/l,PLT,NCnc,Bld,Pt,Qn
Mikrobioloogia labor (haigla),KPC,43915,,,,Bld,Pt,Qn
Vere automaatuuring 5-osalise leukogrammiga,BASO#,B-A5Diff,10x9/l,Baso,Num,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Vankomütsii,30298,,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,t2 / sp IgE lepa suhtes,t2/spIgElepasuhtes,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Domineeriv mikrofloora,740,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Meropeneem(Meropeneem),60675,,,,urine,,
Vere automaatuuring leukogrammita,MPV,B-CBC,fL,MPV,EntVol,Bld,Pt,Qn
Hemogramm,RDW-CV,B-CBC,%,RDW,Ratio,Bld,Pt,Qn
Immuunmeetodi uuringud,FT3,2129,pmol/l,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),B-Aer(Aeroobide uuring verest),10201,,,,Bld,Pt,Qn
Hemogramm (vere automaatuuring leukogrammita),HGB,B-CBC,g/l,HGB,MCnc,Bld,Pt,Qn
Uriini sademe mikroskoopia,granulaarsed silindrid,U-Sedim,-,,,urine,,
Mikrobioloogilised uuringud,Imipeneem,30134,,,,urine,,
Mikrobioloogilised uuringud,Tseftasidiim(Tseftasidiim),65108,,,,urine,,
Vere automaatuuring 5-osalise leukogrammiga,HCT,B-A5Diff,%,HCT,VFr,Bld,Pt,Qn
Mikrobioloogia labor (haigla),F-Yers(Yersinia uuring väljaheitest),10290,,,,urine,,
Mikrobioloogia labor (haigla),Mikroobi,43211,,,,urine,,
Hemostasiogramm,LA-sõeluuring - Luupus antikoagulantide test/kvalit,LA-sõeluuring-Luupusantikoagulantidetest/kvalit,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Doksütsükliin(Doksütsükliin),58487,,,,urine,,
Vereäige mikroskoopia,Kepptuumsed neutrofiilid,B-Hemo,%,,,Bld,Pt,Qn
Happe-alus tasakaal,O2Hb(Oksühemoglobiin),70361,%,,,Bld,Pt,Qn
Uriini analüüs,dU-M1 M-komponent 1 uriinis,dU-M1M-komponent1uriinis,,,,urine,,
Mikrobioloogilised uuringud,Nimetus,144402,,,,Bld,Pt,Qn
Kliinilise keemia uuringud,aB-Lac(Laktaat arteriaalses veres),10308,mmol/l,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,ESBL(ESBL),58938,,,,Bld,Pt,Qn
Kliiniline labor,RDW-C,10170,fL,RDW,EntVol,Bld,Pt,Qn
Uriini uuringud,Lima,555,,,,urine,,
Mikrobioloogilised uuringud,Flukonasool MI,30223,,,,urine,,
Väljast tellitud analüüsid,Rhinoviirus A,RhinoviirusA,,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,Coagulase Negative Staphylococci DNA RT-PCR meetodil täisver,,,,,Bld,Pt,Qn
Hematoloogia labori analüüsid,LYMPH,213,,Lymph,unknown,Bld,Pt,Qn
VÄL,AA,41166,g/l,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Gentamütsiin(Gentamütsiin),59396,,,,urine,,
Uriini uuringud,AAV1 2 U-Pro(Valk uriinis),1001,g/l,,,urine,,
Mikrobioloogilised uuringud,Kinupristiin-Dalfopristiin,30271,,,,Bld,Pt,Qn
Kliiniline labor,amorfsed uraadid,10156,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,"CSF-NmgB/E.coli-Lat(Neisseria meningitidis B antigeen (latekstest, liikvorist))",2082,,,,Bld,Pt,Qn
VÄL,Ig,41174,g/l,,,Bld,Pt,Qn
HIV-1 antiretroviirusravimite genotüüpilise resistentsuse uuring verest,NVP,B-HIV-1_ARVDres,-,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Nimetus(Enterobakterid),67554,,,,urine,,
Biokeemia analüüs,fP-apoA1 (apolipoproteiin A),fP-apoA1(apolipoproteiinA),,,,fSP,Pt,Qn
Spermagramm,Aglutinatsioon,Sem-Cyto,-,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Doksütsüklii(Doksütsükliin),58502,,,,urine,,
Mikrobioloogia labor (haigla),Amoksitsilliin-klavulaanhape,30124,,,,Bld,Pt,Qn
Kliiniline vere ja glükohemoglobiini analüüs,Märklaudrakud,Märklaudrakud,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,TMP-SMX(TMP-SMX),64046,,,,urine,,
Mikrobioloogilised uuringud,Norfloksatsiin,144571,,,,urine,,
Immuunmeetoditel uuringud,HBeAG /B-hepatiidi viiruse ümbrise antigeen seerumis,,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tsefuroksiim (suukaudne(Tsefuroksiim (suukaudne)),65457,,,,urine,,
Mikrobioloogilised uuringud,"Nimetus(Mükoplasma, Ureaplasma)",67759,,,,Bld,Pt,Qn
Hemogramm viieosalise leukogrammiga,B-HGB,B-CBC-Diff,g/L,HGB,MCnc,Bld,Pt,Qn
Immuunmeetoditel uuringud,anti-CCP IgG antitsitrulliini,anti-CCPIgGantitsitrulliini,,,,Bld,Pt,Qn
LTKH allhanked,CSF-Ig-olig(Oligoklonaalsed immuunglobuliinid liikvoris isoelektrilisel fokuseerimisel),69666,,,,urine,,
Mikrobioloogia labor (haigla),Tsiprofloksatsiin MIK,30094,,,,urine,,
Immuunmeetoditel uuringud,Treponema pallidum vastane antikehade tiiter seerumis (hema,Treponemapallidumvastaneantikehadetiiterseerumis(hema,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Fosfomütsiin MIK,147042,,,,Bld,Pt,Qn
Hemogramm,Eosinofiilid,B1-Hemo,%,Eo,NCnc,Bld,Pt,Qn
Mikrobioloogilised uuringud,Piperatsilliin+tasobaktaam(Piperatsilliin+tasobaktaam),62719,,,,Bld,Pt,Qn
Immunoloogilised uuringud,Vaba PS,68,µg/l,,,Bld,Pt,Qn
Hematoloogilised uuringud,Lümfotsüüdi,45,%,,,Bld,Pt,Qn
Hematoloogia labori analüüsid,PL,207,x 10 9/L,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,Mycoplasma pneumoniae vastane IgM seerumis,MycoplasmapneumoniaevastaneIgMseerumis,,,,Bld,Pt,Qn
Hematoloogilised uuringud,3 B-P-LCR(Trombotsüütide suurte vormide suhtarv),146174,%,LCR,NFr,Bld,Pt,Qn
Retikulotsüüdid,IRF,B-RET,%,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Grami preparaat,853,,,,urine,,
Mikrobioloogilised uuringud,Tsefuroksiim (parenteraalne)(Tsefuroksiim (parenteraalne)),65364,,,,urine,,
täisveri,WBC,B-täisveri,10 9 /l,WBC,NCnc,Bld,Pt,Qn
Biokeemia analüüs,fS-Transf (transferriin),,,,,urine,,
Biokeemia labor,B3-DAT-g_,10499,,,,urine,,
Toksikoloogia analüüs Hiiul,Mangaan uriinis,Mangaanuriinis,,,,urine,,
Liikvori analüüs,CSF-Ig-oligo Immuunglobuliinid (oligoklonaalsed) liikvoris,CSF-Ig-oligoImmuunglobuliinid(oligoklonaalsed)liikvoris,,,,Bld,Pt,Qn
Toksikoloogia analüüs Hiiul,Kadmium veres,Kadmiumveres,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Linesoliid,144269,,,,urine,,
Vere automaatuuring leukogrammita,HCT,vB-CBC-2,.,HCT,VFr,Bld,Pt,Qn
Mikrobioloogilised uuringud,Amoksitsilliin+klavulaanhape(Amoksitsilliin+klavulaanhape),57677,,,,Bld,Pt,Qn
Biokeemilised uuringud,Bilirubiin (üld),427,mkmol/l,Bil,SCnc,urine,,
Hematoloogilised uuringud,MCHC(Keskmine hemoglobiini konsentratsioon erütrotsüüdis),547,g/l,MCHC,MCnc,Bld,Pt,Qn
Mikrobioloogilised uuringud,Nitrofurantoiin,144439,,,,urine,,
Uriini uuringud,Nitritid,2121,,,,urine,,
Mikrobioloogilised uuringud,Erütromütsii(Erütromütsiin),58703,,,,Bld,Pt,Qn
Kliiniline labor,amjorfsed fosfaadi,10163,,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,k85 / sp IgE klooramiin T suht,,,,,Bld,Pt,Qn
CBC Hemogramm,PCT,B-CBC,%,,,Bld,Pt,Qn
Kliinilise keemia uuringud,fS-Gluc 6(Glükoos seerumis),108,mmol/l,Gluc,SCnc,fSP,Pt,Qn
LTKH allhanked,Chlamydia Trachomatis IgA(5. Chlamydia Trachomatis IgA),1366,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tseftasidii(Tseftasidiim),65045,,,,Bld,Pt,Qn
Hematoloogilised uuringud,Monotsüüt,47,%,Mono,NCnc,Bld,Pt,Qn
Hematoloogilised uuringud,MCH(Keskmine hemoglobiini hulk erütrotsüüdis),3864,pg,MCH,EntMass,Bld,Pt,Qn
Biokeemia labor,cB-Gluc-korduv,10526,mmol/l,Gluc,SCnc,cB,Pt,Qn
Immuunmeetoditel uuringud,e1 / sp IgE kassi suhtes,e1/spIgEkassisuhtes,,,,Bld,Pt,Qn
Kliiniline labor,Lümfotsüüdid,10085,%,Lymph,NCnc,Bld,Pt,Qn
Uriini sademe mikroskoopia,Lümfotsüüdid (ur. sademes),U-Sed-m,-,,,urine,,
Mikrobioloogia labor (haigla),Tsiprofloksatsiin MIK,30160,,,,urine,,
Vere automaatuuring leukogrammita,MCHC,B-CBC,g/L,MCHC,MCnc,Bld,Pt,Qn
Hemogramm viieosalise leukogrammiga,MPV,B-CBC-5Diff,fL,MPV,EntVol,Bld,Pt,Qn
Mikrobioloogilised uuringud,F-Shi(Shigella uuring välajheitest),473,,,,urine,,
Mikrobioloogilised uuringud,kaenlavoldid,792,,,,Bld,Pt,Qn
Uriini uuringud,Antibiogramm,3986,,,,urine,,
Vereäige mikroskoopia,Atüüpilised lümfotsüüdid,B-Hemo,%,,,Bld,Pt,Qn
Uriini analüüs,U-Kusih.kr. Kusihappe kristallid,U-Kusih.kr.Kusihappekristallid,,,,urine,,
Uriini uuringud,U-Mikroalbumiin(Albumiin uriinis (mikroalbuminuuria)),1197,mg/l,,,urine,,
Mikrobioloogilised uuringud,Pristinamütsiin(Pristinamütsiin),62974,,,,Bld,Pt,Qn
Biokeemia labor,INR-,10566,,,,Bld,Pt,Qn
Uriini sademe mikroskoopia,U-Sed-m.,U-Sed-m.,-,,,urine,,
Kliiniline vereanalüüs,ESR Erütrotsüütide settekiirus,,,ESR,Vel,Bld,Pt,Qn
Uriini uuringud,"U-Pro(Uriini valk, üks parameeter 10 parameetrilisel testribal)",8,g/l,,,urine,,
Mikrobioloogilised uuringud,Piperatsilliin-tasobaktaam,30136,,,,urine,,
Kliiniline vere ja glükohemoglobiini analüüs,MCHC,MCHC,,MCHC,MCnc,Bld,Pt,Qn
Hematoloogilised uuringud,10 B-Mono%(Monotsüütide suhtarv),620,%,Mono,NCnc,Bld,Pt,Qn
Hematoloogilised uuringud,MC(Erütrotsüüdi keskmine maht),539,fL,MCV,EntVol,Bld,Pt,Qn
Hematoloogilised uuringud,3 MPV(Trombotsüütide keskmine maht),17,fL,MPV,EntVol,Bld,Pt,Qn
Hematoloogilised uuringud,WBC(Leukotsüüdid täisverest),605,10 U/l,WBC,NCnc,Bld,Pt,Qn
VÄL,Ig,41176,g/l,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Norfloksatsii,144571,,,,urine,,
Mikrobioloogia labor (haigla),Oksatsillii,30293,,,,Bld,Pt,Qn
Hüübimise uuringud,Veritsusaeg Ivy järgi,57,min,,,Bld,Pt,Qn
Immuunmeetoditel põhinevad uuringud,Digoksiin,1507,ng/ml,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,"Oksatsillii(Oksatsilliin St.aur, St.lugdunensis)",144196,,,,urine,,
B-autom5diff,PDW,,%,PDW,Ratio,Bld,Pt,Qn
Immunoloogilised uuringud,Insuliin (peale sööki),1290,mIU/l,,,Bld,Pt,Qn
Happe-alus tasakaal,ABEc(Tegelik aluste liig),71670,mmol/l,,,Bld,Pt,Qn
Biokeemia analüüs,U-Crea Kreatiniin 1.hommikuses uriinis,U-CreaKreatiniin1.hommikusesuriinis,,,,Bld,Pt,Qn
Autoimmuunuuringud,Tuumavastased Ak-d (ANA),1425,,,,Bld,Pt,Qn
Kliiniline vere ja glükohemoglobiini analüüs,ESR Erütrotsüütide settekiirus,ESRErütrotsüütidesettekiirus,,ESR,Vel,Bld,Pt,Qn
Punktaadi analüüs,Makrofaagid,Makrofaagid,,,,Bld,Pt,Qn
Hematoloogilised uuringud,MP,2695,%,,,Bld,Pt,Qn
Seroloogilised uuringud,Puukentsefaliit IgG seerumist(Puukentsefaliidiviirus IgG seerumist),71426,S/CO,,,Bld,Pt,Qn
Biokeemia analüüs,S-fK/S-fL (Kappa ja Lambda vabade kergahelate suhe),,,,,urine,,
Kliinilise keemia uuringud,CRP,3311,mg/l,,,Bld,Pt,Qn
Seroloogilised uuringud,OspC (p25 Bg,147100,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,kül,829,,,,Bld,Pt,Qn
Happe-alus tasakaal,Hctc,71675,%,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,anti-EMA IgA /endomüüsiumi vak,anti-EMAIgA/endomüüsiumivak,,,,Bld,Pt,Qn
Vereäige mikroskoopia,NRBC,B-Smear-m,/100 leuk,NRBC,unknown,Bld,Pt,Qn
Mikrobioloogilised uuringud,Amoksitsilliin-klavulaanhape,30124,,,,urine,,
Mikrobioloogilised uuringud,F-Sa(Staphylococcus aureus-e uuring väljaheitest (lastel < 2a)),380,,,,Bld,Pt,Qn
Uriini analüüs,Uriini sademe mikroskoopia,Uriinisadememikroskoopia,,,,urine,,
Uriini uuringud,Val,780,,,,urine,,
Mikrobioloogilised uuringud,kolonisatsiooni jälgimin,529,,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,Ureaplasma parvum DNA emakakaelakanalikaapest,UreaplasmaparvumDNAemakakaelakanalikaapest,,,,Bld,Pt,Qn
Uriini uuringud,Ülemineku epitee,3522,,,,urine,,
Punktaadi analüüs,PH,PH,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Mikroobi kogus,71932,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tsefuroksiim (suukaudne)(Tsefuroksiim (suukaudne)),65459,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Nimetus,12379,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Eam-My(Seente külv (keskkõrvaeritisest)),2134,,,,urine,,
Väljast tellitud analüüsid,ANA,ANA,,,,Bld,Pt,Qn
vereäige mikroskoopia,Keppt,B-Smear,-,,,Bld,Pt,Qn
Seroloogilised uuringud,BB_A34 (p58 Bb),147101,,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Penitsilliin,43896,,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,anti-ENA: anti-Scl-70,anti-ENA:anti-Scl-70,,,,Bld,Pt,Qn
Uriini sademe mikroskoopia,Uriini sademe kusihappe kristallid,U-Sedim,-,,,urine,,
Vere automaatuuring 5-osalise leukogrammiga,EO%,B-A5Diff,%,Eo,NCnc,Bld,Pt,Qn
Uriini uuringud,U-Le(Uriini leukotsüüdid. üks parameeter 10 parameetrilisl testribal),122,rakku/µl,,,urine,,
Mikrobioloogilised uuringud,Mikroobi kogu,30342,,,,Bld,Pt,Qn
Biokeemia analüüs,fS-Lp(a) (lipoproteiin a),fS-Lp(a)(lipoproteiina),,,,fSP,Pt,Qn
VÄL,C-peptiid,41439,nmol/l,,,Bld,Pt,Qn
Uriini uuringud,mikroalbumii,382,mg/l,,,urine,,
Mikrobioloogia labor (haigla),Preparaa,43166,,,,urine,,
Vere automaatuuring 3-osalise leukogrammiga,MCV Erütrotsüütide kesmine ruumala,B-A3Diff,fl,MCV,EntVol,Bld,Pt,Qn
Mikrobioloogilised uuringud,Penitsilliin(Penitsilliin),62210,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Klindamütsii(Klindamütsiin),60096,,,,Bld,Pt,Qn
Uriin,UBG,,µmol/L,Urobilinogeen UBG,SCnc,urine,,
Hematoloogilised uuringud,Metamüelotsüüdi,740,%,,,Bld,Pt,Qn
Happe-alus tasakaal,Lac,71677,mmol/l,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Imipeneem(Imipeneem),59749,,,,Bld,Pt,Qn
Seroloogiline analüüs,Rh-fenotüübi määramine 66408,Rh-fenotüübimääramine66408,,,,Bld,Pt,Qn
Hematoloogilised uuringud,Eosinofiili,737,%,Eo,NCnc,Bld,Pt,Qn
Mikrobioloogilised uuringud,Ertapeneem,30125,,,,urine,,
Mikrobioloogilised uuringud,Mikroobi kogu,582,,,,Bld,Pt,Qn
Punktaadi analüüs,PrcF-Diff - Perikardivedeliku tsütogramm (mikroskoopia),PrcF-Diff-Perikardivedelikutsütogramm(mikroskoopia),,,,Bld,Pt,Qn
Uriini analüüs 10-parameetrilise testribaga,Ketoonid,U-Strip,-,ketoonid,SCnc,urine,,
Vere automaatuuring ilma leukogrammita,MCV Erütrotsüütide keskmine ruumala,B-CBC,fL,MCV,EntVol,Bld,Pt,Qn
Mikrobioloogilised uuringud,Erütrotsüüdi,736,,,,Bld,Pt,Qn
Hematoloogilised uuringud,PDW(Trombotsüütide jaotuvus mahujärgi. e. trombotsüütide anisotsütoosimäär),3867,%,PDW,Ratio,Bld,Pt,Qn
Vere automaatuuring 5-osalise leukogrammiga,WBC,B-CBC+Diff,10\9/L,WBC,NCnc,Bld,Pt,Qn
Hematoloogilised uuringud,12 B-Neut#(Neutrofiilide arv),624,/nL,Neut,Num,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tseftriaksoon,30114,,,,urine,,
Mikrobioloogilised uuringud,Ofloksats. 1,899,,,,Bld,Pt,Qn
Uriini analüüs 10-parameetrilise testribaga,Uriini värvus,U-Strip,-,,,urine,,
Uriini uuringud,U-UB(Urobilinogeen),711,µmol/l,Urobilinogeen UBG,SCnc,urine,,
Uriini uuringud,Ketokehad,1500,,,,urine,,
Hematoloogilised uuringud,12 B-Baso%(Basofiilide suhtarv),622,%,Baso,NCnc,Bld,Pt,Qn
Mikrobioloogilised uuringud,Cf-Ae(Aeroobse mikrofloora külv (emakakaelaeritisest)),1734,,,,urine,,
Uriini uuringud,U-C(Kaltsium uriinis),1221,mmol/l,,,urine,,
Immuunmeetoditel uuringud,c2 / sp IgE fenoksümetüülpenitsilliini suhtes,c2/spIgEfenoksümetüülpenitsilliinisuhtes,,,,Bld,Pt,Qn
Uriini uuringud,U-Glu(Glükoos uriinis),510,mmol/l,Gluc,SCnc,urine,,
Mikrobioloogia labor (haigla),Mikroobi kogus,30333,,,,Bld,Pt,Qn
Biokeemia analüüs,Albumiinid / Globuliinid,Albumiinid/Globuliinid,,,,Bld,Pt,Qn
Kliinilise keemia uuringud,fS-TRF-sat(Transferriini saturatsioon),816,%,,,fSP,Pt,Qn
Mikrobioloogilised uuringud,Pf-Anaer(Anaeroobse mikrofloora külv (pleuravedelikust)),1794,,,,urine,,
Mikrobioloogilised uuringud,infektsioon,498,,,,Bld,Pt,Qn
Vere automaatuuring 5-osalise leukogrammiga,LYMPH%,B1-Vereanalüüs-Sysmex,%,Lymph,NCnc,Bld,Pt,Qn
Liikvori analüüs,Liikvori makroskoopiline uuring,Liikvorimakroskoopilineuuring,,,,Bld,Pt,Qn
Hematoloogilised uuringud,1 NRBC,717,,,,Bld,Pt,Qn
T/B-lümfotsüütide uuring,CD3+ suhtarv,B-Lymph,%,Lymph,NCnc,Bld,Pt,Qn
Hematoloogilised uuringud,12 B-RDW(Erütrotsüütide suurusjaotuvus),615,%,RDW,Ratio,Bld,Pt,Qn
VÄL,Endomüüsiumi IgA,41388,,,,Bld,Pt,Qn
Hemogramm,Metamüelotsüüdid,B1-Hemo,%,,,Bld,Pt,Qn
Punktaadi analüüs,PrcF- monotsüüdid ning makrofaagid,PrcF-monotsüüdidningmakrofaagid,,,,Bld,Pt,Qn
Uriini ribaanalüüs,Erütrotsüüdid uriinis,U-Strip,rakku/µl,Erütrotsüüdid,NCnc,urine,,
Uriini uuringud,U-Ket,9,mmol/l,ketoonid,SCnc,urine,,
Mikrobioloogilised uuringud,Nimetus(H. influenzae),67659,,,,urine,,
Immuunmeetoditel uuringud,Chlamydia trachomatis DNA ureetrakaapest,ChlamydiatrachomatisDNAureetrakaapest,,,,Bld,Pt,Qn
uriini autom. sademega,uriini sade,U-uriini_autom._sademega,-,,,urine,,
Uriini uuringud,Epiteelsilinder,1178,rakku / vaateväli,,,urine,,
Hematoloogilised uuringud,Reaktiivsed lümfotsüüdid,1661,%,,,Bld,Pt,Qn
Uriini uuringud,2 U-Ket,9,mmol/l,,,urine,,
Kliiniline labor,leukotsüüdid,10146,,WBC,NCnc,Bld,Pt,Qn
VÄL,Blastid (spetsifitseerimata),44670,%,,,Bld,Pt,Qn
Kliinilise keemia uuringud,Rau,1936,mkmol/l,,,Bld,Pt,Qn
Hematoloogilised uuringud,B-Diff-LYMPH-(Lümfotsüütide protsent),154,%,Lymph,NCnc,Bld,Pt,Qn
Hematoloogilised uuringud,CHCM(Erütrotsüütide keskmine HGB kontsentratsioon (mahu kohta)),613,g/l,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,Borrelia burgdorferi IgG IIF seer,BorreliaburgdorferiIgGIIFseer,,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Tf-My(Seente uuring trahheaaspiraadist),10285,,,,urine,,
Hematoloogilised uuringud,B-Hct(Hematokrit),608,%,HCT,VFr,Bld,Pt,Qn
Hematoloogilised uuringud,Metamüelotsiidid,46,%,,,Bld,Pt,Qn
"AB0-veregrupp, RhD antigeen ja otsene antiglobuliintest vastsündinul",AB0-veregrupp,B-AB0-RhD-DAT-n,-,,,Bld,Pt,Qn
Hemogramm viieosalise leukogrammiga,MCV,B-CBC-5Diff,fL,MCV,EntVol,Bld,Pt,Qn
Mikrobioloogilised uuringud,Kolistiin MI,146228,,,,Bld,Pt,Qn
Hematoloogilised uuringud,2 B-P-LCR(Trombotsüütide suurte vormide suhtarv),146174,%,LCR,NFr,Bld,Pt,Qn
Hemogramm viieosalise leukogrammiga,MPV,B-CBC-Diff,fL,MPV,EntVol,Bld,Pt,Qn
Mikrobioloogilised uuringud,Gentamütsiin(Gentamütsiin),59284,,,,urine,,
Erinevad laboratoorsed uuringud,Anti-PNMA2(Ma2/Ta) liikvoris,316-Välisuuringud,-,,,Bld,Pt,Qn
Vere automaatuuring 5-osalise leukogrammiga,PCT,B-A5Diff,%,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tsefoksitiin,146195,,,,Bld,Pt,Qn
Hematoloogilised uuringud,Suured teralised lümfotsüüdid,70907,%,,,Bld,Pt,Qn
Uriini uuringud,1 U-Nit,6,,,,urine,,
Mikrobioloogilised uuringud,Tsefuroksiim,144321,,,,urine,,
Biokeemia labor,Glükoos (kordus) 17.0,10570,mmol/l,Gluc,SCnc,urine,,
Uriini uuringud,Uriini kogus(ööpäevase uriini kogus),777,l,,,urine,,
Kliinilise keemia uuringud,Kreatinii,1923,mkmol/l,,,Bld,Pt,Qn
VÄL,Puukentsefaliidiviiruse Ig,41491,,,,Bld,Pt,Qn
Immuunuuringud,Ferritiin,1976,ng/ml,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,"Cm-Ngo-PC(Neisseria gonorrhoeae, PCR (emakakaelakanalikaapest))",2074,,,,Bld,Pt,Qn
VÄL,Val,41133,g/l,,,Bld,Pt,Qn
Biokeemia analüüs,U-S-Crea-C arvutuslik (kreatiniinikliirens),U-S-Crea-Carvutuslik(kreatiniinikliirens),,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Amfoteritsiin B,11969,,,,urine,,
Immuunuuringud,Türeoglobuliin,45035,ug/L,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,Acinetobacter baumannii DNA RT-PCR meetodil täisverest,AcinetobacterbaumanniiDNART-PCRmeetodiltäisverest,,,,Bld,Pt,Qn
Vere automaatuuring 3-osalise leukogrammiga,<ANONYM>,vB-CBC-3,.,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,külv,827,,,,urine,,
Uriini analüüs,U-Glu Glükoos,,,Gluc,unknown,urine,,
Mikrobioloogilised uuringud,Imipeneem,146081,,,,Bld,Pt,Qn
Kliiniline vereanalüüs,Erütrotsüütide sferotsütoos,Erütrotsüütidesferotsütoos,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tseftasidiimi MIK,144342,,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,Antigeen amphiphysin vastane IgG seerumist/Neuronaalsed au,AntigeenamphiphysinvastaneIgGseerumist/Neuronaalsedau,,,,Bld,Pt,Qn
Uriini sademe mikroskoopia,Kusihappe kristallid,U-Sed-m.,-,,,urine,,
Glükeeritud hemoglobiini fraktsioon A1c,Hemoglobiin täisveres,B-HbA1c,g/l,HbA1c,MFr,Bld,Pt,Qn
Uriini sademe mikroskoopia,UBG,U-Sed-m.,-,Urobilinogeen UBG,SCnc,urine,,
Hematoloogia labori analüüsid,MP,210,%,,,Bld,Pt,Qn
Immuunuuringud,CA 125,40448,kU/l,,,Bld,Pt,Qn
Uriini analüüs,U-Bzd benzodiazepiin uriinis,U-Bzdbenzodiazepiinuriinis,,,,urine,,
Mikrobioloogilised uuringud,F -adeno(Adenoviirusantigeeni määramine immuunmeetodil),475,,,,urine,,
Uriini uuringud,AAV1 2 U-Nit(Nitritid uriinis),1014,,,,urine,,
Mikrobioloogilised uuringud,Tsiprofloksatsiin(Tsiprofloksatsiin),65806,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,F-Shi(Shigella sp külv (väljaheitest)),2162,,,,urine,,
Biokeemia analüüs,fS-Gluc (glükoos),fS-Gluc(glükoos),,Gluc,SCnc,fSP,Pt,Qn
Kliiniline labor,Selgus,43900,,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Kinupristiin-dalfopristiin MIK,30144,,,,urine,,
Mikrobioloogilised uuringud,Nimetu,30324,,,,urine,,
Uriini uuringud,U-pH(Uriini pH),514,pH,pH,LsCnc,urine,,
Kreatiniini kliirens ööpäevases uriinis,Kreatiniin uriinis,dU-S-Crea,mmol/l,Creat,,urine,,
Hematoloogilised uuringud,9 B-Plt(Trombotsüütide arv),609,/nL,PLT,NCnc,Bld,Pt,Qn
hemogramm,B-GRAN,B-CBC-3Diff,10 9 /l,,,Bld,Pt,Qn
Vere automaatuuring 5-osalise leukogrammiga,MCV,B-A5Diff,fl,MCV,EntVol,Bld,Pt,Qn
Hematoloogilised uuringud,B-RBC(Erütrotsüütide üldarv),2480,10 l,RBC,NCnc,Bld,Pt,Qn
