id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la;sentence_analysis_data;peasona;verb;label
246;Train/aja_luup200106_osa_4_ud211.conllu;Tänane kirikupea , järjekorras juba 132. katolikoss Karekin II rõhutab oma läkituses , et 1700. aasta juubel langeb kokku ajaga , mil armeenia rahvas võib pärast 600-aastast võõrvõimu taas iseseisvust nautida .;155;183;pärast 600-aastast võõrvõimu;free;Tänane kirikupea , järjekorras juba 132. katolikoss Karekin II rõhutab oma läkituses , et 1700. aasta juubel langeb kokku ajaga , mil armeenia rahvas võib taas iseseisvust nautida .;89.7;93.1;93.1;('pärast', 25, 28, 'nautida', 31);pärast;nautida;1
251;Train/aja_pm20000218_osa_5_ud211.conllu;165 miljonit dollarit maksnud Polar Landerit polnud kuulda alates 3. detsembrist , mil see pidi maanduma Punasel Planeedil .;105;122;Punasel Planeedil;free;165 miljonit dollarit maksnud Polar Landerit polnud kuulda alates 3. detsembrist , mil see pidi maanduma .;82.4;94.1;82.4;('Planeedil', 17, 16, 'maanduma', 16);Planeedil;maanduma;1
252;Train/ilu_vilep_ud211.conllu;Heitis pilgu esiaknasse -- maailm lähenes aegluubis .;13;23;esiaknasse;free;Heitis pilgu -- maailm lähenes aegluubis .;85.7;100.0;85.7;('esiaknasse', 2, 1, 'Heitis', 1);esiaknasse;Heitis;1
253;Train/aja_horisont2000_osa_3_ud211.conllu;Kui just tingimata peab , siis võiks ehk teha mingi transgeense elevandi , talle karvad selga manipuleerida ja kõik .;75;80;talle;free;Kui just tingimata peab , siis võiks ehk teha mingi transgeense elevandi , karvad selga manipuleerida ja kõik .;68.4;68.4;89.5;('talle', 13, 17, 'manipuleerida', 17);talle;manipuleerida;1
256;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Täies hoos on ettevalmistused 15. ja 16. aprillil Tallinnas Salme kultuurikeskuses toimuvateks Eesti Arstide Päevadeks , kuhu on teretulnud kõik tohtrid .;50;59;Tallinnas;free;Täies hoos on ettevalmistused 15. ja 16. aprillil Salme kultuurikeskuses toimuvateks Eesti Arstide Päevadeks , kuhu on teretulnud kõik tohtrid .;81.0;90.5;81.0;('Tallinnas', 8, 12, 'on', 3);Tallinnas;on;1
261;Train/tea_toohoive.conllu;Uuringu nädalal töötatud keskmine tundide arv ( hõivatud ) ,;0;15;Uuringu nädalal;free;töötatud keskmine tundide arv ( hõivatud ) ,;87.5;87.5;100.0;('Uuringu', 0, 2, None, None);Uuringu;;1
262;Train/arborest_ud211.conllu;Mälumiselt niidetud loom prantsatas ristikheinale .;0;10;Mälumiselt;free;niidetud loom prantsatas ristikheinale .;80.0;100.0;80.0;('Mälumiselt', 0, 2, 'prantsatas', 4);Mälumiselt;prantsatas;1
264;Train/aja_sloleht20071217_ud211.conllu;""" Reaalkool oli lisaks vingele õppetasemele kõva spordikool .";16;43;lisaks vingele õppetasemele;free;""" Reaalkool oli kõva spordikool .";100.0;100.0;100.0;('õppetasemele', 5, 4, 'oli', 3);õppetasemele;oli;1
274;Dev/aja_luup200009_ud211.conllu;Liisis omal ajal 700 000 krooni eest korralikud seadmed , mida piima praeguse hinnaga pole lootustki tasa teenida .;17;36;700 000 krooni eest;free;Liisis omal ajal korralikud seadmed , mida piima praeguse hinnaga pole lootustki tasa teenida .;53.3;66.7;66.7;('krooni', 5, 1, 'Liisis', 1);krooni;Liisis;1
275;Dev/aja_luup200009_ud211.conllu;Liisis omal ajal 700 000 krooni eest korralikud seadmed , mida piima praeguse hinnaga pole lootustki tasa teenida .;63;85;piima praeguse hinnaga;free;Liisis omal ajal 700 000 krooni eest korralikud seadmed , mida pole lootustki tasa teenida .;;;;('piima', 11, 14, 'Liisis', 1);piima;Liisis;1
276;Train/aja_ee200110_osa_11_ud211.conllu;Olen aastatega aru saanud , et mul on suhteliselt hea intuitsioon .;5;14;aastatega;free;Olen aru saanud , et mul on suhteliselt hea intuitsioon .;100.0;100.0;100.0;('aastatega', 1, 4, 'saanud', 4);aastatega;saanud;1
280;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;Teiseks sümptomaatilise ravi võimaluseks on isheemiast kahjustatud rakkude õppimisvõime parandamine kaltsiumi homeostaasi reguleerides .;44;54;isheemiast;free;Teiseks sümptomaatilise ravi võimaluseks on kahjustatud rakkude õppimisvõime parandamine kaltsiumi homeostaasi reguleerides .;92.3;100.0;92.3;('isheemiast', 5, 7, 'on', 5);isheemiast;on;1
282;Train/aja_horisont2000_osa_1_ud211.conllu;Tõsi küll , Itaalia oli ebakindel partner , kelle oli sellesse liitu viinud Tuneesia vallutamine Prantsusmaa poolt .;0;9;Tõsi küll;free;, Itaalia oli ebakindel partner , kelle oli sellesse liitu viinud Tuneesia vallutamine Prantsusmaa poolt .;100.0;100.0;100.0;('küll', 1, 1, 'oli', 5);küll;oli;1
287;Train/aja_ml200247_osa_1_ud211.conllu;Metsajälg oli kaheksa tunni vanune ja viis kilomeetrit pikk , kuid Donna ei eksinud jäljelt , ehkki oli juba kottpime ja mets täis jahihirmus loomi , kes olid kusagilt kindlasti üle jälje tormanud .;84;91;jäljelt;free;Metsajälg oli kaheksa tunni vanune ja viis kilomeetrit pikk , kuid Donna ei eksinud , ehkki oli juba kottpime ja mets täis jahihirmus loomi , kes olid kusagilt kindlasti üle jälje tormanud .;93.9;93.9;93.9;('jäljelt', 14, 14, 'eksinud', 14);jäljelt;eksinud;1
295;Train/tea_dr8047.conllu;J. L. Garwini jt. ( 1992 ) katsetest selgus , et kanamunade koostis ei mõjuta küll vere üldlipiididesisaldust , küll aga rasvhapete omavahelist suhet .;0;36;J. L. Garwini jt. ( 1992 ) katsetest;free;selgus , et kanamunade koostis ei mõjuta küll vere üldlipiididesisaldust , küll aga rasvhapete omavahelist suhet .;100.0;100.0;100.0;('L.', 1, 1, 'selgus', 9);L.;selgus;1
301;Train/aja_ee199920_osa_2_ud211.conllu;""" Aprillis oli meie poja sünnipäev -- Hillar oli kingid ostnud , need saadi autost kätte , aga et ta ise ennast varjab , ei ole isegi ideena usutav . """;76;82;autost;free;""" Aprillis oli meie poja sünnipäev -- Hillar oli kingid ostnud , need saadi kätte , aga et ta ise ennast varjab , ei ole isegi ideena usutav . """;93.3;100.0;93.3;('autost', 14, 14, 'saadi', 14);autost;saadi;1
305;Train/aja_ee199920_osa_3_ud211.conllu;Järele jäävate messihallidega poleks siinses kliimas midagi targemat peale hakata .;37;52;siinses kliimas;free;Järele jäävate messihallidega poleks midagi targemat peale hakata .;100.0;100.0;100.0;('siinses', 4, 6, 'hakata', 10);siinses;hakata;1
306;Train/arborest_ud211.conllu;Vesi tilgub laua kõrvale .;12;24;laua kõrvale;free;Vesi tilgub .;100.0;100.0;100.0;('laua', 2, 2, 'tilgub', 2);laua;tilgub;1
308;Train/tea_AA_05_6_ud211.conllu;Vaadates nüüd eelmainitud punkte , võime näha , et enamasti on statistika poolelt tegemist teatud piiride seadmisega ning üleastumiste mittetolereerimisega .;63;81;statistika poolelt;free;Vaadates nüüd eelmainitud punkte , võime näha , et enamasti on tegemist teatud piiride seadmisega ning üleastumiste mittetolereerimisega .;100.0;100.0;100.0;('statistika', 11, 13, 'näha', 7);statistika;näha;1
309;Dev/aja_luup200009_ud211.conllu;Pea oli kehvavõitu , aga traktorist sain jagu .;25;35;traktorist;free;Pea oli kehvavõitu , aga sain jagu .;100.0;100.0;100.0;('traktorist', 5, 7, 'sain', 7);traktorist;sain;1
310;Train/aja_pm20001004_osa_2_ud211.conllu;Mingit leevendust võib pakkuda väiksemate ja nõrgemate valdade liitumine , mis annaks lootust suurema eelarve abil ja kokkuhoiu arvel senisest paremini toime tulla .;94;133;suurema eelarve abil ja kokkuhoiu arvel;free;Mingit leevendust võib pakkuda väiksemate ja nõrgemate valdade liitumine , mis annaks lootust senisest paremini toime tulla .;100.0;100.0;100.0;('suurema', 13, 15, 'tulla', 23);suurema;tulla;1
311;Train/aja_pm20001004_osa_2_ud211.conllu;Mingit leevendust võib pakkuda väiksemate ja nõrgemate valdade liitumine , mis annaks lootust suurema eelarve abil ja kokkuhoiu arvel senisest paremini toime tulla .;134;142;senisest;free;Mingit leevendust võib pakkuda väiksemate ja nõrgemate valdade liitumine , mis annaks lootust suurema eelarve abil ja kokkuhoiu arvel paremini toime tulla .;95.7;95.7;95.7;('senisest', 19, 21, 'tulla', 23);senisest;tulla;1
314;Train/aja_epl20061216_ud211.conllu;"Teisipäeval esietendus Endla teatris Eva kirjutatud lastenäidend "" Sabaga täht "" .";23;36;Endla teatris;free;"Teisipäeval esietendus Eva kirjutatud lastenäidend "" Sabaga täht "" .";100.0;100.0;100.0;('teatris', 3, 2, 'esietendus', 2);teatris;esietendus;1
317;Train/arborest_ud211.conllu;Raudrüüs otse võimatu havihüppega viskus Lamont talle jalgadesse .;9;33;otse võimatu havihüppega;free;Raudrüüs viskus Lamont talle jalgadesse .;100.0;100.0;100.0;('otse', 1, 3, 'viskus', 5);otse;viskus;1
320;Train/aja_horisont2000_osa_3_ud211.conllu;Teisalt saad sa kõik , mis sind huvitab , kohe kätte ning võid seda järgmisel hetkel oma huvides kasutada .;47;52;kätte;free;Teisalt saad sa kõik , mis sind huvitab , kohe ning võid seda järgmisel hetkel oma huvides kasutada .;100.0;100.0;100.0;('kätte', 10, 2, 'saad', 2);kätte;saad;1
322;Train/aja_horisont2000_osa_3_ud211.conllu;Teisalt saad sa kõik , mis sind huvitab , kohe kätte ning võid seda järgmisel hetkel oma huvides kasutada .;85;96;oma huvides;free;Teisalt saad sa kõik , mis sind huvitab , kohe kätte ning võid seda järgmisel hetkel kasutada .;100.0;100.0;100.0;('oma', 16, 18, 'kasutada', 19);oma;kasutada;1
323;Train/aja_sloleht20071217_ud211.conllu;Ülesanded , mida mängus täitma peab , meenutavad Shakespeare'i kangelaste , näiteks John Falstaffi ees seisnuid .;17;23;mängus;free;Ülesanded , mida täitma peab , meenutavad Shakespeare'i kangelaste , näiteks John Falstaffi ees seisnuid .;68.8;68.8;87.5;('mängus', 3, 5, 'täitma', 5);mängus;täitma;1
329;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;Antiagregandid ( aspiriin , tiklopidiin , klopidogreel , dipüridamool ) aitavad sekundaarseks preventsiooniks nii suurte kui väikeste veresoonte kahjustusest põhjustatud VD korral .;80;109;sekundaarseks preventsiooniks;free;Antiagregandid ( aspiriin , tiklopidiin , klopidogreel , dipüridamool ) aitavad nii suurte kui väikeste veresoonte kahjustusest põhjustatud VD korral .;95.2;100.0;95.2;('preventsiooniks', 12, 11, 'aitavad', 11);preventsiooniks;aitavad;1
333;Train/aja_ee200110_osa_7_ud211.conllu;Ta on kogu aeg jälginud Alma tegevust .;6;14;kogu aeg;free;Ta on jälginud Alma tegevust .;100.0;100.0;100.0;('kogu', 2, 4, 'jälginud', 5);kogu;jälginud;1
336;Train/aja_ee200110_osa_2_ud211.conllu;Selleks , et oleks lootust leida näiteks kasvajate teket taganttõukavaid geenikombinatsioone , peaks miljon Eestimaa inimest nõustuma oma andmed loodavasse andmebaasi loovutama .;145;166;loodavasse andmebaasi;free;Selleks , et oleks lootust leida näiteks kasvajate teket taganttõukavaid geenikombinatsioone , peaks miljon Eestimaa inimest nõustuma oma andmed loovutama .;95.2;95.2;100.0;('loodavasse', 19, 21, 'loovutama', 22);loodavasse;loovutama;1
342;Train/aja_pm20000218_osa_5_ud211.conllu;Autokastis mehed , kes suundusid Soontagale röövleid jälitama .;33;43;Soontagale;free;Autokastis mehed , kes suundusid röövleid jälitama .;100.0;100.0;100.0;('Soontagale', 5, 5, 'suundusid', 5);Soontagale;suundusid;1
343;Dev/arborest_dev_ud211.conllu;Tõukas külmadest betoonastmetest üles .;7;32;külmadest betoonastmetest;free;Tõukas üles .;100.0;100.0;100.0;('betoonastmetest', 2, 1, 'Tõukas', 1);betoonastmetest;Tõukas;1
346;Train/aja_ee199920_osa_3_ud211.conllu;Täna pole meil veel väljapaneku täpset ideed ega raha , mille eest Saksamaale sõita .;56;66;mille eest;free;Täna pole meil veel väljapaneku täpset ideed ega raha , Saksamaale sõita .;92.3;92.3;92.3;('eest', 11, 11, 'sõita', 14);eest;sõita;1
347;Train/aja_ee199920_osa_3_ud211.conllu;Täna pole meil veel väljapaneku täpset ideed ega raha , mille eest Saksamaale sõita .;67;77;Saksamaale;free;Täna pole meil veel väljapaneku täpset ideed ega raha , mille eest sõita .;100.0;100.0;100.0;('Saksamaale', 12, 14, 'sõita', 14);Saksamaale;sõita;1
349;Train/aja_ee199920_osa_2_ud211.conllu;Nii eelistavad Luik ja Meri igal võimalusel Kerti hoida .;28;43;igal võimalusel;free;Nii eelistavad Luik ja Meri Kerti hoida .;100.0;100.0;100.0;('võimalusel', 6, 2, 'eelistavad', 2);võimalusel;eelistavad;1
354;Train/ilu_kanep_ud211.conllu;Noh , selle kohta ma ütlesingi , et sitt kohv .;6;17;selle kohta;free;Noh , ma ütlesingi , et sitt kohv .;100.0;100.0;100.0;('kohta', 3, 3, 'ütlesingi', 6);kohta;ütlesingi;1
355;Train/tea_dr8047.conllu;Merevetikate mõju munarebu ω-3-rasvhapete sisaldusele , mg/g rebus ( Herber , van Elswyk , 1996 );61;97;rebus ( Herber , van Elswyk , 1996 );free;Merevetikate mõju munarebu ω-3-rasvhapete sisaldusele , mg/g ;85.7;85.7;85.7;('rebus', 7, 7, None, None);rebus;;1
359;Train/aja_horisont2000_osa_3_ud211.conllu;Ma tunnengi oma loengutes puudust kaasamõtlemisest .;12;25;oma loengutes;free;Ma tunnengi puudust kaasamõtlemisest .;80.0;80.0;80.0;('loengutes', 3, 2, 'tunnengi', 2);loengutes;tunnengi;1
363;Train/aja_sloleht20071217_ud211.conllu;Need ERKFi poolt traditsiooniliselt välja antavad auhinnad koos 50 000 krooni suuruse stipendiumiga pälvisid tänavu kunstnik Jüri Arrak , akadeemik Endel Lippmaa , laulja Teo Maiste ja fotograaf Kalju Suur .;5;16;ERKFi poolt;free;Need traditsiooniliselt välja antavad auhinnad koos 50 000 krooni suuruse stipendiumiga pälvisid tänavu kunstnik Jüri Arrak , akadeemik Endel Lippmaa , laulja Teo Maiste ja fotograaf Kalju Suur .;;;;('poolt', 2, 2, 'pälvisid', 14);poolt;pälvisid;1
369;Train/ilu_maailm_ud211.conllu;""" Ostsin endale mööblit .";9;15;endale;free;""" Ostsin mööblit .";100.0;100.0;100.0;('endale', 2, 2, 'Ostsin', 2);endale;Ostsin;1
370;Train/aja_ml200247_osa_1_ud211.conllu;Winston Churchilli kuju ees tegime väikese peatuse .;0;27;Winston Churchilli kuju ees;free;tegime väikese peatuse .;100.0;100.0;100.0;('Churchilli', 1, 1, 'tegime', 5);Churchilli;tegime;1
372;Dev/aja_ml200247_osa6_ud211.conllu;Lähed , ütleme , pärast tööd hetkeks baarist läbi , et nelja sentiliitriga väheke stressi maandada , aga ärkad kusagil kummalises kohas alles siis , kui järgmine tööpäev juba koidab .;29;36;hetkeks;free;Lähed , ütleme , pärast tööd baarist läbi , et nelja sentiliitriga väheke stressi maandada , aga ärkad kusagil kummalises kohas alles siis , kui järgmine tööpäev juba koidab .;76.7;76.7;93.3;('hetkeks', 6, 1, 'Lähed', 1);hetkeks;Lähed;1
375;Dev/aja_ml200247_osa6_ud211.conllu;Lähed , ütleme , pärast tööd hetkeks baarist läbi , et nelja sentiliitriga väheke stressi maandada , aga ärkad kusagil kummalises kohas alles siis , kui järgmine tööpäev juba koidab .;111;135;kusagil kummalises kohas;free;Lähed , ütleme , pärast tööd hetkeks baarist läbi , et nelja sentiliitriga väheke stressi maandada , aga ärkad alles siis , kui järgmine tööpäev juba koidab .;75.0;75.0;92.9;('kohas', 21, 19, 'ärkad', 19);kohas;ärkad;1
376;Dev/aja_ml200247_osa6_ud211.conllu;See ületab Tartu juhtide lubatud kvoodi .;11;24;Tartu juhtide;free;See ületab lubatud kvoodi .;100.0;100.0;100.0;('Tartu', 2, 4, 'ületab', 2);Tartu;ületab;1
380;Dev/aja_luup200009_ud211.conllu;Lapsepõlves ei meeldinud talle lilligi viia , saati siis võhivõõrale ligi astuda ja juttu puhuma hakata .;25;30;talle;free;Lapsepõlves ei meeldinud lilligi viia , saati siis võhivõõrale ligi astuda ja juttu puhuma hakata .;93.8;93.8;100.0;('talle', 3, 3, 'meeldinud', 3);talle;meeldinud;1
382;Train/ilu_indrikson_ud211.conllu;"Seal , "" näitas ta pöidlaga seina .";19;27;pöidlaga;free;"Seal , "" näitas ta seina .";57.1;57.1;71.4;('pöidlaga', 5, 4, 'näitas', 4);pöidlaga;näitas;1
386;Dev/ilu_orlau_ud211.conllu;Olin mingis avaras hämaras ruumis , millest mu silmad algul midagi ei seletanud , justnagu oleksin äsja heledast päevavalgusest sisse astunud .;104;127;heledast päevavalgusest;free;Olin mingis avaras hämaras ruumis , millest mu silmad algul midagi ei seletanud , justnagu oleksin äsja sisse astunud .;100.0;100.0;100.0;('heledast', 17, 19, 'astunud', 21);heledast;astunud;1
389;Train/aja_ee199920_osa_2_ud211.conllu;""" Me ei saanud maandumisluba , "" teatab piloot istmete käetugedest kinni haaranud reisijatele .";47;93;istmete käetugedest kinni haaranud reisijatele;free;""" Me ei saanud maandumisluba , "" teatab piloot .";100.0;100.0;100.0;('reisijatele', 13, 8, 'teatab', 8);reisijatele;teatab;1
397;Train/aja_luup200202_osa_1_ud211.conllu;Enne minekut hoiatab ta oma leebel moel , et äri ei tohiks haiglas küll ülimaks eesmärgiks saada .;24;39;oma leebel moel;free;Enne minekut hoiatab ta , et äri ei tohiks haiglas küll ülimaks eesmärgiks saada .;100.0;100.0;100.0;('moel', 6, 3, 'hoiatab', 3);moel;hoiatab;1
408;Train/aja_ee199920_osa_1_ud211.conllu;""" Cannes'i kinnisvaramess ei ole tõsiselt võetav , see on mõeldud peamiselt riigiametnikele ilusa puhkuse veetmise kohaks , kuid mitte arvestatavate kontaktide loomiseks , "" lisab Slade .";66;91;peamiselt riigiametnikele;free;""" Cannes'i kinnisvaramess ei ole tõsiselt võetav , see on mõeldud ilusa puhkuse veetmise kohaks , kuid mitte arvestatavate kontaktide loomiseks , "" lisab Slade .";96.2;100.0;96.2;('riigiametnikele', 12, 11, 'mõeldud', 11);riigiametnikele;mõeldud;1
409;Train/aja_ee199920_osa_1_ud211.conllu;""" Cannes'i kinnisvaramess ei ole tõsiselt võetav , see on mõeldud peamiselt riigiametnikele ilusa puhkuse veetmise kohaks , kuid mitte arvestatavate kontaktide loomiseks , "" lisab Slade .";92;169;ilusa puhkuse veetmise kohaks , kuid mitte arvestatavate kontaktide loomiseks;free;""" Cannes'i kinnisvaramess ei ole tõsiselt võetav , see on mõeldud peamiselt riigiametnikele , "" lisab Slade .";100.0;100.0;100.0;(',', 23, 7, 'ei', 4);,;ei;1
418;Train/tea_toohoive.conllu;Aastal 2001 oli selliseid inimesi tööturul 11,2 tuhat .;34;42;tööturul;free;Aastal 2001 oli selliseid inimesi 11,2 tuhat .;87.5;100.0;87.5;('tööturul', 5, 7, 'oli', 3);tööturul;oli;1
419;Train/aja_luup200106_osa_2_ud211.conllu;Kas tahame , et ei jääks isamaast ilma .;25;33;isamaast;free;Kas tahame , et ei jääks ilma .;100.0;100.0;100.0;('isamaast', 6, 6, 'jääks', 6);isamaast;jääks;1
421;Train/aja_sloleht20071217_ud211.conllu;""" Racegirl 2007 "" finaalüritusest , mis peeti möödunud neljapäeval klubis Hollywood , pidi osa võtma ka kaunitar Laura Kõrgemäe .";46;66;möödunud neljapäeval;free;""" Racegirl 2007 "" finaalüritusest , mis peeti klubis Hollywood , pidi osa võtma ka kaunitar Laura Kõrgemäe .";94.7;94.7;100.0;('neljapäeval', 9, 8, 'peeti', 8);neljapäeval;peeti;1
422;Train/aja_sloleht20071217_ud211.conllu;""" Racegirl 2007 "" finaalüritusest , mis peeti möödunud neljapäeval klubis Hollywood , pidi osa võtma ka kaunitar Laura Kõrgemäe .";67;83;klubis Hollywood;free;""" Racegirl 2007 "" finaalüritusest , mis peeti möödunud neljapäeval , pidi osa võtma ka kaunitar Laura Kõrgemäe .";94.7;94.7;100.0;('klubis', 10, 8, 'peeti', 8);klubis;peeti;1
434;Train/ilu_maailm_ud211.conllu;Lõpuarvest oli järel viiskümmend rubla , kui Tartusse hääletasin .;45;53;Tartusse;free;Lõpuarvest oli järel viiskümmend rubla , kui hääletasin .;33.3;33.3;66.7;('Tartusse', 7, 9, 'hääletasin', 9);Tartusse;hääletasin;1
438;Train/aja_pm20001004_osa_3_ud211.conllu;Küttis ütles , et Tarvastu vallavanem on kohaliku hariduselu edendamiseks oma 13 valitsemisaasta jooksul väga palju ära teinud .;41;73;kohaliku hariduselu edendamiseks;free;Küttis ütles , et Tarvastu vallavanem on oma 13 valitsemisaasta jooksul väga palju ära teinud .;100.0;100.0;100.0;('kohaliku', 7, 9, 'teinud', 18);kohaliku;teinud;1
