analysis_name,analysis_substrate,parameter_code,parameter_name,unit,count
Histoloogia,,"B,P-iCa(ioniseeritudkaltsium)",Diagnoos 1,,93
Histoloogia,,30333,Diagnoos 1,,5
Hematoloogilised uuringud,,P-LCR(trombots.suurtevormidesuhtarv),RDW%,,1230
Hematoloogilised uuringud,,66802_Histo.prep._lisavärving,PLCR,,14
Histoloogia,,S-aCpn-A,Lokatsioon,,1
Histoloogia,,4587,Kirjeldus,,15
Histoloogia,,146230,Lokatsioon,,2
Histoloogia,,1878,Lokatsioon,,4
Histoloogia,,S-dsDNAAb/DNAkaksikahelavastaneIgGseerumis,Diagnoos 1,,58
Histoloogia,,Sk-HSV1-PCR,Kirjeldus,,1
Histoloogia,,1097,Lokatsioon,,3781
Hematoloogilised uuringud,,Um-Myc,PLCR,,5
Histoloogia,,7793,Diagnoos 1,,1
Histoloogia,,S-f2_IgE,Lokatsioon,,37
Hematoloogilised uuringud,,72180,PLCR,,1
Hematoloogilised uuringud,,P-ACTH,PLCR,,52
Histoloogia,,3615,Arhiivi number,,14
Histoloogia,,4270,Arhiivi number,,1
Histoloogia,,mOsm,Diagnoos 1,,429
Hematoloogilised uuringud,,S-Chpn.IgM,PLCR,,24
Hematoloogilised uuringud,,10152,PLCR,,5
Histoloogia,,1881,Arhiivi number,,1
Hematoloogilised uuringud,,146362,PLCR,,7
Histoloogia,,392,Lokatsioon,,30
Histoloogia,,Latekstestbakteriaalseteleantigeenidele,Diagnoos 1,,3
Histoloogia,,F-CldiTox,Arhiivi number,,1
Hematoloogilised uuringud,,Vag-Myc,RDW%,,3
Histoloogia,,XXX-Gram-m,Lokatsioon,,588
Histoloogia,,Suguhaiguste_paneel,Lokatsioon,,25
Hematoloogilised uuringud,,5040,RDW%,,1
Histoloogia,,4339,Kirjeldus,,1
Histoloogia,,3358,Arhiivi number,,1
Hematoloogilised uuringud,,152,PLCR,,3
Histoloogia,,Lihtherpeseviiruse1.tüübiDNAemakakaelakanalikaapest,Diagnoos 1,,3
Histoloogia,,P-HCV_RNA_QN,Arhiivi number,,35
Hematoloogilised uuringud,,7228,RDW%,,2
Histoloogia,,RDW-CV,Diagnoos 1,,6629
Hematoloogilised uuringud,,HingamisteedeviirustekompleksuuringPCRmeetodilninakaape,PLCR,,14
Hematoloogilised uuringud,,1510,RDW%,,5
Histoloogia,,Um-Uu/Parv-PCR,Arhiivi number,,10
Histoloogia,,S-t14_IgE,Kirjeldus,,18
Hematoloogilised uuringud,,1230,PLCR,,43
Hematoloogilised uuringud,,S-aCpnA,PLCR,,101
Histoloogia,,S2-IgE-FP2,Diagnoos 1,,8
Hematoloogilised uuringud,,68156,RDW%,,1
Histoloogia,,1591,Kirjeldus,,5
Histoloogia,,398,Arhiivi number,,16
Histoloogia,,CAZTseftazidiim,Kirjeldus,,152
Histoloogia,,3984,Diagnoos 1,,2
Hematoloogilised uuringud,,10702,RDW%,,75
Hematoloogilised uuringud,,fP-Gluc(glükoos),PLCR,,111
Hematoloogilised uuringud,,72177,PLCR,,1
Histoloogia,,144319,Diagnoos 1,,26
Histoloogia,,144347,Lokatsioon,,3
Histoloogia,,S-PG_I_ja_PG_II,Arhiivi number,,1
Hematoloogilised uuringud,,1370,RDW%,,10
Histoloogia,,5599,Arhiivi number,,1
Hematoloogilised uuringud,,2383,RDW%,,1
Hematoloogilised uuringud,,"S,P_-Transf",RDW%,,3
Histoloogia,,1344,Lokatsioon,,36
Histoloogia,,CSF-VZV-PCR,Arhiivi number,,2
Histoloogia,,2115,Diagnoos 1,,41
Hematoloogilised uuringud,,40463,RDW%,,1
Histoloogia,,F-Par,Kirjeldus,,20
Hematoloogilised uuringud,,147169,RDW%,,17
Histoloogia,,65719,Diagnoos 1,,4
Histoloogia,,144345,Kirjeldus,,3
Histoloogia,,Soolad,Lokatsioon,,113
Histoloogia,,"S,P-ALAT",Diagnoos 1,,120
Hematoloogilised uuringud,,10350,RDW%,,10
Histoloogia,,U-RBCErütrotsüüdid,Kirjeldus,,1483
Hematoloogilised uuringud,,e1/spIgEkassisuhtes,PLCR,,23
Histoloogia,,67546,Kirjeldus,,7
Hematoloogilised uuringud,,30223,PLCR,,6
Histoloogia,,67750,Arhiivi number,,1
Histoloogia,,S-Acetonatsetoonveres,Kirjeldus,,1
Hematoloogilised uuringud,,S-Cort,PLCR,,12
Histoloogia,,CSF-TBEVIgM/PuukentsefaliidiviirusevastaneIgMliikvoris,Arhiivi number,,7
Hematoloogilised uuringud,,3009,PLCR,,2
Histoloogia,,U-Ctr-PCR,Arhiivi number,,22
Hematoloogilised uuringud,,11100,RDW%,,12
Histoloogia,,64368,Arhiivi number,,1
Histoloogia,,1009,Lokatsioon,,4
Histoloogia,,604,Lokatsioon,,1
Hematoloogilised uuringud,,P-HBV_DNA_QN,RDW%,,3
Hematoloogilised uuringud,,Trombotsüütideanisotsütoos,RDW%,,25
Histoloogia,,65670,Kirjeldus,,1
Histoloogia,,S-f35_IgE,Arhiivi number,,25
Hematoloogilised uuringud,,58109,PLCR,,2
Histoloogia,,EnterococcusfaeciumDNART-PCRmeetodiltäisverest,Arhiivi number,,2
Histoloogia,,F-rota,Kirjeldus,,1
Histoloogia,,pH,Lokatsioon,,496
Histoloogia,,72137,Arhiivi number,,2
Histoloogia,,1572,Arhiivi number,,24
Histoloogia,,2190,Kirjeldus,,246
Histoloogia,,S-f13_IgE,Arhiivi number,,31
Hematoloogilised uuringud,,alfa-amülaaspunktaadis,RDW%,,2
Histoloogia,,S-cTnThsTroponiinTseerumis(kõrgtundlik),Arhiivi number,,682
Hematoloogilised uuringud,,146077,RDW%,,1
Histoloogia,,B-ABO_ctrl,Kirjeldus,,107
Histoloogia,,146025,Lokatsioon,,1
Hematoloogilised uuringud,,S-S-100,PLCR,,3
Histoloogia,,147134,Kirjeldus,,13
Histoloogia,,U-ProtValkuriinis,Arhiivi number,,17
Hematoloogilised uuringud,,S-Jo1_IgG,PLCR,,1
Hematoloogilised uuringud,,3342,RDW%,,3
Histoloogia,,S-aBorr-G,Kirjeldus,,3
Histoloogia,,CSF-aHSV1G,Diagnoos 1,,2
Hematoloogilised uuringud,,10487,RDW%,,111
Histoloogia,,IG-Ebaküpsedgranulotsüüdid,Kirjeldus,,5996
Histoloogia,,44388,Kirjeldus,,1
Histoloogia,,770,Arhiivi number,,1056
Hematoloogilised uuringud,,44586,RDW%,,4
Histoloogia,,Nail-Der,Lokatsioon,,2
Histoloogia,,2130,Diagnoos 1,,21
Hematoloogilised uuringud,,AMPAmpitsilliin,PLCR,,227
Histoloogia,,10111,Kirjeldus,,10
Histoloogia,,Ziehl-Neelsenivärving,Diagnoos 1,,18
Hematoloogilised uuringud,,1749,RDW%,,2
Hematoloogilised uuringud,,5702,PLCR,,56
Histoloogia,,RISTOhigh-Trombots.agrristotsetiinitoimel(kõrgekonts),Diagnoos 1,,10
Histoloogia,,40005,Kirjeldus,,7
Hematoloogilised uuringud,,4581,RDW%,,15
Hematoloogilised uuringud,,1658,RDW%,,62
Histoloogia,,147157,Arhiivi number,,1
Histoloogia,,7671,Arhiivi number,,2
Hematoloogilised uuringud,,5551,PLCR,,11
Histoloogia,,144303,Diagnoos 1,,2
Hematoloogilised uuringud,,71692,RDW%,,7
Histoloogia,,10171,Arhiivi number,,1738
Histoloogia,,144647,Lokatsioon,,11
Hematoloogilised uuringud,,71702,RDW%,,6
Histoloogia,,S2-fp7_IgE,Kirjeldus,,2
Hematoloogilised uuringud,,7863,RDW%,,1
Hematoloogilised uuringud,,138,PLCR,,692
Hematoloogilised uuringud,,67142,PLCR,,1
Histoloogia,,69587,Lokatsioon,,3
Histoloogia,,P-TTTrombiiniaeg,Diagnoos 1,,7
Histoloogia,,S-aColon-IF,Kirjeldus,,12
Hematoloogilised uuringud,,vaba_PSA,PLCR,,17
Hematoloogilised uuringud,,Taimerakudseeditud,PLCR,,2
Histoloogia,,632,Kirjeldus,,1
Histoloogia,,S-HBs_Ag,Arhiivi number,,174
Hematoloogilised uuringud,,Sh.FlexI-V,PLCR,,2
Histoloogia,,4859,Arhiivi number,,1
Histoloogia,,30322,Kirjeldus,,10
Histoloogia,,4812,Diagnoos 1,,1
Histoloogia,,143500,Diagnoos 1,,3
Hematoloogilised uuringud,,2171,RDW%,,152
Histoloogia,,Ddistaalne,Arhiivi number,,1
Hematoloogilised uuringud,,S-testo,RDW%,,3
Histoloogia,,65,Diagnoos 1,,69
Histoloogia,,S-IgG-LIgGlambda,Lokatsioon,,1
Histoloogia,,1911,Arhiivi number,,22
Histoloogia,,504,Lokatsioon,,22
Histoloogia,,1241,Lokatsioon,,29
Histoloogia,,S-aTrpG,Lokatsioon,,2
Histoloogia,,2481,Kirjeldus,,20
Histoloogia,,1223,Diagnoos 1,,75
Histoloogia,,Nose-Influenza_B_virus_Ag,Lokatsioon,,2
Histoloogia,,g8/spIgEnurmikasuhtes,Lokatsioon,,13
Histoloogia,,1157,Kirjeldus,,175
Histoloogia,,2392,Diagnoos 1,,1
Histoloogia,,CD3+4+/CD3+8+suhe,Arhiivi number,,6
Hematoloogilised uuringud,,Va-Up-PCR,PLCR,,2
Hematoloogilised uuringud,,F-Shig,RDW%,,3
Histoloogia,,2461,Diagnoos 1,,2
Histoloogia,,1980,Arhiivi number,,5
Hematoloogilised uuringud,,Mükobakteritesamastamine,PLCR,,3
Histoloogia,,Fol/Foolhape,Kirjeldus,,928
Histoloogia,,"anti-beeta2-GP1(IgG,IgM,IgA)",Arhiivi number,,5
Hematoloogilised uuringud,,145508,PLCR,,1
Hematoloogilised uuringud,,146079,RDW%,,2
Histoloogia,,CSF-aTBEG-IgM,Kirjeldus,,1
Hematoloogilised uuringud,,P2-PT-INR,RDW%,,11
Histoloogia,,43219,Lokatsioon,,2
Histoloogia,,CSF-latekstest,Arhiivi number,,5
Hematoloogilised uuringud,,S-Alb(albumiin),PLCR,,1169
Hematoloogilised uuringud,,71672,RDW%,,7
Hematoloogilised uuringud,,11051,PLCR,,36
Hematoloogilised uuringud,,F-Astro,RDW%,,1
Histoloogia,,65307,Arhiivi number,,5
Hematoloogilised uuringud,,10505,PLCR,,110
Histoloogia,,S-HBsAb/B-hepatiidiviirusepinnaantigeenivastAKseerumis,Lokatsioon,,50
Histoloogia,,4214,Lokatsioon,,45
Histoloogia,,S2-M_pneumoniae_IgG,Diagnoos 1,,9
Hematoloogilised uuringud,,10195,PLCR,,4
Histoloogia,,1514,Kirjeldus,,3
Hematoloogilised uuringud,,144697,PLCR,,11
Hematoloogilised uuringud,,30314,RDW%,,5
Histoloogia,,Cf-_tundlikus_Ureaplasma,Lokatsioon,,56
Histoloogia,,PrcF-neutrofiilid,Lokatsioon,,1
Histoloogia,,2701,Lokatsioon,,3
Histoloogia,,507,Lokatsioon,,4
Histoloogia,,S-Ca19-9,Lokatsioon,,3
Hematoloogilised uuringud,,59504,RDW%,,1
Hematoloogilised uuringud,,67774,PLCR,,22
Hematoloogilised uuringud,,S-Osmol(osmolaalsus),RDW%,,7
Histoloogia,,"S,P-Prol",Kirjeldus,,1
Hematoloogilised uuringud,,Vereindividuaalnesobitamine66409,RDW%,,203
Hematoloogilised uuringud,,S-Borr_IgM_Blot,RDW%,,32
Histoloogia,,144262,Diagnoos 1,,18
Histoloogia,,41195,Kirjeldus,,2
Hematoloogilised uuringud,,3316,RDW%,,7
Histoloogia,,1369,Kirjeldus,,15
Histoloogia,,S-HDL-Chol(HDLkolesterool),Kirjeldus,,2187
Histoloogia,,71381,Kirjeldus,,7
Histoloogia,,"S,P-FSH",Diagnoos 1,,4
Hematoloogilised uuringud,,66689,RDW%,,1
Histoloogia,,4754,Lokatsioon,,11
Histoloogia,,1804,Kirjeldus,,1
Hematoloogilised uuringud,,10036,PLCR,,4
Histoloogia,,44556,Diagnoos 1,,1
Histoloogia,,83,Arhiivi number,,265
Histoloogia,,1338,Diagnoos 1,,1
Histoloogia,,71557,Diagnoos 1,,1
Histoloogia,,43211,Lokatsioon,,68
Histoloogia,,11057,Kirjeldus,,40
Histoloogia,,1155,Kirjeldus,,1
Histoloogia,,Delta-amiino-levuliinhape,Diagnoos 1,,8
Histoloogia,,7037,Lokatsioon,,1
Hematoloogilised uuringud,,Mo-Aer,RDW%,,2
Hematoloogilised uuringud,,7717,PLCR,,2
Histoloogia,,974,Diagnoos 1,,2
Hematoloogilised uuringud,,12,RDW%,,1103
Histoloogia,,S-ACLAIgG/KardiolipiinivastaneIgGseerumis,Kirjeldus,,67
Hematoloogilised uuringud,,U-Metmetamfetamiinuriinis,RDW%,,5
Histoloogia,,57808,Arhiivi number,,1
Histoloogia,,11969,Arhiivi number,,1
Hematoloogilised uuringud,,UreaplasmaurealyticumDNAemakakaelakanalikaapest,RDW%,,89
Histoloogia,,144647,Arhiivi number,,11
Histoloogia,,fT4,Arhiivi number,,60
Histoloogia,,S2-T.p_IgG+IgM,Kirjeldus,,3
Hematoloogilised uuringud,,S-CA_19-9,RDW%,,513
Hematoloogilised uuringud,,2721,PLCR,,9
Histoloogia,,146190,Kirjeldus,,50
Histoloogia,,30163,Diagnoos 1,,5
Histoloogia,,Nm-Strep-A,Diagnoos 1,,1
Histoloogia,,145777,Lokatsioon,,4
Hematoloogilised uuringud,,147166,RDW%,,7
Histoloogia,,908,Diagnoos 1,,5
Hematoloogilised uuringud,,d74/spIgEEuroglyphusmayn,PLCR,,13
Histoloogia,,71594,Kirjeldus,,10
Histoloogia,,520,Kirjeldus,,497
Histoloogia,,vB-ionCa,Lokatsioon,,5
Hematoloogilised uuringud,,10489,PLCR,,1235
Histoloogia,,71511,Diagnoos 1,,5
Histoloogia,,41476,Diagnoos 1,,1
Histoloogia,,207,Lokatsioon,,64
Histoloogia,,B-Retic-m,Kirjeldus,,3
Histoloogia,,5634,Lokatsioon,,5
Histoloogia,,P-LAnLuupusantikoagulandidnormitudsuhe,Diagnoos 1,,13
Histoloogia,,x-Hemo,Arhiivi number,,32
Histoloogia,,920,Arhiivi number,,4
Histoloogia,,Veregrupikontroll66401,Arhiivi number,,103
Histoloogia,,65080,Diagnoos 1,,3
Histoloogia,,S1-_AKTH,Kirjeldus,,2
Histoloogia,,847,Diagnoos 1,,17
Hematoloogilised uuringud,,Cx-C_trahomatis_DNA,RDW%,,68
Hematoloogilised uuringud,,S-UricAc,PLCR,,17
Histoloogia,,2172,Diagnoos 1,,152
Hematoloogilised uuringud,,10165,PLCR,,36
Histoloogia,,7655,Diagnoos 1,,18
Histoloogia,,TnT,Kirjeldus,,10
Histoloogia,,1555,Kirjeldus,,43
Histoloogia,,S2-IgE-I3,Lokatsioon,,2
Histoloogia,,S-UricA,Lokatsioon,,895
Histoloogia,,Soolad,Kirjeldus,,113
Histoloogia,,S-GAD-65,Kirjeldus,,1
Hematoloogilised uuringud,,S-aLKMA,RDW%,,4
Hematoloogilised uuringud,,11092,PLCR,,624
Hematoloogilised uuringud,,129,PLCR,,817
Histoloogia,,17,Arhiivi number,,1784
Hematoloogilised uuringud,,1882,PLCR,,1
Histoloogia,,873,Lokatsioon,,18
Histoloogia,,71556,Arhiivi number,,1
Histoloogia,,SBEalusteliigrakuvälisesvedelikus,Kirjeldus,,180
Histoloogia,,S-ASBMA,Diagnoos 1,,1
Hematoloogilised uuringud,,IgG4,PLCR,,6
Histoloogia,,71393,Kirjeldus,,5
Hematoloogilised uuringud,,71576,RDW%,,12
Hematoloogilised uuringud,,fS-GlucGTT120min,RDW%,,1
Hematoloogilised uuringud,,59,RDW%,,66
Histoloogia,,KoetransglutaminaasIgAak,Kirjeldus,,1
Histoloogia,,S-CDTSüsivesik-defitsiitnetransferriin,Kirjeldus,,1
Histoloogia,,65917,Arhiivi number,,1
Histoloogia,,St-G_lamblia_Ag,Lokatsioon,,5
Histoloogia,,2414,Arhiivi number,,1
Histoloogia,,S-fp2_IgE,Arhiivi number,,59
Histoloogia,,65760,Lokatsioon,,1
Histoloogia,,3360,Arhiivi number,,2
Histoloogia,,S-Transf-sR,Arhiivi number,,3
Hematoloogilised uuringud,,1635,RDW%,,5
Histoloogia,,2687,Diagnoos 1,,2
Hematoloogilised uuringud,,71399,RDW%,,7
Histoloogia,,S-cTnThsTroponiinTseerumis(kõrgtundlik),Kirjeldus,,682
Histoloogia,,CSF-aVZVM,Diagnoos 1,,1
Histoloogia,,CSFRBCErütrotsüüdidliikvoris,Diagnoos 1,,1
Histoloogia,,fS-Crea,Arhiivi number,,1184
Hematoloogilised uuringud,,Um-Mh-PCR,RDW%,,1
Histoloogia,,10219,Lokatsioon,,2
Histoloogia,,1622,Diagnoos 1,,1
Hematoloogilised uuringud,,32,PLCR,,1616
Hematoloogilised uuringud,,601,RDW%,,1
Histoloogia,,Dr-CEA,Arhiivi number,,1
Histoloogia,,"S,P-Fe",Arhiivi number,,24
Histoloogia,,Testo/Testosteroon,Arhiivi number,,32
Histoloogia,,1877,Diagnoos 1,,2
Histoloogia,,S-Urea_,Lokatsioon,,9
Hematoloogilised uuringud,,Trop._T,PLCR,,44
Histoloogia,,10111,Lokatsioon,,10
Histoloogia,,10174,Kirjeldus,,1736
Hematoloogilised uuringud,,S-dsDNA_IgG,PLCR,,12
Histoloogia,,3607,Lokatsioon,,14
Histoloogia,,65318,Arhiivi number,,1
Hematoloogilised uuringud,,618,PLCR,,4085
Histoloogia,,62727,Lokatsioon,,1
Histoloogia,,44572,Kirjeldus,,16
Histoloogia,,4215,Diagnoos 1,,52
Histoloogia,,11548,Lokatsioon,,46
Histoloogia,,S-VZV_IgM,Lokatsioon,,1
Histoloogia,,1466,Lokatsioon,,31
Histoloogia,,41194,Lokatsioon,,1
Histoloogia,,1755,Arhiivi number,,8
Histoloogia,,"S-IgG1,2,3,4",Lokatsioon,,16
Histoloogia,,Metamfetamiinuriinis,Lokatsioon,,1
Hematoloogilised uuringud,,AMKAmikatsiin,RDW%,,58
Histoloogia,,PlrF-neutrofiilid,Lokatsioon,,10
Histoloogia,,2620,Lokatsioon,,1
Histoloogia,,RSviirusedRNA,Lokatsioon,,6
Histoloogia,,Albumiinisuheliikvorisjaseerumis,Arhiivi number,,1
Histoloogia,,S2-CK,Kirjeldus,,290
Histoloogia,,CSF-aEntM,Diagnoos 1,,1
Histoloogia,,S-aHAV-M,Lokatsioon,,1
Hematoloogilised uuringud,,1557,PLCR,,43
Hematoloogilised uuringud,,4210,RDW%,,47
Histoloogia,,S-b2GP1_IgG,Diagnoos 1,,1
Histoloogia,,S-CA-15-3,Arhiivi number,,8
Histoloogia,,11256,Kirjeldus,,4
Histoloogia,,isopropüülfenüleentiamiin(N-Isopropyl-N`-phenyl-p-phenylend,Arhiivi number,,1
Histoloogia,,U-Strepn,Diagnoos 1,,7
Histoloogia,,147261,Kirjeldus,,1
Hematoloogilised uuringud,,IA-2vastasedIgGtüüpiantikehad,PLCR,,1
Hematoloogilised uuringud,,3615,PLCR,,14
Histoloogia,,2521,Arhiivi number,,1
Histoloogia,,dU-M1M-komponent1uriinis,Lokatsioon,,4
Histoloogia,,HBSAG(k)Kiirtest/B-hepatiidiviirusepinnaantigeenseerumis,Diagnoos 1,,3
Hematoloogilised uuringud,,6236,PLCR,,1
Hematoloogilised uuringud,,1008,PLCR,,4
Histoloogia,,S-fPTH,Diagnoos 1,,259
Histoloogia,,40271,Arhiivi number,,1
Hematoloogilised uuringud,,144277,PLCR,,10
Histoloogia,,PlrF-MN%,Diagnoos 1,,9
Histoloogia,,1344,Kirjeldus,,36
Histoloogia,,S-Hanta_IgG,Diagnoos 1,,1
Histoloogia,,eGFRhinnangulineglomerulaarfiltratsioonikiirus,Lokatsioon,,2067
Histoloogia,,S1-anti-tTrG-IgG,Diagnoos 1,,2
Hematoloogilised uuringud,,3347,RDW%,,2
Histoloogia,,P-Myogl,Lokatsioon,,39
Hematoloogilised uuringud,,S-f14_IgE,RDW%,,16
Histoloogia,,775,Arhiivi number,,34
Hematoloogilised uuringud,,40139,RDW%,,2
Hematoloogilised uuringud,,10320,RDW%,,574
Histoloogia,,2839,Lokatsioon,,1
Histoloogia,,3589,Diagnoos 1,,1
Histoloogia,,S-e5_IgE,Lokatsioon,,114
Histoloogia,,69534,Kirjeldus,,21
Histoloogia,,713,Arhiivi number,,147
Histoloogia,,80,Diagnoos 1,,322
Hematoloogilised uuringud,,TSH\Türeotropiin,RDW%,,1
Hematoloogilised uuringud,,NTpro-BNP,RDW%,,120
Histoloogia,,1030,Diagnoos 1,,128
Histoloogia,,4254,Kirjeldus,,4
Histoloogia,,Br-Mycobacterium-m,Lokatsioon,,4
Histoloogia,,5625,Lokatsioon,,5
Histoloogia,,S-T_pallidum_Ab,Kirjeldus,,377
Hematoloogilised uuringud,,824,RDW%,,29
Histoloogia,,S-Hanta,Arhiivi number,,9
Histoloogia,,58811,Arhiivi number,,1
Hematoloogilised uuringud,,Trichomonas_vaginalis,PLCR,,29
Hematoloogilised uuringud,,66608_Adenoviiruse_DNA,RDW%,,1
Histoloogia,,575,Diagnoos 1,,20
Hematoloogilised uuringud,,P-LAnLuupusantikoagulandidnormitudsuhe,RDW%,,13
Histoloogia,,8579,Lokatsioon,,2
Hematoloogilised uuringud,,P4-EtOH,RDW%,,2
Histoloogia,,"S,P-TSH",Arhiivi number,,65
Histoloogia,,3603,Diagnoos 1,,14
Histoloogia,,S-PG_II,Kirjeldus,,1
Hematoloogilised uuringud,,S;CSF-Puukentsefaliidiviiruse_an,RDW%,,12
Histoloogia,,7263,Kirjeldus,,1
Histoloogia,,84,Lokatsioon,,125
Histoloogia,,10191,Kirjeldus,,470
Histoloogia,,SynF-WBC,Arhiivi number,,11
Histoloogia,,TreponemapallidumvastasedIgGantikehadseerumis,Kirjeldus,,5
Histoloogia,,dU-5-HIAA,Diagnoos 1,,2
Histoloogia,,"S,P-Mg",Arhiivi number,,36
Histoloogia,,U-Trva-PCR,Arhiivi number,,12
Histoloogia,,S2-IgE-FP1,Arhiivi number,,11
Hematoloogilised uuringud,,S-LKMA,RDW%,,10
Histoloogia,,anti-HBs,Arhiivi number,,6
Histoloogia,,40160,Lokatsioon,,3
Hematoloogilised uuringud,,epoksüvaik(Epoxidharz)1%,PLCR,,2
Histoloogia,,738,Diagnoos 1,,61
Histoloogia,,PlrF-LDHpleuravedelikus,Lokatsioon,,6
Histoloogia,,Parasiitideuurimine,Arhiivi number,,1
Hematoloogilised uuringud,,3964,PLCR,,5
Hematoloogilised uuringud,,58811,PLCR,,1
Hematoloogilised uuringud,,2151,RDW%,,53
Histoloogia,,Mangaanuriinis,Lokatsioon,,4
Hematoloogilised uuringud,,fP-Gluc,RDW%,,4
Hematoloogilised uuringud,,688,PLCR,,472
Histoloogia,,S-IgE-Mix,Lokatsioon,,3
Histoloogia,,Sh.FlexI-V,Arhiivi number,,2
Histoloogia,,231,Kirjeldus,,1
Histoloogia,,S-TR_IgG,Kirjeldus,,9
Histoloogia,,7862,Arhiivi number,,1
Histoloogia,,BACTEC,Arhiivi number,,8
Histoloogia,,64075,Kirjeldus,,1
Histoloogia,,10275,Arhiivi number,,1
Hematoloogilised uuringud,,1305,RDW%,,1
Histoloogia,,436,Lokatsioon,,1
Histoloogia,,_Haigustekit._AK_AG,Arhiivi number,,37
Histoloogia,,8557,Arhiivi number,,18
Histoloogia,,S-ENA_IgG,Diagnoos 1,,1
Histoloogia,,4778,Lokatsioon,,1
Histoloogia,,3986,Arhiivi number,,2
Hematoloogilised uuringud,,835,PLCR,,3
Histoloogia,,10201,Kirjeldus,,70
Hematoloogilised uuringud,,1927,PLCR,,24
Histoloogia,,Candida_albicans,Lokatsioon,,11
Hematoloogilised uuringud,,St-Myc,RDW%,,3
Histoloogia,,3521,Lokatsioon,,2
Histoloogia,,822,Arhiivi number,,1097
Histoloogia,,RPR/Trep.pol.mittespetsiifilisedantikehad,Kirjeldus,,1
Hematoloogilised uuringud,,72189,RDW%,,13
Histoloogia,,42,Arhiivi number,,202
Histoloogia,,4859,Kirjeldus,,1
Histoloogia,,S-VZV_IgG,Diagnoos 1,,1
Hematoloogilised uuringud,,S-S.flex_1-5,PLCR,,5
Histoloogia,,3536,Kirjeldus,,2
Histoloogia,,S-gly,Diagnoos 1,,150
Hematoloogilised uuringud,,S-TPOAb/TüreoidperoksüdaasivastaneIgGseerumis,PLCR,,450
Histoloogia,,S-Trpa-IDPaGIA,Diagnoos 1,,52
Histoloogia,,588,Arhiivi number,,4
Histoloogia,,373,Lokatsioon,,6
Histoloogia,,61720,Arhiivi number,,3
Hematoloogilised uuringud,,30273,RDW%,,9
Hematoloogilised uuringud,,1887,PLCR,,2
Hematoloogilised uuringud,,67416,PLCR,,1
Histoloogia,,786,Kirjeldus,,4
Histoloogia,,4266,Kirjeldus,,1
Hematoloogilised uuringud,,3895,PLCR,,21
Histoloogia,,2004,Diagnoos 1,,2
Hematoloogilised uuringud,,702,RDW%,,164
Histoloogia,,594,Lokatsioon,,2
Hematoloogilised uuringud,,munavalge,PLCR,,1
Hematoloogilised uuringud,,S-Immfix(immuunfiksatsioonmonoklonaalsetele,RDW%,,36
Histoloogia,,fP-Lac,Arhiivi number,,34
Hematoloogilised uuringud,,S-EBV_Ak,RDW%,,1
Histoloogia,,146345,Diagnoos 1,,2
Histoloogia,,IgE_toit20,Lokatsioon,,20
Hematoloogilised uuringud,,71228,PLCR,,22
Histoloogia,,Verekülv,Diagnoos 1,,1
Histoloogia,,1893,Diagnoos 1,,2
Histoloogia,,7360,Diagnoos 1,,1
Histoloogia,,4875,Kirjeldus,,7
Histoloogia,,P-ASAT,Lokatsioon,,109
Histoloogia,,2331,Kirjeldus,,71
Histoloogia,,S-Y.ent.O9,Kirjeldus,,4
Hematoloogilised uuringud,,105,PLCR,,146
Hematoloogilised uuringud,,S-Dvit,PLCR,,3
Histoloogia,,4742,Arhiivi number,,1
Hematoloogilised uuringud,,3617,RDW%,,14
Hematoloogilised uuringud,,71681,RDW%,,7
Hematoloogilised uuringud,,7785,RDW%,,2
Histoloogia,,1410,Kirjeldus,,16
Histoloogia,,S1_aHSV1M,Diagnoos 1,,1
Histoloogia,,4749,Kirjeldus,,8
Histoloogia,,f237/spIgEaprikoosisuhtes,Diagnoos 1,,3
Histoloogia,,S-TR-AK,Arhiivi number,,4
Histoloogia,,Co-Aer,Kirjeldus,,2
Histoloogia,,S-Mg,Kirjeldus,,1100
Histoloogia,,70949,Diagnoos 1,,12
Histoloogia,,58487,Kirjeldus,,1
Hematoloogilised uuringud,,U-PPXpropoksüfeenuriinis,PLCR,,8
Histoloogia,,Cm-Ravimitundlikuse_määramine,Diagnoos 1,,3
Histoloogia,,10222,Arhiivi number,,3
Hematoloogilised uuringud,,S-a-b2-GP1,PLCR,,1
Hematoloogilised uuringud,,7779,PLCR,,8
Histoloogia,,S-B_burgdorferi_IgM,Arhiivi number,,160
Histoloogia,,71591,Kirjeldus,,2
Hematoloogilised uuringud,,Neutrofiilidetoks.granulatsioon,RDW%,,12
Histoloogia,,1556,Kirjeldus,,43
Hematoloogilised uuringud,,1575,RDW%,,8
Hematoloogilised uuringud,,S1-IgG,RDW%,,4
Histoloogia,,2110,Diagnoos 1,,1
Histoloogia,,S-IgG-LIgGlambda,Kirjeldus,,1
Histoloogia,,71685,Arhiivi number,,7
Histoloogia,,S-HEV_IgM,Lokatsioon,,1
Histoloogia,,EBVIgMpaneel,Kirjeldus,,5
Hematoloogilised uuringud,,HLAB27,RDW%,,7
Histoloogia,,St-Norovirus,Diagnoos 1,,2
Hematoloogilised uuringud,,8560,PLCR,,19
Hematoloogilised uuringud,,839,PLCR,,1
Hematoloogilised uuringud,,P-FIX-FaktorIX,RDW%,,4
Hematoloogilised uuringud,,vB-Retic-m,RDW%,,1
Histoloogia,,2328,Diagnoos 1,,28
Histoloogia,,1168,Lokatsioon,,77
